subject,condition,n_game,event,n_step,deviation,norm_dev
02ES,qm,2,blast_step_6,7,38.1,37.86
02ES,qm,2,blast_step_7,8,55.15,30.13
02ES,qm,2,blast_step_8,9,58.02,41.29
02ES,qm,2,overkill_step,10,45.74,29.09
02ES,qm,2,overkill_step,11,37.95,35.48
02ES,qm,2,activate_star,1,47.46,13.65
02ES,qm,2,blast_step_1,2,69.56,13.82
02ES,qm,2,blast_step_2,3,50.03,12.83
02ES,qm,2,blast_step_3,4,58.33,14.44
02ES,qm,2,blast_step_4,5,57.39,8.27
02ES,qm,2,blast_step_5,6,50.11,22.43
02ES,qm,2,blast_step_6,7,56.8,22.54
02ES,qm,2,blast_step_7,8,46.05,29.8
02ES,qm,2,blast_step_8,9,47.41,25.21
02ES,qm,2,overkill_step,10,70.95,71.6
02ES,qm,2,activate_star,1,34.88,42.8
02ES,qm,2,blast_step_2,2,57.42,6.17
02ES,qm,2,blast_step_3,3,33.48,41.41
02ES,qm,2,blast_step_4,4,41.87,76.32
02ES,qm,2,blast_step_5,5,46.16,66.16
02ES,qm,2,blast_step_6,6,50.77,44.43
02ES,qm,2,blast_step_7,7,76.25,20.84
02ES,qm,2,blast_step_8,8,78.48,21.33
02ES,qm,2,overkill_step,9,94.71,103.52
02ES,qm,2,activate_star,1,51.38,21.3
02ES,qm,2,blast_step_1,2,59.06,13.28
02ES,qm,2,blast_step_2,3,50.95,14.39
02ES,qm,2,blast_step_3,4,69.38,19.75
02ES,qm,2,blast_step_4,5,61.19,14.49
02ES,qm,2,blast_step_5,6,52.12,12.12
02ES,qm,2,blast_step_6,7,59.82,6.34
02ES,qm,2,blast_step_7,8,61.41,10.49
02ES,qm,2,blast_step_8,9,63.61,23.9
02ES,qm,2,overkill_step,10,78.53,23.54
02ES,qm,2,overkill_step,11,94.63,35.3
02ES,qm,2,activate_star,1,32.74,26.2
02ES,qm,2,blast_step_1,2,26.16,17.58
02ES,qm,2,blast_step_2,3,34.74,26.68
02ES,qm,2,blast_step_3,4,46.93,31.99
02ES,qm,2,blast_step_4,5,51.27,33.76
02ES,qm,2,blast_step_5,6,24.24,29.77
02ES,qm,2,blast_step_6,7,88.5,72.81
02ES,qm,2,blast_step_7,8,80.14,66.96
02ES,qm,2,blast_step_8,9,83.04,68.31
02ES,qm,2,overkill_step,10,104.72,86.43
02ES,qm,2,overkill_step,11,13.24,36.02
02ES,qm,2,activate_star,1,85.19,7.24
02ES,qm,2,blast_step_2,2,81.8,8.85
02ES,qm,2,blast_step_3,3,93.39,15.33
02ES,qm,2,blast_step_4,4,93.51,25.54
02ES,qm,2,blast_step_5,5,94.8,19.47
02ES,qm,2,blast_step_6,6,109.1,24.87
02ES,qm,2,blast_step_7,7,172.05,89.19
02ES,qm,2,blast_step_8,8,136.28,63.82
02ES,qm,2,overkill_step,9,148.49,69.15
02ES,qm,2,overkill_step,10,110.18,26.41
02ES,qm,2,activate_star,1,58.22,15.99
02ES,qm,2,blast_step_2,2,55.13,12.94
02ES,qm,2,blast_step_3,3,39.51,31.59
02ES,qm,2,blast_step_4,4,47.59,29.28
02ES,qm,2,blast_step_5,5,55.63,54.07
02ES,qm,2,blast_step_6,6,57.06,60.63
02ES,qm,2,blast_step_7,7,91.83,80.16
02ES,qm,2,blast_step_8,8,113.24,87.37
02ES,qm,2,overkill_step,9,62.76,21.12
02ES,qm,2,activate_star,1,48.42,22.87
02ES,qm,2,blast_step_2,2,59.12,6.13
02ES,qm,2,blast_step_3,3,68.71,36.66
02ES,qm,2,blast_step_4,4,81.71,50.03
02ES,qm,2,blast_step_5,5,89.4,48.17
02ES,qm,2,blast_step_6,6,88.88,43.48
02ES,qm,2,blast_step_7,7,119.02,69.22
02ES,qm,2,blast_step_8,8,137.42,100.57
02ES,qm,2,overkill_step,9,114.97,61.95
02ES,qm,2,activate_star,1,62.0,7.91
02ES,qm,2,blast_step_2,2,65.82,11.6
02ES,qm,2,blast_step_3,3,46.58,30.77
02ES,qm,2,blast_step_4,4,68.25,65.98
02ES,qm,2,blast_step_5,5,75.46,63.62
02ES,qm,2,blast_step_6,6,86.46,72.42
02ES,qm,2,blast_step_7,7,86.54,63.43
02ES,qm,2,blast_step_8,8,73.36,52.91
02ES,qm,2,overkill_step,9,48.19,31.94
02ES,qm,2,overkill_step,10,46.31,22.91
02ES,qm,2,activate_star,1,45.48,12.98
02ES,qm,2,blast_step_2,2,61.13,22.77
02ES,qm,2,blast_step_3,3,65.14,32.01
02ES,qm,2,blast_step_4,4,70.26,33.38
02ES,qm,2,blast_step_5,5,58.77,26.78
02ES,qm,2,blast_step_6,6,73.22,49.21
02ES,qm,2,blast_step_7,7,82.28,67.6
02ES,qm,2,blast_step_8,8,110.0,72.86
02ES,qm,2,overkill_step,9,167.76,127.26
02ES,qm,3,activate_star,1,23.09,13.15
02ES,qm,3,blast_step_2,2,29.34,11.65
02ES,qm,3,blast_step_3,3,26.14,16.42
02ES,qm,3,blast_step_4,4,32.36,38.17
02ES,qm,3,blast_step_5,5,29.93,37.32
02ES,qm,3,blast_step_6,6,19.49,33.66
02ES,qm,3,blast_step_7,7,99.88,118.95
02ES,qm,3,blast_step_8,8,101.63,121.58
02ES,qm,3,overkill_step,9,78.1,89.12
02ES,qm,3,overkill_step,10,30.2,50.52
02ES,qm,3,overkill_step,11,32.27,52.38
02ES,qm,3,activate_star,1,44.47,17.23
02ES,qm,3,blast_step_1,2,58.17,29.89
02ES,qm,3,blast_step_2,3,53.89,54.51
02ES,qm,3,blast_step_3,4,57.14,58.64
02ES,qm,3,blast_step_4,5,47.92,53.74
02ES,qm,3,blast_step_5,6,40.61,51.14
02ES,qm,3,blast_step_6,7,56.03,88.87
02ES,qm,3,blast_step_7,8,44.86,82.32
02ES,qm,3,blast_step_8,9,80.26,84.12
02ES,qm,3,overkill_step,10,112.49,93.31
02ES,qm,3,overkill_step,12,18.2,54.92
02ES,qm,3,activate_star,1,42.35,21.81
02ES,qm,3,blast_step_1,2,47.73,6.01
02ES,qm,3,blast_step_2,3,34.16,18.49
02ES,qm,3,blast_step_3,4,41.55,16.69
02ES,qm,3,blast_step_4,5,50.45,18.4
02ES,qm,3,blast_step_5,6,48.92,83.23
02ES,qm,3,blast_step_6,7,39.24,87.97
02ES,qm,3,blast_step_7,8,67.04,96.68
02ES,qm,3,blast_step_8,9,63.4,85.42
02ES,qm,3,overkill_step,10,32.47,19.82
02ES,qm,3,overkill_step,11,48.06,75.23
02ES,qm,3,overkill_step,12,44.27,80.22
02ES,qm,3,activate_star,1,18.52,39.65
02ES,qm,3,blast_step_1,2,41.21,20.55
02ES,qm,3,blast_step_2,3,37.39,19.35
02ES,qm,3,blast_step_3,4,19.2,28.44
02ES,qm,3,blast_step_4,5,17.1,14.18
02ES,qm,3,blast_step_5,6,17.06,36.2
02ES,qm,3,blast_step_6,7,63.15,67.41
02ES,qm,3,blast_step_7,8,37.85,55.96
02ES,qm,3,blast_step_8,9,29.85,52.52
02ES,qm,3,overkill_step,10,63.58,80.56
02ES,qm,3,overkill_step,11,47.22,67.01
02ES,qm,3,activate_star,1,39.19,21.92
02ES,qm,3,blast_step_2,2,60.78,21.4
02ES,qm,3,blast_step_3,3,40.5,39.45
02ES,qm,3,blast_step_4,4,12.35,63.02
02ES,qm,3,blast_step_5,5,28.59,64.09
02ES,qm,3,blast_step_6,6,28.3,56.06
02ES,qm,3,blast_step_7,7,38.36,48.48
02ES,qm,3,blast_step_8,8,87.55,55.37
02ES,qm,3,overkill_step,9,79.44,65.55
02ES,qm,3,activate_star,1,53.46,33.24
02ES,qm,3,blast_step_1,2,73.93,11.97
02ES,qm,3,blast_step_2,3,80.18,16.8
02ES,qm,3,blast_step_3,4,72.72,16.41
02ES,qm,3,blast_step_4,5,55.87,52.29
02ES,qm,3,blast_step_5,6,75.89,47.87
02ES,qm,3,blast_step_6,7,90.53,34.16
02ES,qm,3,blast_step_7,8,100.91,48.76
02ES,qm,3,blast_step_8,9,62.25,30.16
02ES,qm,3,overkill_step,10,32.99,45.94
02ES,qm,3,activate_star,1,43.42,26.05
02ES,qm,3,blast_step_1,2,59.44,11.13
02ES,qm,3,blast_step_2,3,46.0,37.61
02ES,qm,3,blast_step_3,4,45.67,46.15
02ES,qm,3,blast_step_4,5,46.5,40.5
02ES,qm,3,blast_step_5,6,32.78,44.62
02ES,qm,3,blast_step_6,7,25.82,74.99
02ES,qm,3,blast_step_7,8,18.6,64.13
02ES,qm,3,blast_step_8,9,32.32,40.67
02ES,qm,3,overkill_step,10,13.75,50.92
02ES,qm,3,activate_star,1,31.42,37.83
02ES,qm,3,blast_step_2,2,23.5,13.38
02ES,qm,3,blast_step_3,3,29.21,16.3
02ES,qm,3,blast_step_4,4,26.74,16.59
02ES,qm,3,blast_step_5,5,58.46,50.52
02ES,qm,3,blast_step_6,6,80.88,74.94
02ES,qm,3,blast_step_7,7,71.94,65.23
02ES,qm,3,blast_step_8,8,42.8,31.19
02ES,qm,3,overkill_step,9,62.46,49.39
02ES,qm,3,activate_star,1,72.12,14.58
02ES,qm,3,blast_step_2,2,108.15,27.24
02ES,qm,3,blast_step_3,3,101.59,19.05
02ES,qm,3,blast_step_4,4,93.44,10.21
02ES,qm,3,blast_step_5,5,103.78,38.84
02ES,qm,3,blast_step_6,6,76.08,33.82
02ES,qm,3,blast_step_7,7,76.24,27.04
02ES,qm,3,blast_step_8,8,31.18,55.17
02ES,qm,3,overkill_step,9,17.04,91.66
02ES,qm,3,activate_star,1,45.99,38.4
02ES,qm,3,blast_step_2,2,75.16,10.38
02ES,qm,3,blast_step_3,3,61.17,20.93
02ES,qm,3,blast_step_4,4,24.1,54.51
02ES,qm,3,blast_step_5,5,16.01,68.7
02ES,qm,3,blast_step_6,6,40.1,100.48
02ES,qm,3,blast_step_7,7,72.65,98.97
02ES,qm,3,blast_step_8,8,85.64,98.41
02ES,qm,3,overkill_step,9,72.84,95.01
02ES,qm,3,activate_star,1,63.85,18.81
02ES,qm,3,blast_step_2,2,64.87,5.4
02ES,qm,3,blast_step_3,3,60.51,14.22
02ES,qm,3,blast_step_4,4,77.54,16.75
02ES,qm,3,blast_step_5,5,84.42,20.09
02ES,qm,3,blast_step_6,6,111.3,51.72
02ES,qm,3,blast_step_7,7,121.84,63.03
02ES,qm,3,blast_step_8,8,125.55,62.53
02ES,qm,3,overkill_step,9,74.4,28.45
02ES,qm,3,activate_star,1,65.98,15.49
02ES,qm,3,blast_step_2,2,67.98,11.67
02ES,qm,3,blast_step_3,3,67.42,22.22
02ES,qm,3,blast_step_4,4,90.87,15.67
02ES,qm,3,blast_step_5,5,43.29,37.41
02ES,qm,3,blast_step_6,6,65.7,25.89
02ES,qm,3,blast_step_7,7,103.24,24.5
02ES,qm,3,blast_step_8,8,106.35,35.97
02ES,qm,3,overkill_step,9,68.59,27.03
02ES,qm,3,activate_star,1,45.14,34.15
02ES,qm,3,blast_step_1,2,49.56,9.55
02ES,qm,3,blast_step_2,3,49.86,7.85
02ES,qm,3,blast_step_3,4,72.3,24.75
02ES,qm,3,blast_step_4,5,49.21,10.63
02ES,qm,3,blast_step_5,6,59.6,20.1
02ES,qm,3,blast_step_6,7,95.94,49.58
02ES,qm,3,blast_step_7,8,51.33,20.81
02ES,qm,3,blast_step_8,9,100.69,52.7
02ES,qm,3,overkill_step,10,37.54,26.72
02ES,qm,3,activate_star,1,14.23,18.26
02ES,qm,3,blast_step_2,2,21.51,4.98
02ES,qm,3,blast_step_3,3,36.29,15.69
02ES,qm,3,blast_step_4,4,67.66,48.96
02ES,qm,3,blast_step_5,5,12.52,18.9
02ES,qm,3,blast_step_6,6,53.87,44.44
02ES,qm,3,blast_step_7,7,55.01,36.93
02ES,qm,3,blast_step_8,8,49.53,31.73
02ES,qm,3,overkill_step,9,48.24,27.48
02ES,qm,3,activate_star,1,18.25,17.89
02ES,qm,3,blast_step_1,2,24.57,5.11
02ES,qm,3,blast_step_2,3,54.31,29.47
02ES,qm,3,blast_step_4,4,21.12,15.44
02ES,qm,3,blast_step_5,5,36.09,43.99
02ES,qm,3,blast_step_6,6,49.4,54.71
02ES,qm,3,blast_step_7,7,70.23,57.74
02ES,qm,3,blast_step_8,8,66.01,57.08
02ES,qm,3,overkill_step,9,14.01,25.49
02ES,qm,3,activate_star,1,13.81,33.8
02ES,qm,3,blast_step_2,2,55.77,22.02
02ES,qm,3,blast_step_3,3,61.46,22.05
02ES,qm,3,blast_step_4,4,55.89,28.81
02ES,qm,3,blast_step_5,5,65.82,33.09
02ES,qm,3,blast_step_6,6,67.76,30.28
02ES,qm,3,blast_step_7,7,21.93,20.76
02ES,qm,3,blast_step_8,8,65.5,26.88
02ES,qm,3,overkill_step,9,106.99,84.42
02ES,qm,3,overkill_step,10,12.93,40.37
02ES,qm,3,activate_star,1,32.3,21.08
02ES,qm,3,blast_step_1,2,36.98,8.54
02ES,qm,3,blast_step_2,3,26.57,30.38
02ES,qm,3,blast_step_3,4,46.32,41.98
02ES,qm,3,blast_step_4,5,25.81,52.71
02ES,qm,3,blast_step_5,6,19.52,42.68
02ES,qm,3,blast_step_6,7,19.06,49.45
02ES,qm,3,blast_step_7,8,38.55,34.56
02ES,qm,3,blast_step_8,9,17.77,29.52
02ES,qm,3,overkill_step,10,33.95,18.56
02ES,qm,3,activate_star,1,39.42,24.89
02ES,qm,3,blast_step_1,2,54.29,10.66
02ES,qm,3,blast_step_2,3,51.36,14.54
02ES,qm,3,blast_step_3,4,28.99,42.55
02ES,qm,3,blast_step_4,5,19.8,59.39
02ES,qm,3,blast_step_5,6,21.69,77.56
02ES,qm,3,overkill_step,10,46.5,38.08
02ES,qm,3,activate_star,1,23.46,47.66
02ES,qm,3,blast_step_1,2,36.06,9.88
02ES,qm,3,blast_step_2,3,61.93,34.99
02ES,qm,3,blast_step_3,4,45.5,23.16
02ES,qm,3,blast_step_4,5,25.18,28.07
02ES,qm,3,blast_step_5,6,19.24,33.14
02ES,qm,3,blast_step_6,7,43.31,25.39
02ES,qm,3,blast_step_7,8,40.66,18.18
02ES,qm,3,blast_step_8,9,67.12,41.94
02ES,qm,3,overkill_step,10,132.47,121.52
02ES,qm,3,overkill_step,11,23.6,39.07
02ES,qm,3,overkill_step,12,46.63,25.56
02ES,qm,3,overkill_step,13,85.52,71.26
03AC,im,1,activate_star,1,70.87,10.29
03AC,im,1,blast_step_1,2,65.84,8.41
03AC,im,1,blast_step_2,3,75.38,14.49
03AC,im,1,blast_step_3,4,83.31,15.85
03AC,im,1,blast_step_4,5,79.85,29.22
03AC,im,1,blast_step_5,6,69.06,28.28
03AC,im,1,blast_step_6,7,72.56,44.77
03AC,im,1,blast_step_7,8,41.68,77.02
03AC,im,1,blast_step_8,9,22.96,76.71
03AC,im,1,overkill_step,10,22.01,87.53
03AC,im,1,overkill_step,11,89.92,29.93
03AC,im,1,overkill_step,12,33.34,37.4
03AC,im,1,overkill_step,13,41.31,30.62
03AC,im,1,activate_star,1,45.75,9.72
03AC,im,1,blast_step_2,2,50.52,9.42
03AC,im,1,blast_step_3,3,41.02,12.98
03AC,im,1,blast_step_4,4,55.08,12.22
03AC,im,1,blast_step_5,5,76.95,32.96
03AC,im,1,blast_step_6,6,78.25,35.74
03AC,im,1,blast_step_7,7,113.29,66.86
03AC,im,1,blast_step_8,8,134.72,88.3
03AC,im,1,overkill_step,9,140.95,93.81
03AC,im,1,activate_star,1,38.13,12.27
03AC,im,1,blast_step_1,2,38.68,10.9
03AC,im,1,blast_step_2,3,43.66,16.63
03AC,im,1,blast_step_3,4,47.99,22.3
03AC,im,1,blast_step_4,5,41.22,20.71
03AC,im,1,blast_step_5,6,47.54,35.45
03AC,im,1,blast_step_6,7,70.71,55.23
03AC,im,1,blast_step_7,8,61.73,48.7
03AC,im,1,blast_step_8,9,77.12,59.75
03AC,im,1,overkill_step,10,35.65,49.3
03AC,im,1,activate_star,1,40.54,12.11
03AC,im,1,blast_step_1,2,39.67,7.47
03AC,im,1,blast_step_2,3,44.37,23.6
03AC,im,1,blast_step_3,4,35.34,40.39
03AC,im,1,blast_step_4,5,39.17,57.08
03AC,im,1,blast_step_5,6,42.37,59.88
03AC,im,1,blast_step_6,7,38.29,56.64
03AC,im,1,blast_step_7,8,48.8,77.06
03AC,im,1,blast_step_8,9,58.29,80.1
03AC,im,1,overkill_step,10,55.89,89.46
03AC,im,1,overkill_step,11,254.6,273.75
03AC,im,1,activate_star,1,47.52,13.25
03AC,im,1,blast_step_1,2,55.97,16.84
03AC,im,1,blast_step_2,3,57.48,14.65
03AC,im,1,blast_step_3,4,75.22,40.24
03AC,im,1,blast_step_4,5,67.11,38.55
03AC,im,1,blast_step_5,6,69.08,45.12
03AC,im,1,blast_step_6,7,81.21,51.5
03AC,im,1,blast_step_7,8,96.57,64.28
03AC,im,1,blast_step_8,9,137.06,99.09
03AC,im,1,overkill_step,10,53.55,32.84
03AC,im,1,activate_star,1,43.22,16.66
03AC,im,1,blast_step_1,2,39.84,13.36
03AC,im,1,blast_step_2,3,51.62,23.59
03AC,im,1,blast_step_3,4,58.6,32.18
03AC,im,1,blast_step_4,5,78.08,55.23
03AC,im,1,blast_step_5,6,89.97,67.33
03AC,im,1,blast_step_6,7,112.5,89.32
03AC,im,1,blast_step_7,8,97.97,72.02
03AC,im,1,overkill_step,10,39.05,54.03
03AC,im,1,overkill_step,11,243.9,255.86
03AC,im,1,activate_star,1,58.4,20.96
03AC,im,1,blast_step_1,2,50.84,12.32
03AC,im,1,blast_step_2,3,59.44,29.84
03AC,im,1,blast_step_3,4,49.74,43.72
03AC,im,1,blast_step_4,5,24.41,35.07
03AC,im,1,blast_step_5,6,54.52,32.91
03AC,im,1,blast_step_6,7,87.36,73.53
03AC,im,1,blast_step_7,8,105.88,81.21
03AC,im,1,blast_step_8,9,102.39,76.33
03AC,im,1,overkill_step,10,101.49,74.32
03AC,im,1,activate_star,1,50.12,10.99
03AC,im,1,blast_step_1,2,49.64,10.31
03AC,im,1,blast_step_2,3,49.15,20.67
03AC,im,1,blast_step_3,4,45.83,17.13
03AC,im,1,blast_step_4,5,42.54,25.06
03AC,im,1,blast_step_5,6,50.04,30.09
03AC,im,1,blast_step_6,7,50.27,29.6
03AC,im,1,blast_step_7,8,68.07,47.9
03AC,im,1,blast_step_8,9,62.21,34.18
03AC,im,1,overkill_step,10,62.37,31.14
03AC,im,1,activate_star,1,63.79,8.22
03AC,im,1,blast_step_2,2,63.03,6.04
03AC,im,1,blast_step_3,3,41.1,42.79
03AC,im,1,blast_step_4,4,36.3,52.99
03AC,im,1,blast_step_5,5,47.84,44.08
03AC,im,1,blast_step_6,6,53.82,67.03
03AC,im,1,blast_step_7,7,58.83,79.27
03AC,im,1,blast_step_8,8,40.63,97.51
03AC,im,1,overkill_step,9,29.23,91.37
03AC,im,1,overkill_step,10,17.05,75.46
03AC,im,1,overkill_step,11,91.93,105.98
03AC,im,1,overkill_step,12,81.99,91.64
03AC,im,1,activate_star,1,40.93,13.87
03AC,im,1,blast_step_1,2,34.3,5.5
03AC,im,1,blast_step_2,3,39.47,11.54
03AC,im,1,blast_step_3,4,49.18,20.94
03AC,im,1,blast_step_4,5,37.84,20.69
03AC,im,1,blast_step_5,6,35.86,29.83
03AC,im,1,blast_step_6,7,42.87,20.28
03AC,im,1,blast_step_7,8,65.51,33.97
03AC,im,1,blast_step_8,9,64.31,41.03
03AC,im,1,overkill_step,10,65.84,71.81
03AC,im,1,activate_star,1,70.47,25.61
03AC,im,1,blast_step_2,2,53.71,6.66
03AC,im,1,blast_step_3,3,60.79,10.34
03AC,im,1,blast_step_4,4,71.69,33.25
03AC,im,1,blast_step_5,5,67.5,52.43
03AC,im,1,blast_step_6,6,54.9,60.82
03AC,im,1,blast_step_7,7,70.18,72.72
03AC,im,1,blast_step_8,8,58.95,74.38
03AC,im,1,overkill_step,9,41.52,35.12
03AC,im,1,activate_star,1,77.03,14.99
03AC,im,1,blast_step_1,2,62.32,17.09
03AC,im,1,blast_step_2,3,53.33,30.52
03AC,im,1,blast_step_3,4,35.41,50.78
03AC,im,1,blast_step_4,5,69.04,37.46
03AC,im,1,blast_step_5,6,98.91,30.55
03AC,im,1,blast_step_6,7,112.15,35.46
03AC,im,1,blast_step_7,8,119.02,45.57
03AC,im,1,blast_step_8,9,134.89,58.09
03AC,im,1,overkill_step,10,138.51,60.73
03AC,im,1,overkill_step,11,138.52,60.76
03AC,im,1,activate_star,1,37.28,25.88
03AC,im,1,blast_step_1,2,56.58,14.65
03AC,im,1,blast_step_2,3,50.68,27.73
03AC,im,1,blast_step_3,4,57.65,30.18
03AC,im,1,blast_step_4,5,67.62,24.13
03AC,im,1,blast_step_5,6,50.15,13.54
03AC,im,1,blast_step_6,7,56.72,15.51
03AC,im,1,blast_step_7,8,63.23,16.01
03AC,im,1,blast_step_8,9,64.01,13.93
03AC,im,1,overkill_step,10,55.04,10.69
03AC,im,1,overkill_step,11,65.84,18.11
03AC,im,1,overkill_step,12,69.61,11.98
03AC,im,1,overkill_step,13,75.03,16.01
03AC,im,1,activate_star,1,58.14,18.53
03AC,im,1,blast_step_2,2,56.76,11.03
03AC,im,1,blast_step_3,3,66.5,22.13
03AC,im,1,blast_step_4,4,76.14,45.8
03AC,im,1,blast_step_5,5,91.03,56.04
03AC,im,1,blast_step_6,6,81.47,41.13
03AC,im,1,blast_step_7,7,77.28,37.76
03AC,im,1,blast_step_8,8,87.5,48.65
03AC,im,1,overkill_step,9,90.93,48.87
03AC,im,1,overkill_step,10,75.84,35.06
03AC,im,1,overkill_step,11,56.37,55.87
03AC,im,1,activate_star,1,39.4,16.1
03AC,im,1,blast_step_1,2,53.07,22.68
03AC,im,1,blast_step_2,3,50.06,21.09
03AC,im,1,blast_step_3,4,58.07,40.48
03AC,im,1,blast_step_4,5,61.24,40.86
03AC,im,1,blast_step_5,6,67.8,48.94
03AC,im,1,blast_step_6,7,45.71,37.26
03AC,im,1,blast_step_7,8,43.42,46.89
03AC,im,1,blast_step_8,9,45.01,51.1
03AC,im,1,overkill_step,10,46.15,41.75
03AC,im,1,activate_star,1,55.05,8.77
03AC,im,1,blast_step_1,2,55.27,21.4
03AC,im,1,blast_step_2,3,53.72,11.99
03AC,im,1,blast_step_3,4,39.89,39.33
03AC,im,1,blast_step_4,5,41.19,45.34
03AC,im,1,blast_step_5,6,56.16,49.77
03AC,im,1,blast_step_6,7,58.16,44.83
03AC,im,1,blast_step_7,8,45.88,46.06
03AC,im,1,blast_step_8,9,44.03,69.53
03AC,im,1,overkill_step,10,49.82,62.94
03AC,im,1,activate_star,1,58.15,11.85
03AC,im,1,blast_step_2,2,67.06,13.25
03AC,im,1,blast_step_3,3,62.66,23.25
03AC,im,1,blast_step_4,4,87.29,43.62
03AC,im,1,blast_step_5,5,83.45,50.01
03AC,im,1,blast_step_6,6,88.74,60.99
03AC,im,1,blast_step_7,7,60.02,63.38
03AC,im,1,blast_step_8,8,34.48,86.77
03AC,im,1,overkill_step,9,32.21,89.56
03AC,im,1,activate_star,1,60.81,14.66
03AC,im,1,blast_step_2,2,63.18,17.08
03AC,im,1,blast_step_3,3,65.71,27.1
03AC,im,1,blast_step_4,4,63.56,25.18
03AC,im,1,blast_step_5,5,51.84,48.89
03AC,im,1,blast_step_6,6,42.08,41.18
03AC,im,1,blast_step_7,7,42.05,64.84
03AC,im,1,blast_step_8,8,103.37,45.53
03AC,im,1,overkill_step,9,64.71,36.75
03AC,im,1,activate_star,1,43.9,14.59
03AC,im,1,blast_step_1,2,40.9,19.43
03AC,im,1,blast_step_2,3,39.78,15.6
03AC,im,1,blast_step_3,4,33.95,16.13
03AC,im,1,blast_step_4,5,47.5,16.51
03AC,im,1,blast_step_5,6,46.84,31.58
03AC,im,1,blast_step_6,7,57.63,36.72
03AC,im,1,blast_step_7,8,103.19,67.93
03AC,im,1,blast_step_8,9,103.04,64.58
03AC,im,1,overkill_step,10,95.13,62.31
03AC,im,1,overkill_step,11,72.39,45.77
03AC,im,1,overkill_step,12,87.26,53.91
03AC,im,1,overkill_step,13,52.86,30.64
03AC,im,2,blast_step_2,2,41.27,
03AC,im,2,blast_step_3,3,45.16,
03AC,im,2,blast_step_4,4,57.24,
03AC,im,2,blast_step_5,5,65.51,
03AC,im,2,blast_step_6,6,42.86,
03AC,im,2,blast_step_7,7,46.59,
03AC,im,2,blast_step_8,8,54.02,
03AC,im,2,overkill_step,9,43.09,
03AC,im,2,activate_star,1,55.78,20.48
03AC,im,2,blast_step_1,2,68.55,7.72
03AC,im,2,blast_step_2,3,62.15,22.53
03AC,im,2,blast_step_3,4,67.49,25.48
03AC,im,2,blast_step_4,5,63.65,29.03
03AC,im,2,blast_step_5,6,62.02,40.92
03AC,im,2,blast_step_6,7,64.66,40.8
03AC,im,2,blast_step_7,8,80.98,35.14
03AC,im,2,blast_step_8,9,89.19,32.26
03AC,im,2,overkill_step,10,81.47,40.2
03AC,im,2,overkill_step,11,187.14,225.62
03AC,im,2,activate_star,1,84.0,19.29
03AC,im,2,blast_step_1,2,83.65,8.1
03AC,im,2,blast_step_2,3,87.07,30.1
03AC,im,2,blast_step_3,4,83.23,38.08
03AC,im,2,blast_step_4,5,83.36,33.23
03AC,im,2,blast_step_5,6,91.11,28.54
03AC,im,2,blast_step_6,7,111.01,75.68
03AC,im,2,blast_step_7,8,111.17,83.04
03AC,im,2,blast_step_8,9,63.15,88.93
03AC,im,2,overkill_step,10,57.39,77.74
03AC,im,2,overkill_step,11,89.81,31.41
03AC,im,2,overkill_step,12,93.75,27.86
03AC,im,2,activate_star,1,88.64,8.77
03AC,im,2,blast_step_1,2,79.41,14.15
03AC,im,2,blast_step_2,3,51.17,49.84
03AC,im,2,blast_step_3,4,52.66,55.5
03AC,im,2,blast_step_4,5,55.99,44.19
03AC,im,2,blast_step_5,6,56.86,49.7
03AC,im,2,blast_step_6,7,76.57,83.93
03AC,im,2,blast_step_7,8,80.78,99.16
03AC,im,2,blast_step_8,9,50.9,86.1
03AC,im,2,overkill_step,10,72.94,113.0
03AC,im,2,overkill_step,11,136.01,92.92
03AC,im,2,activate_star,1,55.56,14.33
03AC,im,2,blast_step_1,2,48.76,11.19
03AC,im,2,blast_step_2,3,64.46,18.72
03AC,im,2,blast_step_3,4,72.04,22.57
03AC,im,2,blast_step_4,5,70.81,33.07
03AC,im,2,blast_step_5,6,60.87,31.96
03AC,im,2,blast_step_6,7,66.47,41.67
03AC,im,2,blast_step_7,8,66.44,57.02
03AC,im,2,blast_step_8,9,53.14,67.3
03AC,im,2,overkill_step,10,57.01,76.72
03AC,im,2,overkill_step,11,63.53,81.16
03AC,im,2,overkill_step,12,69.29,78.44
03AC,im,2,overkill_step,13,75.74,83.95
03AC,im,2,activate_star,1,60.42,9.91
03AC,im,2,blast_step_1,2,63.33,12.73
03AC,im,2,blast_step_2,3,75.5,31.8
03AC,im,2,blast_step_3,4,84.33,36.84
03AC,im,2,blast_step_4,5,107.02,66.98
03AC,im,2,blast_step_5,6,118.14,74.15
03AC,im,2,blast_step_6,7,139.31,103.87
03AC,im,2,blast_step_7,8,137.49,96.98
03AC,im,2,blast_step_8,9,128.55,85.0
03AC,im,2,overkill_step,10,115.16,99.75
03AC,im,2,overkill_step,11,86.91,76.56
03AC,im,2,overkill_step,12,116.12,95.31
03AC,im,2,activate_star,1,63.35,12.91
03AC,im,2,blast_step_2,2,57.64,20.41
03AC,im,2,blast_step_3,3,57.03,37.54
03AC,im,2,blast_step_4,4,67.53,36.46
03AC,im,2,blast_step_5,5,83.94,37.54
03AC,im,2,blast_step_6,6,116.1,79.46
03AC,im,2,blast_step_7,7,129.65,94.22
03AC,im,2,blast_step_8,8,141.72,99.26
03AC,im,2,overkill_step,9,131.23,90.18
