A,A_motor,proba_mean,latency_motor,latency_stop_forward,latency_stop_backward,stop_shift,stop_shift2,max_dur,n_onset,n_star,mode,game,subject
0.93,1.0,0.87,100.0,500.0,900.0,500.0,-400.0,7200.0,2.0,10,im,3,06KK
0.66,1.0,0.86,1200.0,2900.0,7400.0,2900.0,2900.0,6900.0,1.0,11,im,3,06KK
0.59,0.64,0.58,190.0,2500.0,2000.0,-2000.0,2500.0,3100.0,4.0,12,im,3,06KK
0.52,0.53,0.5,200.0,500.0,500.0,-500.0,-500.0,2100.0,7.0,13,im,3,06KK
0.66,0.88,0.76,300.0,3500.0,3400.0,-3400.0,3500.0,3700.0,4.0,14,im,3,06KK
0.73,1.0,0.89,1390.0,1100.0,0.0,0.0,1100.0,6600.0,1.0,15,im,3,06KK
0.82,0.94,0.81,1990.0,800.0,6600.0,800.0,800.0,6100.0,1.0,16,im,3,06KK
0.71,0.76,0.7,3090.0,500.0,4800.0,500.0,500.0,4300.0,2.0,17,im,3,06KK
0.87,1.0,0.88,1590.0,1100.0,7000.0,1100.0,1100.0,6500.0,1.0,18,im,3,06KK
0.79,0.96,0.84,-500.0,1900.0,0.0,0.0,1900.0,6600.0,1.0,19,im,3,06KK
0.75,0.92,0.9,1800.0,1500.0,6800.0,1500.0,1500.0,6300.0,1.0,0,qm,1,06KK
0.82,0.95,0.88,300.0,1000.0,500.0,-500.0,-400.0,3900.0,2.0,1,qm,1,06KK
0.45,0.52,0.5,2690.0,600.0,1000.0,600.0,-500.0,2400.0,3.0,2,qm,1,06KK
0.76,0.93,0.85,-100.0,2600.0,4900.0,2600.0,2600.0,4100.0,3.0,3,qm,1,06KK
0.46,0.56,0.55,1090.0,1600.0,600.0,-600.0,-500.0,2800.0,3.0,4,qm,1,06KK
0.65,0.82,0.76,1390.0,2300.0,600.0,-600.0,-500.0,3800.0,3.0,5,qm,1,06KK
0.55,0.58,0.56,1500.0,1900.0,4500.0,1900.0,1900.0,4100.0,3.0,6,qm,1,06KK
0.74,0.95,0.91,800.0,1600.0,7800.0,1600.0,1600.0,6200.0,2.0,7,qm,1,06KK
0.39,0.26,0.26,190.0,500.0,500.0,-500.0,-500.0,1200.0,4.0,8,qm,1,06KK
0.44,0.37,0.39,300.0,3000.0,900.0,-900.0,-500.0,3100.0,2.0,9,qm,1,06KK
0.81,0.96,0.93,2190.0,600.0,6400.0,600.0,600.0,3800.0,2.0,10,qm,1,06KK
0.76,0.92,0.89,0.0,500.0,500.0,-500.0,-500.0,5600.0,2.0,11,qm,1,06KK
0.58,0.65,0.62,1700.0,500.0,500.0,-500.0,-500.0,1700.0,5.0,12,qm,1,06KK
0.65,0.76,0.74,1690.0,500.0,500.0,-500.0,-500.0,4400.0,1.0,13,qm,1,06KK
0.82,1.0,0.93,1990.0,1100.0,6600.0,1100.0,1100.0,6100.0,1.0,14,qm,1,06KK
0.5,0.44,0.47,2590.0,500.0,2600.0,500.0,100.0,1200.0,3.0,15,qm,1,06KK
0.35,0.26,0.37,1390.0,2400.0,1500.0,-1500.0,2400.0,1300.0,4.0,16,qm,1,06KK
0.54,0.72,0.69,2690.0,500.0,500.0,-500.0,-500.0,3700.0,1.0,17,qm,1,06KK
0.71,0.78,0.72,2600.0,900.0,6000.0,900.0,900.0,5400.0,1.0,18,qm,1,06KK
0.45,0.7,0.65,300.0,0.0,1000.0,0.0,-500.0,3400.0,5.0,19,qm,1,06KK
0.53,0.8,0.7,400.0,0.0,1500.0,0.0,-1000.0,3200.0,7.0,0,qm,2,06KK
0.68,0.68,0.62,1200.0,900.0,2500.0,900.0,900.0,2900.0,6.0,1,qm,2,06KK
0.6,0.76,0.7,3590.0,1200.0,5000.0,1200.0,1200.0,4500.0,1.0,2,qm,2,06KK
0.69,0.82,0.71,1090.0,2300.0,5600.0,2300.0,2300.0,5300.0,4.0,3,qm,2,06KK
0.99,1.0,0.85,290.0,500.0,0.0,0.0,500.0,6900.0,2.0,4,qm,2,06KK
0.76,0.95,0.82,1200.0,700.0,2200.0,700.0,700.0,4800.0,2.0,5,qm,2,06KK
0.94,1.0,0.83,200.0,700.0,0.0,0.0,700.0,8000.0,1.0,6,qm,2,06KK
0.62,0.68,0.6,1300.0,1000.0,1400.0,1000.0,1000.0,3100.0,5.0,7,qm,2,06KK
0.79,0.94,0.77,1690.0,700.0,500.0,-500.0,-500.0,5900.0,1.0,8,qm,2,06KK
0.73,0.83,0.71,1200.0,1200.0,4900.0,1200.0,1200.0,4500.0,2.0,9,qm,2,06KK
0.84,0.95,0.77,-100.0,500.0,500.0,-500.0,-500.0,7000.0,1.0,10,qm,2,06KK
0.82,0.9,0.72,-300.0,500.0,7700.0,500.0,200.0,5700.0,3.0,11,qm,2,06KK
0.5,0.38,0.43,390.0,500.0,500.0,-500.0,-100.0,2000.0,6.0,12,qm,2,06KK
0.69,0.92,0.74,1400.0,600.0,6400.0,600.0,600.0,4100.0,3.0,13,qm,2,06KK
0.57,0.7,0.65,2690.0,2100.0,3700.0,2100.0,2100.0,3300.0,2.0,14,qm,2,06KK
0.45,0.72,0.66,2790.0,0.0,4900.0,0.0,-1000.0,3900.0,3.0,15,qm,2,06KK
0.76,0.82,0.72,300.0,1600.0,3400.0,1600.0,1600.0,2900.0,4.0,16,qm,2,06KK
0.65,0.73,0.66,600.0,1800.0,2500.0,1800.0,1800.0,3400.0,4.0,17,qm,2,06KK
0.78,0.88,0.77,1790.0,600.0,5000.0,600.0,600.0,4500.0,2.0,18,qm,2,06KK
0.68,0.68,0.61,100.0,1000.0,700.0,-700.0,-500.0,5100.0,2.0,19,qm,2,06KK
0.51,0.4,0.43,1590.0,1900.0,2400.0,1900.0,1900.0,2400.0,4.0,0,qm,3,06KK
0.55,0.74,0.75,2590.0,2000.0,4600.0,2000.0,2000.0,3700.0,3.0,1,qm,3,06KK
0.8,0.88,0.88,390.0,500.0,500.0,-500.0,-500.0,4200.0,4.0,2,qm,3,06KK
0.72,0.82,0.7,1390.0,1500.0,2200.0,1500.0,1500.0,2200.0,5.0,3,qm,3,06KK
0.7,0.77,0.74,700.0,500.0,500.0,-500.0,-500.0,3900.0,3.0,4,qm,3,06KK
0.64,0.73,0.67,900.0,500.0,500.0,-500.0,-500.0,4700.0,2.0,5,qm,3,06KK
0.79,0.92,0.84,1000.0,500.0,500.0,-500.0,-500.0,5100.0,2.0,6,qm,3,06KK
0.46,0.48,0.48,2000.0,500.0,500.0,-500.0,-500.0,1500.0,3.0,7,qm,3,06KK
0.75,0.92,0.86,1700.0,1800.0,6900.0,1800.0,1800.0,6400.0,2.0,8,qm,3,06KK
0.77,0.98,0.9,-300.0,1100.0,0.0,0.0,1100.0,6600.0,1.0,9,qm,3,06KK
0.63,0.88,0.81,1290.0,3500.0,5300.0,3500.0,3500.0,5000.0,3.0,10,qm,3,06KK
0.72,0.87,0.8,400.0,500.0,500.0,-500.0,-500.0,3800.0,4.0,11,qm,3,06KK
0.24,0.32,0.33,1800.0,0.0,1400.0,0.0,-1000.0,1400.0,3.0,12,qm,3,06KK
0.93,1.0,0.95,300.0,1000.0,0.0,0.0,1000.0,7800.0,1.0,13,qm,3,06KK
0.64,0.72,0.69,1090.0,500.0,500.0,-500.0,-500.0,4800.0,1.0,14,qm,3,06KK
0.69,0.9,0.9,2690.0,1600.0,5900.0,1600.0,1600.0,5400.0,1.0,15,qm,3,06KK
0.73,0.86,0.79,-100.0,1500.0,4800.0,1500.0,1500.0,4100.0,5.0,16,qm,3,06KK
0.61,0.68,0.64,1100.0,500.0,500.0,-500.0,-500.0,4400.0,3.0,17,qm,3,06KK
0.44,0.3,0.34,1290.0,600.0,900.0,600.0,-500.0,2300.0,3.0,18,qm,3,06KK
0.86,0.97,0.87,1500.0,500.0,7100.0,500.0,200.0,6600.0,1.0,19,qm,3,06KK
0.82,0.94,0.79,90.0,1300.0,500.0,-500.0,-100.0,6700.0,2.0,0,im,1,07TS
0.79,0.88,0.84,100.0,1700.0,3400.0,1700.0,1700.0,4600.0,3.0,1,im,1,07TS
0.76,0.98,0.9,-500.0,1400.0,6200.0,1400.0,1400.0,5700.0,1.0,2,im,1,07TS
0.83,0.98,0.91,1400.0,800.0,7200.0,800.0,800.0,6700.0,1.0,3,im,1,07TS
0.93,0.95,0.88,200.0,500.0,3200.0,500.0,100.0,5000.0,2.0,4,im,1,07TS
0.78,0.83,0.79,-200.0,1200.0,2900.0,1200.0,1200.0,4000.0,5.0,5,im,1,07TS
0.81,0.95,0.85,1000.0,500.0,500.0,-500.0,-300.0,5300.0,2.0,6,im,1,07TS
0.68,0.7,0.67,1000.0,500.0,900.0,500.0,-500.0,4800.0,2.0,7,im,1,07TS
0.94,0.97,0.9,200.0,500.0,500.0,-500.0,-100.0,7000.0,2.0,8,im,1,07TS
0.81,0.82,0.74,400.0,500.0,500.0,-500.0,-100.0,2300.0,6.0,9,im,1,07TS
0.96,0.97,0.87,200.0,500.0,0.0,0.0,200.0,6400.0,2.0,10,im,1,07TS
0.78,0.93,0.83,700.0,600.0,600.0,-600.0,-500.0,6000.0,2.0,11,im,1,07TS
0.76,0.82,0.76,1700.0,500.0,3400.0,500.0,400.0,3000.0,2.0,12,im,1,07TS
0.81,0.9,0.82,200.0,1000.0,6900.0,1000.0,1000.0,6400.0,2.0,13,im,1,07TS
0.72,0.73,0.65,0.0,500.0,1100.0,500.0,300.0,2300.0,6.0,14,im,1,07TS
0.64,0.7,0.64,2190.0,600.0,600.0,-600.0,-500.0,3800.0,3.0,15,im,1,07TS
0.83,0.98,0.88,700.0,1200.0,7900.0,1200.0,1200.0,5000.0,2.0,16,im,1,07TS
0.66,0.72,0.66,-500.0,1000.0,1600.0,1000.0,1000.0,3100.0,4.0,17,im,1,07TS
0.57,0.6,0.6,100.0,500.0,500.0,-500.0,-300.0,3300.0,4.0,18,im,1,07TS
0.83,0.97,0.88,-500.0,500.0,7200.0,500.0,500.0,6600.0,1.0,19,im,1,07TS
0.78,0.8,0.76,100.0,500.0,500.0,-500.0,-500.0,4300.0,3.0,0,im,2,07TS
0.62,0.7,0.66,1100.0,500.0,500.0,-500.0,-500.0,4800.0,2.0,1,im,2,07TS
0.83,0.8,0.78,-200.0,500.0,1300.0,500.0,500.0,6000.0,2.0,2,im,2,07TS
0.71,0.85,0.8,1900.0,500.0,500.0,-500.0,-400.0,5700.0,1.0,3,im,2,07TS
0.76,0.82,0.75,1700.0,500.0,1800.0,500.0,400.0,4500.0,2.0,4,im,2,07TS
0.78,0.83,0.77,400.0,500.0,500.0,-500.0,-200.0,3000.0,3.0,5,im,2,07TS
0.56,0.52,0.57,1390.0,1200.0,700.0,-700.0,-500.0,3100.0,3.0,6,im,2,07TS
0.79,1.0,0.96,390.0,1300.0,6400.0,1300.0,1300.0,5900.0,2.0,7,im,2,07TS
0.78,0.82,0.77,-100.0,500.0,500.0,-500.0,-500.0,5500.0,2.0,8,im,2,07TS
0.57,0.56,0.56,-100.0,500.0,500.0,-500.0,-500.0,2300.0,4.0,9,im,2,07TS
0.88,0.87,0.82,0.0,500.0,3600.0,500.0,200.0,4200.0,4.0,10,im,2,07TS
0.67,0.75,0.73,400.0,900.0,500.0,-500.0,-500.0,5400.0,1.0,11,im,2,07TS
0.71,0.74,0.72,0.0,900.0,1500.0,900.0,900.0,3500.0,4.0,12,im,2,07TS
0.8,0.94,0.9,-400.0,500.0,500.0,-500.0,-100.0,5200.0,3.0,13,im,2,07TS
0.94,1.0,0.98,-100.0,600.0,0.0,0.0,600.0,7300.0,2.0,14,im,2,07TS
0.13,0.0,0.01,-1000.0,1900.0,500.0,-500.0,-500.0,0.0,0.0,15,im,2,07TS
0.73,0.8,0.76,-400.0,500.0,500.0,-500.0,-100.0,4500.0,5.0,16,im,2,07TS
0.61,0.92,0.89,2590.0,2400.0,6000.0,2400.0,2400.0,5500.0,1.0,17,im,2,07TS
0.54,0.45,0.41,400.0,500.0,700.0,500.0,-500.0,2700.0,4.0,18,im,2,07TS
0.65,0.88,0.85,1400.0,1400.0,500.0,-500.0,-500.0,5100.0,3.0,19,im,2,07TS
0.72,1.0,0.95,700.0,1700.0,7900.0,1700.0,1700.0,7400.0,1.0,0,im,3,07TS
0.65,0.88,0.82,-500.0,2600.0,900.0,-900.0,-400.0,3100.0,5.0,1,im,3,07TS
0.76,0.8,0.75,500.0,500.0,500.0,-500.0,-500.0,3400.0,5.0,2,im,3,07TS
0.8,0.84,0.73,1690.0,500.0,1000.0,500.0,-500.0,3900.0,7.0,3,im,3,07TS
0.69,0.74,0.66,890.0,900.0,2300.0,900.0,900.0,3000.0,3.0,4,im,3,07TS
0.77,0.86,0.79,1290.0,1600.0,1800.0,1600.0,1600.0,5200.0,2.0,5,im,3,07TS
0.67,0.72,0.67,2590.0,500.0,1600.0,500.0,500.0,2800.0,3.0,6,im,3,07TS
0.62,0.68,0.66,800.0,1100.0,800.0,-800.0,-500.0,3600.0,6.0,7,im,3,07TS
0.51,0.66,0.65,1790.0,500.0,500.0,-500.0,-500.0,2400.0,5.0,8,im,3,07TS
0.72,0.82,0.74,400.0,500.0,500.0,-500.0,-400.0,3100.0,5.0,9,im,3,07TS
0.61,0.64,0.61,2290.0,1100.0,1600.0,1100.0,300.0,1800.0,4.0,10,im,3,07TS
0.61,0.64,0.61,1090.0,700.0,500.0,-500.0,-500.0,1700.0,5.0,11,im,3,07TS
0.76,0.93,0.82,900.0,1500.0,3900.0,1500.0,1500.0,3500.0,2.0,12,im,3,07TS
0.45,0.53,0.53,1100.0,1500.0,600.0,-600.0,-500.0,1900.0,3.0,13,im,3,07TS
0.81,0.8,0.72,0.0,500.0,500.0,-500.0,-300.0,5100.0,3.0,14,im,3,07TS
0.7,0.83,0.73,1100.0,500.0,500.0,-500.0,-500.0,3200.0,3.0,15,im,3,07TS
0.42,0.37,0.43,1800.0,900.0,800.0,-800.0,-500.0,1600.0,4.0,16,im,3,07TS
0.54,0.58,0.55,0.0,500.0,500.0,-500.0,-500.0,1600.0,4.0,17,im,3,07TS
0.58,0.73,0.7,1500.0,900.0,700.0,-700.0,-500.0,2600.0,5.0,18,im,3,07TS
0.43,0.42,0.43,700.0,1100.0,500.0,-500.0,-500.0,1500.0,3.0,19,im,3,07TS
0.91,0.93,0.8,0.0,500.0,4800.0,500.0,100.0,4400.0,3.0,0,qm,1,07TS
0.87,0.97,0.84,-100.0,500.0,7300.0,500.0,300.0,6700.0,2.0,1,qm,1,07TS
0.79,0.98,0.88,400.0,500.0,500.0,-500.0,-100.0,7300.0,2.0,2,qm,1,07TS
0.8,0.9,0.78,1090.0,500.0,5900.0,500.0,400.0,5500.0,2.0,3,qm,1,07TS
0.64,0.56,0.51,-500.0,700.0,1700.0,700.0,700.0,3000.0,2.0,4,qm,1,07TS
0.74,0.93,0.84,1000.0,1200.0,500.0,-500.0,-200.0,3700.0,3.0,5,qm,1,07TS
0.82,0.86,0.76,1090.0,1200.0,1800.0,1200.0,1200.0,4900.0,3.0,6,qm,1,07TS
0.72,0.87,0.8,900.0,1400.0,800.0,-800.0,-500.0,5100.0,5.0,7,qm,1,07TS
0.74,0.88,0.76,1190.0,1100.0,1000.0,-1000.0,-500.0,4700.0,3.0,8,qm,1,07TS
0.72,0.82,0.73,1990.0,500.0,500.0,-500.0,-200.0,4200.0,3.0,9,qm,1,07TS
0.84,0.92,0.77,1100.0,500.0,7500.0,500.0,200.0,3800.0,2.0,10,qm,1,07TS
0.72,0.82,0.7,100.0,1400.0,3700.0,1400.0,1400.0,4100.0,4.0,11,qm,1,07TS
0.59,0.65,0.64,1000.0,500.0,800.0,500.0,-500.0,3800.0,3.0,12,qm,1,07TS
0.71,0.93,0.87,1700.0,1700.0,6900.0,1700.0,1700.0,6400.0,1.0,13,qm,1,07TS
0.66,0.9,0.78,2590.0,1700.0,500.0,-500.0,-500.0,5000.0,2.0,14,qm,1,07TS
0.78,0.93,0.82,1400.0,500.0,700.0,500.0,-500.0,5700.0,2.0,15,qm,1,07TS
0.68,0.63,0.59,700.0,500.0,1900.0,500.0,300.0,1900.0,6.0,16,qm,1,07TS
0.64,0.7,0.64,1890.0,500.0,500.0,-500.0,-500.0,2400.0,3.0,17,qm,1,07TS
0.48,0.55,0.54,2400.0,2400.0,1900.0,-1900.0,2400.0,2300.0,4.0,18,qm,1,07TS
0.7,0.94,0.77,2390.0,1000.0,500.0,-500.0,-500.0,4300.0,2.0,19,qm,1,07TS
0.34,0.28,0.31,5700.0,1100.0,800.0,-800.0,-500.0,1300.0,3.0,0,qm,2,07TS
0.86,0.86,0.77,1590.0,500.0,1200.0,500.0,300.0,5200.0,2.0,1,qm,2,07TS
0.71,0.67,0.66,500.0,500.0,1800.0,500.0,500.0,3500.0,4.0,2,qm,2,07TS
0.78,0.77,0.7,-500.0,1200.0,4500.0,1200.0,1200.0,4100.0,2.0,3,qm,2,07TS
0.88,0.97,0.91,800.0,500.0,7800.0,500.0,100.0,6000.0,2.0,4,qm,2,07TS
0.79,0.94,0.88,-400.0,700.0,6100.0,700.0,700.0,5600.0,1.0,5,qm,2,07TS
0.74,0.82,0.74,-500.0,500.0,5900.0,500.0,200.0,5400.0,2.0,6,qm,2,07TS
0.81,0.74,0.74,-500.0,500.0,2500.0,500.0,300.0,3700.0,4.0,7,qm,2,07TS
0.79,1.0,0.92,1790.0,500.0,500.0,-500.0,-500.0,5600.0,1.0,8,qm,2,07TS
0.84,0.9,0.82,390.0,500.0,500.0,-500.0,0.0,3900.0,5.0,9,qm,2,07TS
0.7,0.75,0.69,1700.0,500.0,4600.0,500.0,200.0,4200.0,2.0,10,qm,2,07TS
0.79,0.72,0.71,200.0,500.0,2000.0,500.0,100.0,4300.0,4.0,11,qm,2,07TS
0.82,0.9,0.8,2290.0,500.0,2500.0,500.0,200.0,3400.0,3.0,12,qm,2,07TS
0.78,0.68,0.63,1190.0,500.0,2300.0,500.0,200.0,3000.0,4.0,13,qm,2,07TS
0.55,0.44,0.49,1090.0,500.0,500.0,-500.0,-500.0,2200.0,4.0,14,qm,2,07TS
0.67,0.77,0.71,800.0,500.0,500.0,-500.0,-500.0,2700.0,4.0,15,qm,2,07TS
0.84,0.83,0.74,0.0,500.0,500.0,-500.0,0.0,2800.0,4.0,16,qm,2,07TS
0.69,0.67,0.63,900.0,900.0,2300.0,900.0,900.0,3500.0,2.0,17,qm,2,07TS
0.47,0.42,0.42,1200.0,500.0,500.0,-500.0,-200.0,2300.0,2.0,18,qm,2,07TS
0.63,0.63,0.61,0.0,500.0,500.0,-500.0,-500.0,3200.0,2.0,19,qm,2,07TS
0.31,0.27,0.26,0.0,500.0,500.0,-500.0,-500.0,1500.0,3.0,0,qm,3,07TS
0.34,0.27,0.27,900.0,500.0,500.0,-500.0,-500.0,1100.0,3.0,1,qm,3,07TS
0.42,0.32,0.32,400.0,500.0,500.0,-500.0,-500.0,1800.0,3.0,2,qm,3,07TS
0.67,0.7,0.64,-400.0,500.0,500.0,-500.0,-500.0,2600.0,6.0,3,qm,3,07TS
0.87,0.96,0.92,1090.0,800.0,6900.0,800.0,800.0,6400.0,2.0,4,qm,3,07TS
0.78,0.96,0.9,1690.0,1900.0,6900.0,1900.0,1900.0,5400.0,2.0,5,qm,3,07TS
0.7,0.76,0.74,2090.0,500.0,500.0,-500.0,-200.0,3200.0,2.0,6,qm,3,07TS
0.89,0.92,0.85,400.0,500.0,2700.0,500.0,100.0,4300.0,4.0,7,qm,3,07TS
0.65,0.98,0.9,600.0,1100.0,500.0,-500.0,-400.0,6900.0,1.0,8,qm,3,07TS
0.83,0.93,0.88,400.0,500.0,500.0,-500.0,-500.0,4300.0,3.0,9,qm,3,07TS
0.78,0.8,0.76,-500.0,500.0,1500.0,500.0,500.0,3300.0,3.0,10,qm,3,07TS
0.59,0.6,0.56,-500.0,1400.0,2000.0,1400.0,1400.0,2500.0,4.0,11,qm,3,07TS
0.66,0.58,0.59,500.0,600.0,1700.0,600.0,600.0,3600.0,3.0,12,qm,3,07TS
0.97,1.0,0.94,0.0,500.0,0.0,0.0,500.0,8000.0,1.0,13,qm,3,07TS
0.47,0.56,0.55,2590.0,500.0,500.0,-500.0,-200.0,1300.0,3.0,14,qm,3,07TS
0.72,0.94,0.86,-400.0,500.0,500.0,-500.0,-500.0,5000.0,1.0,15,qm,3,07TS
0.66,0.68,0.61,300.0,1300.0,800.0,-800.0,-500.0,3800.0,3.0,16,qm,3,07TS
0.68,0.8,0.8,2590.0,1200.0,3900.0,1200.0,1200.0,3500.0,3.0,17,qm,3,07TS
0.91,0.9,0.85,390.0,500.0,1900.0,500.0,500.0,5100.0,3.0,18,qm,3,07TS
0.69,0.76,0.65,0.0,1300.0,1300.0,-1300.0,1300.0,3900.0,4.0,19,qm,3,07TS
0.65,0.78,0.76,500.0,2000.0,500.0,-500.0,-500.0,5500.0,2.0,0,im,1,10AS
0.77,0.87,0.85,400.0,500.0,500.0,-500.0,-500.0,6200.0,2.0,1,im,1,10AS
0.83,0.97,0.92,0.0,500.0,500.0,-500.0,-500.0,7000.0,1.0,2,im,1,10AS
0.84,0.95,0.89,300.0,500.0,500.0,-500.0,-500.0,6500.0,1.0,3,im,1,10AS
0.86,1.0,0.98,900.0,500.0,500.0,-500.0,-400.0,6600.0,1.0,4,im,1,10AS
0.81,0.95,0.92,1600.0,500.0,7000.0,500.0,300.0,6600.0,1.0,5,im,1,10AS
0.88,1.0,0.98,900.0,500.0,500.0,-500.0,-200.0,6900.0,1.0,6,im,1,10AS
0.92,0.97,0.93,0.0,800.0,0.0,0.0,800.0,8000.0,1.0,7,im,1,10AS
0.75,0.93,0.9,-100.0,600.0,500.0,-500.0,-200.0,4500.0,3.0,8,im,1,10AS
0.83,0.94,0.93,190.0,800.0,6000.0,800.0,800.0,5600.0,3.0,9,im,1,10AS
0.92,1.0,0.99,1590.0,500.0,7000.0,500.0,200.0,6500.0,1.0,10,im,1,10AS
0.8,0.98,0.96,-100.0,800.0,7500.0,800.0,800.0,5700.0,1.0,11,im,1,10AS
0.81,0.98,0.96,-500.0,700.0,800.0,700.0,-500.0,6100.0,2.0,12,im,1,10AS
0.54,0.47,0.49,1000.0,1000.0,3500.0,1000.0,1000.0,2600.0,4.0,13,im,1,10AS
0.78,0.93,0.93,-500.0,500.0,6900.0,500.0,300.0,6400.0,1.0,14,im,1,10AS
0.98,1.0,0.99,-100.0,500.0,0.0,0.0,200.0,6900.0,2.0,15,im,1,10AS
0.84,1.0,0.97,390.0,500.0,500.0,-500.0,-500.0,6000.0,2.0,16,im,1,10AS
0.84,0.98,0.95,1290.0,500.0,500.0,-500.0,-500.0,5800.0,1.0,17,im,1,10AS
0.72,1.0,0.99,400.0,900.0,0.0,0.0,900.0,7600.0,1.0,18,im,1,10AS
0.82,0.75,0.97,1580.0,1400.0,7000.0,1400.0,1400.0,2900.0,2.0,19,im,1,10AS
0.79,0.97,0.85,1200.0,500.0,500.0,-500.0,-500.0,6200.0,2.0,0,im,2,10AS
0.6,0.76,0.71,2890.0,500.0,500.0,-500.0,-500.0,4000.0,1.0,1,im,2,10AS
0.74,0.87,0.78,1900.0,500.0,500.0,-500.0,-300.0,5700.0,1.0,2,im,2,10AS
0.64,0.55,0.57,-200.0,500.0,1900.0,500.0,500.0,3400.0,4.0,3,im,2,10AS
0.84,0.93,0.85,300.0,500.0,500.0,-500.0,-500.0,7300.0,1.0,4,im,2,10AS
0.58,0.7,0.62,1500.0,500.0,500.0,-500.0,-500.0,2000.0,4.0,5,im,2,10AS
0.3,0.28,0.26,2590.0,500.0,500.0,-500.0,-500.0,1400.0,1.0,6,im,2,10AS
0.63,0.72,0.63,100.0,500.0,500.0,-500.0,-500.0,1900.0,5.0,7,im,2,10AS
0.66,0.84,0.78,2590.0,500.0,500.0,-500.0,-500.0,4400.0,1.0,8,im,2,10AS
0.47,0.43,0.46,1600.0,500.0,1300.0,500.0,100.0,2800.0,3.0,9,im,2,10AS
0.87,1.0,0.85,1390.0,1000.0,7000.0,1000.0,1000.0,6600.0,1.0,10,im,2,10AS
0.57,0.64,0.55,1090.0,500.0,500.0,-500.0,-300.0,1600.0,5.0,11,im,2,10AS
0.66,0.82,0.75,1600.0,500.0,500.0,-500.0,-500.0,2600.0,3.0,12,im,2,10AS
0.4,0.47,0.48,1900.0,500.0,3200.0,500.0,100.0,2800.0,3.0,13,im,2,10AS
0.42,0.48,0.52,2790.0,500.0,500.0,-500.0,-500.0,2000.0,3.0,14,im,2,10AS
0.76,0.9,0.83,1800.0,1000.0,6800.0,1000.0,1000.0,4100.0,2.0,15,im,2,10AS
0.74,0.9,0.82,2790.0,500.0,500.0,-500.0,-400.0,4800.0,2.0,16,im,2,10AS
0.78,0.94,0.84,2590.0,1100.0,6000.0,1100.0,1100.0,5500.0,1.0,17,im,2,10AS
0.57,0.84,0.71,1290.0,900.0,500.0,-500.0,-200.0,3100.0,3.0,18,im,2,10AS
0.2,0.12,0.22,7090.0,1800.0,1500.0,-1500.0,200.0,600.0,3.0,19,im,2,10AS
0.88,1.0,0.89,600.0,500.0,500.0,-500.0,-500.0,6900.0,1.0,0,im,3,10AS
0.61,0.63,0.59,200.0,1600.0,2300.0,1600.0,1600.0,4100.0,2.0,1,im,3,10AS
0.88,0.95,0.79,-100.0,500.0,500.0,-500.0,-500.0,4000.0,2.0,2,im,3,10AS
0.57,0.72,0.65,2790.0,500.0,500.0,-500.0,-500.0,3600.0,1.0,3,im,3,10AS
0.66,0.82,0.68,1100.0,1500.0,900.0,-900.0,-500.0,2900.0,4.0,4,im,3,10AS
0.6,0.76,0.65,2690.0,500.0,500.0,-500.0,-500.0,3500.0,2.0,5,im,3,10AS
0.66,0.8,0.71,2790.0,1700.0,4600.0,1700.0,1700.0,4300.0,3.0,6,im,3,10AS
0.68,0.78,0.69,100.0,500.0,500.0,-500.0,-500.0,3300.0,4.0,7,im,3,10AS
0.58,0.65,0.61,2800.0,500.0,500.0,-500.0,-400.0,3200.0,3.0,8,im,3,10AS
0.75,0.82,0.71,300.0,900.0,6700.0,900.0,900.0,6200.0,2.0,9,im,3,10AS
0.76,0.92,0.83,2690.0,500.0,500.0,-500.0,-500.0,4900.0,1.0,10,im,3,10AS
0.71,0.9,0.81,1800.0,500.0,500.0,-500.0,-500.0,5500.0,1.0,11,im,3,10AS
0.71,0.87,0.74,100.0,500.0,500.0,-500.0,-500.0,5300.0,2.0,12,im,3,10AS
0.73,0.82,0.67,1900.0,500.0,3600.0,500.0,500.0,3100.0,2.0,13,im,3,10AS
0.57,0.64,0.61,190.0,500.0,500.0,-500.0,-500.0,2800.0,4.0,14,im,3,10AS
0.67,0.67,0.67,300.0,500.0,500.0,-500.0,-200.0,3800.0,5.0,15,im,3,10AS
0.59,0.58,0.6,200.0,500.0,500.0,-500.0,-500.0,3300.0,4.0,16,im,3,10AS
0.77,0.88,0.74,2690.0,600.0,5900.0,600.0,600.0,3900.0,2.0,17,im,3,10AS
0.68,0.8,0.76,300.0,500.0,500.0,-500.0,-500.0,4500.0,3.0,18,im,3,10AS
0.6,0.56,0.55,2790.0,500.0,3300.0,500.0,300.0,1700.0,5.0,19,im,3,10AS
0.65,0.73,0.69,800.0,1300.0,1200.0,-1200.0,1300.0,2900.0,9.0,0,qm,1,10AS
0.89,1.0,0.95,0.0,500.0,500.0,-500.0,-400.0,7500.0,1.0,1,qm,1,10AS
0.61,1.0,0.98,-200.0,0.0,0.0,0.0,-1000.0,6300.0,3.0,2,qm,1,10AS
0.72,1.0,0.98,900.0,1800.0,7700.0,1800.0,1800.0,7200.0,1.0,3,qm,1,10AS
0.76,0.9,0.88,0.0,2800.0,0.0,0.0,2800.0,4300.0,3.0,4,qm,1,10AS
0.78,0.86,0.82,1290.0,1100.0,5600.0,1100.0,1100.0,3400.0,4.0,5,qm,1,10AS
