index,event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,condition,n_game,subject,filename,n_star,step,n,deviation,gaze_pos_x,gaze_pos_y
2,activate_star,4553,948,538,418389862,-,0,0,2012,im,1,01TG,im_log_game_1,9,activation,1,51.26,902.3,515.8
4,blast_step_2,5558,948,538,418390807,failure,-15,-15,3017,im,1,01TG,im_log_game_1,9,blast_step_1,1,61.76,898.0,504.1
5,blast_step_3,6558,948,538,418391824,success,30,15,4017,im,1,01TG,im_log_game_1,9,blast_step_2,1,72.58,908.3,477.6
6,blast_step_4,7558,948,538,418392862,success,45,60,5017,im,1,01TG,im_log_game_1,9,blast_step_3,1,65.18,914.4,481.0
7,blast_step_5,8559,948,538,418393796,success,55,115,6018,im,1,01TG,im_log_game_1,9,blast_step_4,1,67.47,936.3,471.2
8,blast_step_6,9559,948,538,418394825,success,80,195,7018,im,1,01TG,im_log_game_1,9,blast_step_5,1,89.05,926.7,452.25
9,blast_step_7,10561,948,538,418395857,success,65,260,8020,im,1,01TG,im_log_game_1,9,blast_step_6,1,87.27,910.65,457.3
10,blast_step_8,11564,948,538,418396793,failure,-36,224,9023,im,1,01TG,im_log_game_1,9,blast_step_7,1,297.84,874.6,248.5
11,overkill_step,12564,948,538,418397825,no_overkill,0,224,10023,im,1,01TG,im_log_game_1,9,overkill_step_8,1,313.42,862.75,236.5
15,activate_star,17142,1254,523,418402331,-,0,224,14601,im,1,01TG,im_log_game_1,16,activation,2,62.96,1205.6,483.5
16,blast_step_1,18152,1254,523,418403457,failure,-6,218,15611,im,1,01TG,im_log_game_1,16,blast_step_1,2,65.32,1202.0,483.1
17,blast_step_2,19153,1254,523,418404388,failure,-12,206,16612,im,1,01TG,im_log_game_1,16,blast_step_2,2,57.13,1206.8,484.7
18,blast_step_3,20155,1254,523,418405338,success,20,226,17614,im,1,01TG,im_log_game_1,16,blast_step_3,2,57.5,1210.2,484.4
19,blast_step_4,21158,1254,523,418406450,success,45,271,18617,im,1,01TG,im_log_game_1,16,blast_step_4,2,65.56,1212.8,472.5
20,blast_step_5,22158,1254,523,418407400,failure,-30,241,19617,im,1,01TG,im_log_game_1,16,blast_step_5,2,80.11,1223.5,450.5
21,blast_step_6,23158,1254,523,418408422,success,40,281,20617,im,1,01TG,im_log_game_1,16,blast_step_6,2,80.82,1219.7,450.8
22,blast_step_7,24158,1254,523,418409372,success,70,351,21617,im,1,01TG,im_log_game_1,16,blast_step_7,2,94.72,1227.0,430.55
23,blast_step_8,25159,1254,523,418410391,success,65,416,22618,im,1,01TG,im_log_game_1,16,blast_step_8,2,105.45,1234.5,419.2
24,overkill_step,26159,1254,523,418411421,no_overkill,0,416,23618,im,1,01TG,im_log_game_1,16,overkill_step_9,2,293.84,1208.15,232.4
28,activate_star,30471,576,880,418415734,-,0,416,27930,im,1,01TG,im_log_game_1,1,activation,3,11.76,570.9,875.8
30,blast_step_2,31481,576,880,418416762,failure,-18,398,28940,im,1,01TG,im_log_game_1,1,blast_step_1,3,15.88,564.1,870.35
31,blast_step_3,32483,576,880,418417701,success,20,418,29942,im,1,01TG,im_log_game_1,1,blast_step_2,3,17.04,563.6,870.8
32,blast_step_4,33484,576,880,418418751,success,30,448,30943,im,1,01TG,im_log_game_1,1,blast_step_3,3,21.74,568.2,859.8
33,blast_step_5,34488,576,880,418419782,success,45,493,31947,im,1,01TG,im_log_game_1,1,blast_step_4,3,53.5,581.1,826.5
34,blast_step_6,35494,576,880,418420723,success,80,573,32953,im,1,01TG,im_log_game_1,1,blast_step_5,3,57.29,592.75,824.4
35,blast_step_7,36499,576,880,418421753,success,55,628,33958,im,1,01TG,im_log_game_1,1,blast_step_6,3,80.03,594.4,802.2
36,blast_step_8,37504,576,880,418422782,failure,-39,589,34963,im,1,01TG,im_log_game_1,1,blast_step_7,3,195.67,698.9,728.2
37,overkill_step,38508,576,880,418423719,no_overkill,0,589,35967,im,1,01TG,im_log_game_1,1,overkill_step_8,3,193.33,704.8,736.0
41,activate_star,42811,1057,710,418428126,-,0,589,40270,im,1,01TG,im_log_game_1,11,activation,4,55.85,1004.6,688.7
43,blast_step_2,43819,1057,710,418429057,failure,-18,571,41278,im,1,01TG,im_log_game_1,11,blast_step_1,4,66.3,1009.7,665.7
44,blast_step_3,44824,1057,710,418430020,success,30,601,42283,im,1,01TG,im_log_game_1,11,blast_step_2,4,65.97,1019.6,657.6
45,blast_step_4,45825,1057,710,418431139,success,30,631,43284,im,1,01TG,im_log_game_1,11,blast_step_3,4,75.46,1020.9,642.55
46,blast_step_5,46825,1057,710,418432081,success,45,676,44284,im,1,01TG,im_log_game_1,11,blast_step_4,4,76.4,1017.8,644.2
47,blast_step_6,47827,1057,710,418433111,success,30,706,45286,im,1,01TG,im_log_game_1,11,blast_step_5,4,67.64,1022.6,651.0
48,blast_step_7,48831,1057,710,418434137,success,45,751,46290,im,1,01TG,im_log_game_1,11,blast_step_6,4,79.06,1036.0,633.7
49,blast_step_8,49835,1057,710,418435076,success,50,801,47294,im,1,01TG,im_log_game_1,11,blast_step_7,4,80.66,1041.5,631.0
50,overkill_step,50837,1057,710,418436108,overkill,-15,786,48296,im,1,01TG,im_log_game_1,11,overkill_step_8,4,127.72,1021.7,588.2
51,overkill_step,51839,1057,710,418437141,no_overkill,0,786,49298,im,1,01TG,im_log_game_1,11,overkill_step_9,4,450.15,865.1,302.8
55,activate_star,56385,729,734,418441671,-,0,786,53844,im,1,01TG,im_log_game_1,4,activation,5,50.86,685.9,706.4
57,blast_step_2,57391,729,734,418442701,failure,-12,774,54850,im,1,01TG,im_log_game_1,4,blast_step_1,5,49.45,691.4,704.4
58,blast_step_3,58391,729,734,418443672,failure,-15,759,55850,im,1,01TG,im_log_game_1,4,blast_step_2,5,50.19,689.4,702.6
59,blast_step_4,59391,729,734,418444643,success,25,784,56850,im,1,01TG,im_log_game_1,4,blast_step_3,5,58.46,693.8,685.8
60,blast_step_5,60396,729,734,418445676,success,55,839,57855,im,1,01TG,im_log_game_1,4,blast_step_4,5,61.71,716.8,676.6
61,blast_step_6,61398,729,734,418446699,success,40,879,58857,im,1,01TG,im_log_game_1,4,blast_step_5,5,69.01,727.7,665.0
62,blast_step_7,62402,729,734,418447641,success,55,934,59861,im,1,01TG,im_log_game_1,4,blast_step_6,5,79.53,728.9,655.0
63,blast_step_8,63403,729,734,418448680,success,90,1024,60862,im,1,01TG,im_log_game_1,4,blast_step_7,5,97.88,727.1,637.0
64,overkill_step,64405,729,734,418449702,no_overkill,0,1024,61864,im,1,01TG,im_log_game_1,4,overkill_step_8,5,83.09,728.65,685.0
72,activate_star,72620,876,270,418457940,-,0,1024,70079,im,1,01TG,im_log_game_1,7,activation,6,36.73,843.1,264.1
74,blast_step_2,73623,876,270,418458874,failure,-9,1015,71082,im,1,01TG,im_log_game_1,7,blast_step_1,6,28.58,849.8,264.0
75,blast_step_3,74623,876,270,418459909,failure,-18,997,72082,im,1,01TG,im_log_game_1,7,blast_step_2,6,31.71,860.9,241.6
76,blast_step_4,75628,876,270,418460883,success,45,1042,73087,im,1,01TG,im_log_game_1,7,blast_step_3,6,36.86,855.45,238.5
77,blast_step_5,76630,876,270,418461918,success,55,1097,74089,im,1,01TG,im_log_game_1,7,blast_step_4,6,37.25,875.2,235.3
78,blast_step_6,77632,876,270,418462951,success,80,1177,75091,im,1,01TG,im_log_game_1,7,blast_step_5,6,63.51,869.1,207.4
79,blast_step_7,78633,876,270,418463928,success,65,1242,76092,im,1,01TG,im_log_game_1,7,blast_step_6,6,75.34,850.4,198.9
80,blast_step_8,79633,876,270,418464887,success,65,1307,77092,im,1,01TG,im_log_game_1,7,blast_step_7,6,71.52,883.4,200.3
81,overkill_step,80636,876,270,418465928,no_overkill,0,1307,78095,im,1,01TG,im_log_game_1,7,overkill_step_8,6,312.11,1186.0,232.45
85,activate_star,84978,636,240,418470264,-,0,1307,82437,im,1,01TG,im_log_game_1,2,activation,7,14.34,639.0,231.1
86,blast_step_1,85988,636,240,418471220,failure,-3,1304,83447,im,1,01TG,im_log_game_1,2,blast_step_1,7,6.66,635.1,234.5
87,blast_step_2,86991,636,240,418472263,success,5,1309,84450,im,1,01TG,im_log_game_1,2,blast_step_2,7,6.64,639.0,234.9
88,blast_step_3,87991,636,240,418473212,success,25,1334,85450,im,1,01TG,im_log_game_1,2,blast_step_3,7,13.97,639.6,227.7
89,blast_step_4,88995,636,240,418474243,success,45,1379,86454,im,1,01TG,im_log_game_1,2,blast_step_4,7,33.72,656.5,215.9
90,blast_step_5,89998,636,240,418475264,success,25,1404,87457,im,1,01TG,im_log_game_1,2,blast_step_5,7,49.23,656.2,196.5
91,blast_step_6,91001,636,240,418476312,success,45,1449,88460,im,1,01TG,im_log_game_1,2,blast_step_6,7,80.18,667.3,166.5
92,blast_step_7,92001,636,240,418477262,success,60,1509,89460,im,1,01TG,im_log_game_1,2,blast_step_7,7,78.64,670.7,167.8
93,blast_step_8,93006,636,240,418478207,success,45,1554,90465,im,1,01TG,im_log_game_1,2,blast_step_8,7,72.27,683.1,181.9
94,overkill_step,94007,636,240,418479238,no_overkill,0,1554,91466,im,1,01TG,im_log_game_1,2,overkill_step_9,7,560.8,1196.8,241.4
98,activate_star,98319,1083,920,418483581,-,0,1554,95778,im,1,01TG,im_log_game_1,12,activation,8,72.81,1023.1,877.3
99,blast_step_1,99329,1083,920,418484624,failure,-3,1551,96788,im,1,01TG,im_log_game_1,12,blast_step_1,8,83.27,1025.0,859.9
100,blast_step_2,100332,1083,920,418485501,success,25,1576,97791,im,1,01TG,im_log_game_1,12,blast_step_2,8,82.49,1027.7,858.55
101,blast_step_3,101337,1083,920,418486621,success,25,1601,98796,im,1,01TG,im_log_game_1,12,blast_step_3,8,80.61,1035.5,854.8
102,blast_step_4,102340,1083,920,418487582,success,30,1631,99799,im,1,01TG,im_log_game_1,12,blast_step_4,8,101.26,1017.6,842.65
103,blast_step_5,103343,1083,920,418488621,success,60,1691,100802,im,1,01TG,im_log_game_1,12,blast_step_5,8,95.37,1027.8,842.6
104,blast_step_6,104343,1083,920,418489660,success,50,1741,101802,im,1,01TG,im_log_game_1,12,blast_step_6,8,82.93,1078.2,840.0
105,blast_step_7,105345,1083,920,418490591,success,55,1796,102804,im,1,01TG,im_log_game_1,12,blast_step_7,8,110.34,1029.7,823.2
106,blast_step_8,106346,1083,920,418491621,success,40,1836,103805,im,1,01TG,im_log_game_1,12,blast_step_8,8,,,
107,overkill_step,107347,1083,920,418492581,overkill,-15,1821,104806,im,1,01TG,im_log_game_1,12,overkill_step_9,8,213.99,1283.0,834.9
108,overkill_step,108347,1083,920,418493620,overkill,-9,1812,105806,im,1,01TG,im_log_game_1,12,overkill_step_10,8,188.06,1243.45,821.8
109,overkill_step,109347,1083,920,418494661,no_overkill,0,1812,106806,im,1,01TG,im_log_game_1,12,overkill_step_11,8,197.14,1243.3,802.0
113,activate_star,113658,1226,253,418498889,-,0,1812,111117,im,1,01TG,im_log_game_1,15,activation,9,38.2,1192.3,244.0
114,blast_step_1,114666,1226,253,418499919,success,5,1817,112125,im,1,01TG,im_log_game_1,15,blast_step_1,9,51.75,1181.9,227.0
115,blast_step_2,115667,1226,253,418500951,success,15,1832,113126,im,1,01TG,im_log_game_1,15,blast_step_2,9,50.12,1184.6,224.1
116,blast_step_3,116672,1226,253,418501903,success,40,1872,114131,im,1,01TG,im_log_game_1,15,blast_step_3,9,49.48,1202.8,212.2
117,blast_step_4,117674,1226,253,418502941,success,20,1892,115133,im,1,01TG,im_log_game_1,15,blast_step_4,9,48.51,1213.9,211.3
118,blast_step_5,118676,1226,253,418503975,success,35,1927,116135,im,1,01TG,im_log_game_1,15,blast_step_5,9,58.75,1228.6,194.7
119,blast_step_6,119676,1226,253,418504959,success,40,1967,117135,im,1,01TG,im_log_game_1,15,blast_step_6,9,,,
120,blast_step_7,120678,1226,253,418505903,success,20,1987,118137,im,1,01TG,im_log_game_1,15,blast_step_7,9,65.22,1231.75,189.5
121,blast_step_8,121682,1226,253,418506952,success,60,2047,119141,im,1,01TG,im_log_game_1,15,blast_step_8,9,410.86,1241.5,663.6
122,overkill_step,122682,1226,253,418507910,no_overkill,0,2047,120141,im,1,01TG,im_log_game_1,15,overkill_step_9,9,611.25,1269.0,862.1
126,activate_star,127180,1338,871,418512471,-,0,2047,124639,im,1,01TG,im_log_game_1,17,activation,10,89.82,1266.2,815.2
128,blast_step_2,128182,1338,871,418513405,failure,-15,2032,125641,im,1,01TG,im_log_game_1,17,blast_step_1,10,87.6,1276.2,809.1
129,blast_step_3,129183,1338,871,418514470,success,30,2062,126642,im,1,01TG,im_log_game_1,17,blast_step_2,10,96.58,1267.3,804.2
130,blast_step_4,130183,1338,871,418515497,success,45,2107,127642,im,1,01TG,im_log_game_1,17,blast_step_3,10,93.73,1282.4,798.6
131,blast_step_5,131183,1338,871,418516434,success,65,2172,128642,im,1,01TG,im_log_game_1,17,blast_step_4,10,97.2,1283.25,793.0
132,blast_step_6,132184,1338,871,418517470,success,55,2227,129643,im,1,01TG,im_log_game_1,17,blast_step_5,10,112.54,1280.8,774.05
133,blast_step_7,133187,1338,871,418518421,success,75,2302,130646,im,1,01TG,im_log_game_1,17,blast_step_6,10,123.84,1282.2,761.9
134,blast_step_8,134187,1338,871,418519470,success,40,2342,131646,im,1,01TG,im_log_game_1,17,blast_step_7,10,137.27,1274.5,749.9
135,overkill_step,135187,1338,871,418520421,overkill,-60,2282,132646,im,1,01TG,im_log_game_1,17,overkill_step_8,10,118.66,1304.8,758.7
136,overkill_step,136191,1338,871,418521486,overkill,-21,2261,133650,im,1,01TG,im_log_game_1,17,overkill_step_9,10,627.63,876.1,446.3
137,overkill_step,137195,1338,871,418522421,no_overkill,0,2261,134654,im,1,01TG,im_log_game_1,17,overkill_step_10,10,548.85,1085.5,393.8
147,activate_star,16768,795,453,418542126,-,0,2261,150279,im,1,01TG,im_log_game_1,5,activation,11,52.24,754.4,428.8
148,blast_step_1,17780,795,453,418543098,failure,-3,2258,151291,im,1,01TG,im_log_game_1,5,blast_step_1,11,50.55,750.7,427.4
149,blast_step_2,18784,795,453,418544130,success,35,2293,152295,im,1,01TG,im_log_game_1,5,blast_step_2,11,53.32,757.6,415.3
150,blast_step_3,19785,795,453,418545061,success,50,2343,153296,im,1,01TG,im_log_game_1,5,blast_step_3,11,54.18,768.9,407.0
151,blast_step_4,20785,795,453,418546099,success,60,2403,154296,im,1,01TG,im_log_game_1,5,blast_step_4,11,66.68,759.9,398.2
152,blast_step_5,21789,795,453,418547135,success,70,2473,155300,im,1,01TG,im_log_game_1,5,blast_step_5,11,62.54,776.9,393.4
153,blast_step_6,22793,795,453,418548090,success,30,2503,156304,im,1,01TG,im_log_game_1,5,blast_step_6,11,71.73,806.2,382.3
154,blast_step_7,23797,795,453,418549106,success,40,2543,157308,im,1,01TG,im_log_game_1,5,blast_step_7,11,78.82,803.4,375.2
155,blast_step_8,24800,795,453,418550139,success,35,2578,158311,im,1,01TG,im_log_game_1,5,blast_step_8,11,70.84,819.1,387.9
156,overkill_step,25800,795,453,418551170,no_overkill,0,2578,159311,im,1,01TG,im_log_game_1,5,overkill_step_9,11,176.09,935.2,559.1
160,activate_star,30117,965,607,418555421,-,0,2578,163628,im,1,01TG,im_log_game_1,10,activation,12,80.09,899.5,563.5
162,blast_step_2,31123,965,607,418556471,failure,-21,2557,164634,im,1,01TG,im_log_game_1,10,blast_step_1,12,79.48,905.7,553.2
163,blast_step_3,32127,965,607,418557417,success,40,2597,165638,im,1,01TG,im_log_game_1,10,blast_step_2,12,77.52,912.5,551.3
164,blast_step_4,33127,965,607,418558461,success,50,2647,166638,im,1,01TG,im_log_game_1,10,blast_step_3,12,80.1,904.1,550.7
165,blast_step_5,34129,965,607,418559496,success,50,2697,167640,im,1,01TG,im_log_game_1,10,blast_step_4,12,74.3,931.4,540.6
166,blast_step_6,35133,965,607,418560434,success,50,2747,168644,im,1,01TG,im_log_game_1,10,blast_step_5,12,,,
167,blast_step_7,36139,965,607,418561496,success,50,2797,169650,im,1,01TG,im_log_game_1,10,blast_step_6,12,94.99,911.9,529.3
168,blast_step_8,37142,965,607,418562452,success,45,2842,170653,im,1,01TG,im_log_game_1,10,blast_step_7,12,91.65,935.9,519.4
169,overkill_step,38142,965,607,418563486,no_overkill,0,2842,171653,im,1,01TG,im_log_game_1,10,overkill_step_8,12,103.52,928.2,510.1
173,activate_star,42570,720,209,418567875,-,0,2842,176081,im,1,01TG,im_log_game_1,3,activation,13,20.77,723.9,195.0
174,blast_step_1,43573,720,209,418568910,failure,-3,2839,177084,im,1,01TG,im_log_game_1,3,blast_step_1,13,18.25,727.8,193.9
175,blast_step_2,44576,720,209,418569939,success,25,2864,178087,im,1,01TG,im_log_game_1,3,blast_step_2,13,26.75,718.1,182.8
176,blast_step_3,45576,720,209,418570894,success,30,2894,179087,im,1,01TG,im_log_game_1,3,blast_step_3,13,27.8,720.9,181.3
177,blast_step_4,46581,720,209,418571926,success,70,2964,180092,im,1,01TG,im_log_game_1,3,blast_step_4,13,20.32,723.9,189.7
178,blast_step_5,47583,720,209,418572861,success,35,2999,181094,im,1,01TG,im_log_game_1,3,blast_step_5,13,24.41,719.0,184.8
179,blast_step_6,48587,720,209,418573905,success,45,3044,182098,im,1,01TG,im_log_game_1,3,blast_step_6,13,21.91,720.3,187.6
180,blast_step_7,49591,720,209,418574941,success,75,3119,183102,im,1,01TG,im_log_game_1,3,blast_step_7,13,25.91,720.5,183.3
181,blast_step_8,50595,720,209,418575884,success,50,3169,184106,im,1,01TG,im_log_game_1,3,blast_step_8,13,44.19,736.15,167.9
182,overkill_step,51600,720,209,418576930,overkill,-57,3112,185111,im,1,01TG,im_log_game_1,3,overkill_step_9,13,206.79,911.5,130.4
183,overkill_step,52600,720,209,418577952,no_overkill,0,3112,186111,im,1,01TG,im_log_game_1,3,overkill_step_10,13,210.04,919.2,142.7
187,activate_star,57330,1119,316,418582670,-,0,3112,190841,im,1,01TG,im_log_game_1,13,activation,14,49.07,1075.1,299.3
189,blast_step_2,58335,1119,316,418583701,success,15,3127,191846,im,1,01TG,im_log_game_1,13,blast_step_1,14,43.93,1083.8,288.8
190,blast_step_3,59338,1119,316,418584647,success,55,3182,192849,im,1,01TG,im_log_game_1,13,blast_step_2,14,43.56,1084.7,290.8
191,blast_step_4,60339,1119,316,418585669,success,50,3232,193850,im,1,01TG,im_log_game_1,13,blast_step_3,14,44.19,1112.3,277.0
192,blast_step_5,61340,1119,316,418586620,success,30,3262,194851,im,1,01TG,im_log_game_1,13,blast_step_4,14,43.56,1108.9,273.5
193,blast_step_6,62341,1119,316,418587683,success,40,3302,195852,im,1,01TG,im_log_game_1,13,blast_step_5,14,57.68,1132.1,260.45
194,blast_step_7,63343,1119,316,418588623,success,40,3342,196854,im,1,01TG,im_log_game_1,13,blast_step_6,14,58.08,1071.3,282.4
195,blast_step_8,64346,1119,316,418589674,success,45,3387,197857,im,1,01TG,im_log_game_1,13,blast_step_7,14,181.73,1293.75,337.25
196,overkill_step,65350,1119,316,418590625,overkill,-36,3351,198861,im,1,01TG,im_log_game_1,13,overkill_step_8,14,521.26,882.8,779.45
197,overkill_step,66352,1119,316,418591670,overkill,-21,3330,199863,im,1,01TG,im_log_game_1,13,overkill_step_9,14,608.94,560.8,560.0
198,overkill_step,67354,1119,316,418592701,no_overkill,0,3330,200865,im,1,01TG,im_log_game_1,13,overkill_step_10,14,123.25,1013.2,248.8
206,activate_star,81692,1353,640,418607020,-,0,3330,215203,im,1,01TG,im_log_game_1,19,activation,15,61.36,1295.9,631.9
207,blast_step_1,82703,1353,640,418608059,failure,-12,3318,216214,im,1,01TG,im_log_game_1,19,blast_step_1,15,85.08,1277.4,600.5
208,blast_step_2,83705,1353,640,418609000,success,15,3333,217216,im,1,01TG,im_log_game_1,19,blast_step_2,15,88.91,1280.8,588.2
209,blast_step_3,84705,1353,640,418610031,success,40,3373,218216,im,1,01TG,im_log_game_1,19,blast_step_3,15,87.11,1282.7,587.8
210,blast_step_4,85706,1353,640,418611062,success,40,3413,219217,im,1,01TG,im_log_game_1,19,blast_step_4,15,66.54,1311.6,587.3
211,blast_step_5,86709,1353,640,418612005,failure,-27,3386,220220,im,1,01TG,im_log_game_1,19,blast_step_5,15,74.95,1322.9,582.5
212,blast_step_6,87713,1353,640,418613030,failure,-39,3347,221224,im,1,01TG,im_log_game_1,19,blast_step_6,15,64.14,1296.5,615.3
213,blast_step_7,88717,1353,640,418614060,failure,-27,3320,222228,im,1,01TG,im_log_game_1,19,blast_step_7,15,74.87,1286.9,606.8
214,blast_step_8,89718,1353,640,418615020,failure,-21,3299,223229,im,1,01TG,im_log_game_1,19,blast_step_8,15,64.78,1298.0,602.4
215,overkill_step,90718,1353,640,418616057,no_overkill,0,3299,224229,im,1,01TG,im_log_game_1,19,overkill_step_9,15,74.46,1300.0,590.4
219,activate_star,95126,576,565,418620412,-,0,3299,228637,im,1,01TG,im_log_game_1,0,activation,16,47.41,543.5,541.8
220,blast_step_1,96132,576,565,418621470,failure,-3,3296,229643,im,1,01TG,im_log_game_1,0,blast_step_1,16,32.93,560.1,536.3
221,blast_step_2,97136,576,565,418622501,success,15,3311,230647,im,1,01TG,im_log_game_1,0,blast_step_2,16,40.47,543.7,541.0
222,blast_step_3,98139,576,565,418623445,success,25,3336,231650,im,1,01TG,im_log_game_1,0,blast_step_3,16,42.51,553.35,530.9
223,blast_step_4,99140,576,565,418624469,success,40,3376,232651,im,1,01TG,im_log_game_1,0,blast_step_4,16,52.94,562.5,513.5
224,blast_step_5,100145,576,565,418625501,success,45,3421,233656,im,1,01TG,im_log_game_1,0,blast_step_5,16,70.31,587.5,496.45
225,blast_step_6,101145,576,565,418626467,success,70,3491,234656,im,1,01TG,im_log_game_1,0,blast_step_6,16,65.53,568.0,499.9
226,blast_step_7,102146,576,565,418627499,success,50,3541,235657,im,1,01TG,im_log_game_1,0,blast_step_7,16,56.11,567.75,511.3
227,blast_step_8,103146,576,565,418628466,success,45,3586,236657,im,1,01TG,im_log_game_1,0,blast_step_8,16,,,
228,overkill_step,104148,576,565,418629500,overkill,-24,3562,237659,im,1,01TG,im_log_game_1,0,overkill_step_9,16,523.05,900.3,156.2
229,overkill_step,105150,576,565,418630452,no_overkill,0,3562,238661,im,1,01TG,im_log_game_1,0,overkill_step_10,16,537.4,913.4,146.6
235,activate_star,110204,930,155,418635533,-,0,3562,243715,im,1,01TG,im_log_game_1,8,activation,17,,,
236,blast_step_1,111211,930,155,418636568,failure,-9,3553,244722,im,1,01TG,im_log_game_1,8,blast_step_1,17,36.07,901.9,132.7
237,blast_step_2,112212,930,155,418637501,failure,-21,3532,245723,im,1,01TG,im_log_game_1,8,blast_step_2,17,36.17,900.4,133.75
238,blast_step_3,113217,930,155,418638493,failure,-18,3514,246728,im,1,01TG,im_log_game_1,8,blast_step_3,17,36.17,900.4,134.3
239,blast_step_4,114217,930,155,418639540,failure,-24,3490,247728,im,1,01TG,im_log_game_1,8,blast_step_4,17,37.44,902.9,130.5
240,blast_step_5,115218,930,155,418640571,success,40,3530,248729,im,1,01TG,im_log_game_1,8,blast_step_5,17,34.73,911.5,124.9
241,blast_step_6,116220,930,155,418641589,failure,-27,3503,249731,im,1,01TG,im_log_game_1,8,blast_step_6,17,35.44,926.7,123.3
242,blast_step_7,117221,930,155,418642541,success,40,3543,250732,im,1,01TG,im_log_game_1,8,blast_step_7,17,50.88,946.55,107.8
243,blast_step_8,118221,930,155,418643580,success,35,3578,251732,im,1,01TG,im_log_game_1,8,blast_step_8,17,67.27,960.2,91.9
244,overkill_step,119225,930,155,418644540,overkill,-12,3566,252736,im,1,01TG,im_log_game_1,8,overkill_step_9,17,55.46,940.7,106.7
245,overkill_step,120228,930,155,418645561,no_overkill,0,3566,253739,im,1,01TG,im_log_game_1,8,overkill_step_10,17,376.95,1275.45,351.0
249,activate_star,125491,1342,439,418650843,-,0,3566,259002,im,1,01TG,im_log_game_1,18,activation,18,75.23,1288.5,390.6
250,blast_step_1,126496,1342,439,418651811,failure,-3,3563,260007,im,1,01TG,im_log_game_1,18,blast_step_1,18,73.2,1293.9,384.55
251,blast_step_2,127497,1342,439,418652849,failure,-15,3548,261008,im,1,01TG,im_log_game_1,18,blast_step_2,18,68.96,1293.5,390.1
252,blast_step_3,128497,1342,439,418653802,success,40,3588,262008,im,1,01TG,im_log_game_1,18,blast_step_3,18,67.52,1295.5,390.3
253,blast_step_4,129501,1342,439,418654829,success,20,3608,263012,im,1,01TG,im_log_game_1,18,blast_step_4,18,69.21,1306.95,380.05
254,blast_step_5,130505,1342,439,418655858,success,80,3688,264016,im,1,01TG,im_log_game_1,18,blast_step_5,18,93.78,1312.6,349.9
255,blast_step_6,131505,1342,439,418656813,success,25,3713,265016,im,1,01TG,im_log_game_1,18,blast_step_6,18,117.55,1297.45,332.5
256,blast_step_7,132509,1342,439,418657844,success,60,3773,266020,im,1,01TG,im_log_game_1,18,blast_step_7,18,138.54,1301.5,358.6
257,blast_step_8,133509,1342,439,418658814,success,10,3783,267020,im,1,01TG,im_log_game_1,18,blast_step_8,18,138.7,1291.9,340.6
258,overkill_step,134514,1342,439,418659845,no_overkill,0,3783,268025,im,1,01TG,im_log_game_1,18,overkill_step_9,18,608.65,859.65,785.4
262,activate_star,139208,871,821,418664545,-,0,3783,272719,im,1,01TG,im_log_game_1,6,activation,19,,,
264,blast_step_2,140212,871,821,418665497,success,5,3788,273723,im,1,01TG,im_log_game_1,6,blast_step_1,19,61.28,823.8,782.5
265,blast_step_3,141212,871,821,418666540,success,15,3803,274723,im,1,01TG,im_log_game_1,6,blast_step_2,19,64.2,824.3,778.0
266,blast_step_4,142216,871,821,418667560,failure,-27,3776,275727,im,1,01TG,im_log_game_1,6,blast_step_3,19,51.74,852.3,773.7
267,blast_step_5,143218,871,821,418668497,failure,-15,3761,276729,im,1,01TG,im_log_game_1,6,blast_step_4,19,62.99,855.15,760.6
268,blast_step_6,144220,871,821,418669536,failure,-30,3731,277731,im,1,01TG,im_log_game_1,6,blast_step_5,19,77.6,852.2,751.9
269,blast_step_7,145221,871,821,418670561,failure,-33,3698,278732,im,1,01TG,im_log_game_1,6,blast_step_6,19,67.64,844.2,757.6
270,blast_step_8,146226,871,821,418671592,success,50,3748,279737,im,1,01TG,im_log_game_1,6,blast_step_7,19,70.82,838.3,760.0
271,overkill_step,147229,871,821,418672544,no_overkill,0,3748,280740,im,1,01TG,im_log_game_1,6,overkill_step_8,19,100.3,839.15,759.65
275,activate_star,152205,1218,853,418677498,-,0,3748,285716,im,1,01TG,im_log_game_1,14,activation,20,84.86,1152.1,799.6
277,blast_step_2,153209,1218,853,418678544,failure,-6,3742,286720,im,1,01TG,im_log_game_1,14,blast_step_1,20,101.65,1136.5,792.9
278,blast_step_3,154214,1218,853,418679576,failure,-3,3739,287725,im,1,01TG,im_log_game_1,14,blast_step_2,20,99.28,1149.7,777.7
279,blast_step_4,155215,1218,853,418680549,success,15,3754,288726,im,1,01TG,im_log_game_1,14,blast_step_3,20,115.52,1146.3,766.15
280,blast_step_5,156220,1218,853,418681578,success,40,3794,289731,im,1,01TG,im_log_game_1,14,blast_step_4,20,98.92,1172.4,766.7
281,blast_step_6,157223,1218,853,418682515,success,25,3819,290734,im,1,01TG,im_log_game_1,14,blast_step_5,20,95.99,1159.3,767.95
282,blast_step_7,158223,1218,853,418683545,success,35,3854,291734,im,1,01TG,im_log_game_1,14,blast_step_6,20,109.29,1154.8,762.45
283,blast_step_8,159225,1218,853,418684579,success,55,3909,292736,im,1,01TG,im_log_game_1,14,blast_step_7,20,217.45,1036.8,733.6
