index,event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,condition,n_game,subject,filename,n_star,step,n,deviation,gaze_pos_x,gaze_pos_y
23244,overkill_step,207508,1102,577,8748519,overkill,-18,1556,205607,im,1,18KK,im_log_game_1,12,overkill_step_9,10,45.35,1112.6,598.1
23245,overkill_step,208509,1102,577,8749519,no_overkill,0,1556,206608,im,1,18KK,im_log_game_1,12,overkill_step_10,10,,,
23255,activate_star,16505,1008,753,8768879,-,0,1556,223355,im,1,18KK,im_log_game_1,10,activation,11,,,
23256,blast_step_1,17512,1008,753,8769879,success,5,1561,224362,im,1,18KK,im_log_game_1,10,blast_step_1,11,38.33,978.0,738.8
23257,blast_step_2,18517,1008,753,8770879,success,15,1576,225367,im,1,18KK,im_log_game_1,10,blast_step_2,11,58.88,981.4,700.0
23258,blast_step_3,19521,1008,753,8771879,success,30,1606,226371,im,1,18KK,im_log_game_1,10,blast_step_3,11,72.51,966.4,692.3
23259,blast_step_4,20523,1008,753,8772879,success,30,1636,227373,im,1,18KK,im_log_game_1,10,blast_step_4,11,33.99,989.1,723.2
23260,blast_step_5,21526,1008,753,8773879,success,50,1686,228376,im,1,18KK,im_log_game_1,10,blast_step_5,11,7.82,1007.4,753.6
23261,blast_step_6,22531,1008,753,8774879,success,45,1731,229381,im,1,18KK,im_log_game_1,10,blast_step_6,11,,,
23262,blast_step_7,23531,1008,753,8775879,success,65,1796,230381,im,1,18KK,im_log_game_1,10,blast_step_7,11,17.02,995.6,746.8
23263,blast_step_8,24532,1008,753,8776879,success,85,1881,231382,im,1,18KK,im_log_game_1,10,blast_step_8,11,65.1,1036.4,698.7
23264,overkill_step,25536,1008,753,8777881,no_overkill,0,1881,232386,im,1,18KK,im_log_game_1,10,overkill_step_9,11,46.32,973.2,722.5
23268,activate_star,29911,908,489,8782279,-,0,1881,236761,im,1,18KK,im_log_game_1,8,activation,12,52.07,887.9,528.8
23269,blast_step_1,30916,908,489,8783239,success,5,1886,237766,im,1,18KK,im_log_game_1,8,blast_step_1,12,,,
23270,blast_step_2,31917,908,489,8784279,success,25,1911,238767,im,1,18KK,im_log_game_1,8,blast_step_2,12,30.69,886.3,510.4
23271,blast_step_3,32920,908,489,8785279,success,30,1941,239770,im,1,18KK,im_log_game_1,8,blast_step_3,12,43.4,869.3,505.8
23272,blast_step_4,33920,908,489,8786279,success,45,1986,240770,im,1,18KK,im_log_game_1,8,blast_step_4,12,27.92,884.9,498.7
23273,blast_step_5,34922,908,489,8787279,success,20,2006,241772,im,1,18KK,im_log_game_1,8,blast_step_5,12,29.26,890.4,486.5
23274,blast_step_6,35924,908,489,8788281,success,30,2036,242774,im,1,18KK,im_log_game_1,8,blast_step_6,12,,,
23275,blast_step_7,36924,908,489,8789281,success,30,2066,243774,im,1,18KK,im_log_game_1,8,blast_step_7,12,29.09,901.5,516.2
23276,blast_step_8,37924,908,489,8790279,success,25,2091,244774,im,1,18KK,im_log_game_1,8,blast_step_8,12,33.76,882.1,497.0
23277,overkill_step,38927,908,489,8791279,overkill,-12,2079,245777,im,1,18KK,im_log_game_1,8,overkill_step_9,12,42.46,943.6,509.3
23278,overkill_step,39931,908,489,8792279,no_overkill,0,2079,246781,im,1,18KK,im_log_game_1,8,overkill_step_10,12,62.05,937.6,541.5
23282,activate_star,44244,987,293,8796599,-,0,2079,251094,im,1,18KK,im_log_game_1,9,activation,13,39.53,961.3,323.3
23283,blast_step_1,45263,987,293,8797639,success,5,2084,252113,im,1,18KK,im_log_game_1,9,blast_step_1,13,46.14,943.8,306.6
23284,blast_step_2,46264,987,293,8798639,success,35,2119,253114,im,1,18KK,im_log_game_1,9,blast_step_2,13,51.67,959.2,334.6
23285,blast_step_3,47264,987,293,8799639,success,35,2154,254114,im,1,18KK,im_log_game_1,9,blast_step_3,13,,,
23286,blast_step_4,48268,987,293,8800639,success,50,2204,255118,im,1,18KK,im_log_game_1,9,blast_step_4,13,48.85,947.6,322.3
23287,blast_step_5,49273,987,293,8801641,success,45,2249,256123,im,1,18KK,im_log_game_1,9,blast_step_5,13,49.78,942.6,315.8
23288,blast_step_6,50273,987,293,8802639,failure,-36,2213,257123,im,1,18KK,im_log_game_1,9,blast_step_6,13,46.8,946.7,276.5
23289,blast_step_7,51276,987,293,8803640,failure,-45,2168,258126,im,1,18KK,im_log_game_1,9,blast_step_7,13,52.71,955.8,250.0
23290,blast_step_8,52277,987,293,8804639,failure,-30,2138,259127,im,1,18KK,im_log_game_1,9,blast_step_8,13,,,
23291,overkill_step,53277,987,293,8805642,overkill,-30,2108,260127,im,1,18KK,im_log_game_1,9,overkill_step_9,13,51.32,1012.35,329.1
23292,overkill_step,54280,987,293,8806639,overkill,-39,2069,261130,im,1,18KK,im_log_game_1,9,overkill_step_10,13,36.6,959.1,313.5
23293,overkill_step,55283,987,293,8807639,no_overkill,0,2069,262133,im,1,18KK,im_log_game_1,9,overkill_step_11,13,46.97,953.5,260.0
23297,activate_star,59591,1117,471,8811959,-,0,2069,266441,im,1,18KK,im_log_game_1,13,activation,14,41.61,1081.5,494.4
23298,blast_step_1,60602,1117,471,8812959,success,5,2074,267452,im,1,18KK,im_log_game_1,13,blast_step_1,14,,,
23299,blast_step_2,61607,1117,471,8813959,success,40,2114,268457,im,1,18KK,im_log_game_1,13,blast_step_2,14,34.38,1086.3,459.9
23300,blast_step_3,62609,1117,471,8814959,success,15,2129,269459,im,1,18KK,im_log_game_1,13,blast_step_3,14,36.94,1086.0,451.0
23301,blast_step_4,63609,1117,471,8815959,success,30,2159,270459,im,1,18KK,im_log_game_1,13,blast_step_4,14,35.11,1082.9,467.7
23302,blast_step_5,64610,1117,471,8816959,failure,-24,2135,271460,im,1,18KK,im_log_game_1,13,blast_step_5,14,48.08,1092.0,509.7
23303,blast_step_6,65611,1117,471,8817959,failure,-21,2114,272461,im,1,18KK,im_log_game_1,13,blast_step_6,14,42.53,1097.4,508.2
23304,blast_step_7,66615,1117,471,8818959,success,45,2159,273465,im,1,18KK,im_log_game_1,13,blast_step_7,14,,,
23305,blast_step_8,67618,1117,471,8819999,failure,-33,2126,274468,im,1,18KK,im_log_game_1,13,blast_step_8,14,42.62,1104.5,437.0
23306,overkill_step,68621,1117,471,8820999,no_overkill,0,2126,275471,im,1,18KK,im_log_game_1,13,overkill_step_9,14,36.94,1110.2,475.0
23312,activate_star,73974,1265,776,8826351,-,0,2126,280824,im,1,18KK,im_log_game_1,17,activation,15,,,
23314,blast_step_2,74977,1265,776,8827351,success,10,2136,281827,im,1,18KK,im_log_game_1,17,blast_step_1,15,77.62,1207.6,725.5
23315,blast_step_3,75981,1265,776,8828351,success,10,2146,282831,im,1,18KK,im_log_game_1,17,blast_step_2,15,65.06,1214.2,738.7
23316,blast_step_4,76981,1265,776,8829351,success,25,2171,283831,im,1,18KK,im_log_game_1,17,blast_step_3,15,,,
23317,blast_step_5,77982,1265,776,8830351,success,50,2221,284832,im,1,18KK,im_log_game_1,17,blast_step_4,15,39.96,1228.25,760.5
23318,blast_step_6,78982,1265,776,8831353,failure,-9,2212,285832,im,1,18KK,im_log_game_1,17,blast_step_5,15,74.62,1245.8,703.4
23319,blast_step_7,79982,1265,776,8832351,failure,-15,2197,286832,im,1,18KK,im_log_game_1,17,blast_step_6,15,59.42,1263.8,717.0
23320,blast_step_8,80982,1265,776,8833351,failure,-39,2158,287832,im,1,18KK,im_log_game_1,17,blast_step_7,15,64.6,1265.1,712.4
23321,overkill_step,81984,1265,776,8834351,overkill,-39,2119,288834,im,1,18KK,im_log_game_1,17,overkill_step_8,15,,,
23322,overkill_step,82988,1265,776,8835351,overkill,-45,2074,289838,im,1,18KK,im_log_game_1,17,overkill_step_9,15,91.64,1208.5,846.8
23323,overkill_step,83991,1265,776,8836351,overkill,-12,2062,290841,im,1,18KK,im_log_game_1,17,overkill_step_10,15,113.78,1165.8,839.4
23324,overkill_step,84991,1265,776,8837351,no_overkill,0,2062,291841,im,1,18KK,im_log_game_1,17,overkill_step_11,15,117.34,1206.9,674.5
23328,activate_star,89335,730,298,8841711,-,0,2062,296185,im,1,18KK,im_log_game_1,3,activation,16,32.6,737.2,329.6
23329,blast_step_1,90341,730,298,8842711,failure,-3,2059,297191,im,1,18KK,im_log_game_1,3,blast_step_1,16,,,
23330,blast_step_2,91341,730,298,8843711,failure,-12,2047,298191,im,1,18KK,im_log_game_1,3,blast_step_2,16,9.62,731.7,305.5
23331,blast_step_3,92343,730,298,8844711,success,25,2072,299193,im,1,18KK,im_log_game_1,3,blast_step_3,16,7.78,734.3,298.7
23332,blast_step_4,93346,730,298,8845711,success,45,2117,300196,im,1,18KK,im_log_game_1,3,blast_step_4,16,29.01,736.5,270.1
23333,blast_step_5,94348,730,298,8846711,success,20,2137,301198,im,1,18KK,im_log_game_1,3,blast_step_5,16,23.57,739.3,285.4
23334,blast_step_6,95348,730,298,8847711,success,25,2162,302198,im,1,18KK,im_log_game_1,3,blast_step_6,16,33.16,715.7,269.5
23335,blast_step_7,96351,730,298,8848711,failure,-27,2135,303201,im,1,18KK,im_log_game_1,3,blast_step_7,16,49.34,722.9,249.3
23336,blast_step_8,97352,730,298,8849711,success,50,2185,304202,im,1,18KK,im_log_game_1,3,blast_step_8,16,25.43,709.2,293.4
23337,overkill_step,98355,730,298,8850711,no_overkill,0,2185,305205,im,1,18KK,im_log_game_1,3,overkill_step_9,16,82.86,648.5,291.0
23343,activate_star,103975,693,799,8856351,-,0,2185,310825,im,1,18KK,im_log_game_1,2,activation,17,,,
23344,blast_step_1,104986,693,799,8857357,success,5,2190,311836,im,1,18KK,im_log_game_1,2,blast_step_1,17,39.65,678.7,760.9
23345,blast_step_2,105986,693,799,8858351,failure,-12,2178,312836,im,1,18KK,im_log_game_1,2,blast_step_2,17,43.2,689.3,756.3
23346,blast_step_3,106987,693,799,8859351,failure,-3,2175,313837,im,1,18KK,im_log_game_1,2,blast_step_3,17,41.08,693.8,758.8
23347,blast_step_4,107992,693,799,8860351,failure,-30,2145,314842,im,1,18KK,im_log_game_1,2,blast_step_4,17,,,
23348,blast_step_5,108992,693,799,8861351,failure,-15,2130,315842,im,1,18KK,im_log_game_1,2,blast_step_5,17,21.42,694.6,784.4
23349,blast_step_6,109994,693,799,8862351,failure,-60,2070,316844,im,1,18KK,im_log_game_1,2,blast_step_6,17,55.38,683.9,745.3
23350,blast_step_7,110995,693,799,8863351,success,70,2140,317845,im,1,18KK,im_log_game_1,2,blast_step_7,17,101.31,690.7,697.9
23351,blast_step_8,111995,693,799,8864351,failure,-42,2098,318845,im,1,18KK,im_log_game_1,2,blast_step_8,17,78.18,738.5,737.9
23352,overkill_step,112997,693,799,8864911,no_overkill,0,2098,319847,im,1,18KK,im_log_game_1,2,overkill_step_9,17,76.66,742.3,740.4
23364,activate_star,138558,686,535,8890921,-,0,2098,345408,im,1,18KK,im_log_game_1,1,activation,18,44.06,685.1,508.9
23365,blast_step_1,139568,686,535,8891920,failure,-3,2095,346418,im,1,18KK,im_log_game_1,1,blast_step_1,18,37.35,678.9,498.1
23366,blast_step_2,140568,686,535,8892920,failure,-12,2083,347418,im,1,18KK,im_log_game_1,1,blast_step_2,18,43.12,668.2,497.2
23367,blast_step_3,141571,686,535,8893920,success,30,2113,348421,im,1,18KK,im_log_game_1,1,blast_step_3,18,,,
23368,blast_step_4,142575,686,535,8894920,success,25,2138,349425,im,1,18KK,im_log_game_1,1,blast_step_4,18,10.23,694.8,534.3
23369,blast_step_5,143575,686,535,8895920,success,25,2163,350425,im,1,18KK,im_log_game_1,1,blast_step_5,18,24.09,663.1,524.1
23370,blast_step_6,144578,686,535,8896920,success,45,2208,351428,im,1,18KK,im_log_game_1,1,blast_step_6,18,29.35,661.2,531.4
23371,blast_step_7,145580,686,535,8897960,success,40,2248,352430,im,1,18KK,im_log_game_1,1,blast_step_7,18,28.06,678.9,536.9
23372,blast_step_8,146583,686,535,8898960,success,45,2293,353433,im,1,18KK,im_log_game_1,1,blast_step_8,18,,,
23373,overkill_step,147584,686,535,8899960,overkill,-18,2275,354434,im,1,18KK,im_log_game_1,1,overkill_step_9,18,79.44,757.7,546.0
23374,overkill_step,148587,686,535,8900960,overkill,-39,2236,355437,im,1,18KK,im_log_game_1,1,overkill_step_10,18,67.24,637.8,507.1
23375,overkill_step,149588,686,535,8901961,overkill,-9,2227,356438,im,1,18KK,im_log_game_1,1,overkill_step_11,18,84.62,635.3,461.5
23376,overkill_step,150588,686,535,8902961,overkill,-18,2209,357438,im,1,18KK,im_log_game_1,1,overkill_step_12,18,119.07,797.2,564.75
23386,activate_star,167080,1220,198,8919440,-,0,2209,373930,im,1,18KK,im_log_game_1,15,activation,19,33.24,1210.4,178.7
23387,blast_step_1,168087,1220,198,8920440,success,10,2219,374937,im,1,18KK,im_log_game_1,15,blast_step_1,19,28.94,1206.0,221.9
23388,blast_step_2,169089,1220,198,8921441,success,5,2224,375939,im,1,18KK,im_log_game_1,15,blast_step_2,19,31.63,1210.3,225.2
23389,blast_step_3,170089,1220,198,8922440,success,20,2244,376939,im,1,18KK,im_log_game_1,15,blast_step_3,19,16.3,1214.5,209.3
23390,blast_step_4,171092,1220,198,8923440,success,15,2259,377942,im,1,18KK,im_log_game_1,15,blast_step_4,19,,,
23391,blast_step_5,172092,1220,198,8924442,success,25,2284,378942,im,1,18KK,im_log_game_1,15,blast_step_5,19,40.38,1193.2,228.3
23392,blast_step_6,173095,1220,198,8925440,success,30,2314,379945,im,1,18KK,im_log_game_1,15,blast_step_6,19,18.03,1204.5,207.2
23393,blast_step_7,174095,1220,198,8926440,success,20,2334,380945,im,1,18KK,im_log_game_1,15,blast_step_7,19,18.82,1230.0,187.1
23394,blast_step_8,175098,1220,198,8927440,failure,-36,2298,381948,im,1,18KK,im_log_game_1,15,blast_step_8,19,41.3,1225.9,208.8
23395,overkill_step,176098,1220,198,8928480,overkill,-36,2262,382948,im,1,18KK,im_log_game_1,15,overkill_step_9,19,,,
23396,overkill_step,177098,1220,198,8929440,overkill,-15,2247,383948,im,1,18KK,im_log_game_1,15,overkill_step_10,19,39.41,1210.9,235.5
23397,overkill_step,178098,1220,198,8930440,overkill,-21,2226,384948,im,1,18KK,im_log_game_1,15,overkill_step_11,19,41.74,1210.65,234.1
23398,overkill_step,179102,1220,198,8931480,overkill,-18,2208,385952,im,1,18KK,im_log_game_1,15,overkill_step_12,19,80.72,1287.6,250.1
23402,activate_star,184584,1328,537,8936960,-,0,2208,391434,im,1,18KK,im_log_game_1,18,activation,20,54.4,1286.0,567.9
23404,blast_step_2,185587,1328,537,8937960,failure,-24,2184,392437,im,1,18KK,im_log_game_1,18,blast_step_1,20,,,
23405,blast_step_3,186591,1328,537,8938960,failure,-15,2169,393441,im,1,18KK,im_log_game_1,18,blast_step_2,20,62.36,1265.85,530.2
23406,blast_step_4,187592,1328,537,8939960,success,45,2214,394442,im,1,18KK,im_log_game_1,18,blast_step_3,20,52.58,1277.8,521.65
23407,blast_step_5,188592,1328,537,8940960,success,55,2269,395442,im,1,18KK,im_log_game_1,18,blast_step_4,20,54.26,1276.4,514.1
23408,blast_step_6,189596,1328,537,8941960,failure,-33,2236,396446,im,1,18KK,im_log_game_1,18,blast_step_5,20,54.38,1284.1,511.3
23409,blast_step_7,190596,1328,537,8942960,failure,-24,2212,397446,im,1,18KK,im_log_game_1,18,blast_step_6,20,24.96,1314.0,517.2
23410,blast_step_8,191598,1328,537,8943960,success,55,2267,398448,im,1,18KK,im_log_game_1,18,blast_step_7,20,,,
23411,overkill_step,192599,1328,537,8944960,overkill,-12,2255,399449,im,1,18KK,im_log_game_1,18,overkill_step_8,20,31.61,1354.8,523.8
23412,overkill_step,193599,1328,537,8945960,no_overkill,0,2255,400449,im,1,18KK,im_log_game_1,18,overkill_step_9,20,115.54,1244.5,453.8
23422,activate_star,11930,1032,306,9226135,-,0,0,9979,im,2,18KK,im_log_game_2,11,activation,1,,,
23424,blast_step_2,12939,1032,306,9227135,success,20,20,10988,im,2,18KK,im_log_game_2,11,blast_step_1,1,,,
23425,blast_step_3,13941,1032,306,9228135,success,30,50,11990,im,2,18KK,im_log_game_2,11,blast_step_2,1,,,
23426,blast_step_4,14943,1032,306,9229135,success,30,80,12992,im,2,18KK,im_log_game_2,11,blast_step_3,1,,,
23427,blast_step_5,15944,1032,306,9230135,success,35,115,13993,im,2,18KK,im_log_game_2,11,blast_step_4,1,,,
23428,blast_step_6,16944,1032,306,9231135,success,70,185,14993,im,2,18KK,im_log_game_2,11,blast_step_5,1,,,
23429,blast_step_7,17946,1032,306,9232135,success,65,250,15995,im,2,18KK,im_log_game_2,11,blast_step_6,1,,,
23430,blast_step_8,18946,1032,306,9233135,success,60,310,16995,im,2,18KK,im_log_game_2,11,blast_step_7,1,,,
23431,overkill_step,19951,1032,306,9234135,overkill,-30,280,18000,im,2,18KK,im_log_game_2,11,overkill_step_8,1,,,
23432,overkill_step,20952,1032,306,9235145,overkill,-42,238,19001,im,2,18KK,im_log_game_2,11,overkill_step_9,1,,,
23433,overkill_step,21952,1032,306,9236135,overkill,-18,220,20001,im,2,18KK,im_log_game_2,11,overkill_step_10,1,,,
23434,overkill_step,22954,1032,306,9237135,overkill,-9,211,21003,im,2,18KK,im_log_game_2,11,overkill_step_11,1,,,
23438,activate_star,28332,808,174,9242535,-,0,211,26381,im,2,18KK,im_log_game_2,6,activation,2,11.76,816.2,180.5
23439,blast_step_1,29335,808,174,9243535,failure,-6,205,27384,im,2,18KK,im_log_game_2,6,blast_step_1,2,11.1,803.7,167.1
23440,blast_step_2,30335,808,174,9244535,success,30,235,28384,im,2,18KK,im_log_game_2,6,blast_step_2,2,23.08,803.9,152.6
23441,blast_step_3,31335,808,174,9245535,success,45,280,29384,im,2,18KK,im_log_game_2,6,blast_step_3,2,28.99,806.8,145.8
23442,blast_step_4,32335,808,174,9246535,success,70,350,30384,im,2,18KK,im_log_game_2,6,blast_step_4,2,19.21,814.1,156.5
23443,blast_step_5,33340,808,174,9247535,success,70,420,31389,im,2,18KK,im_log_game_2,6,blast_step_5,2,16.62,808.1,157.7
23444,blast_step_6,34340,808,174,9248535,success,65,485,32389,im,2,18KK,im_log_game_2,6,blast_step_6,2,48.13,830.6,134.3
23445,blast_step_7,35341,808,174,9249535,failure,-39,446,33390,im,2,18KK,im_log_game_2,6,blast_step_7,2,79.47,862.1,122.4
23446,blast_step_8,36342,808,174,9250535,success,45,491,34391,im,2,18KK,im_log_game_2,6,blast_step_8,2,62.96,861.1,148.2
23447,overkill_step,37346,808,174,9251535,overkill,-18,473,35395,im,2,18KK,im_log_game_2,6,overkill_step_9,2,52.52,809.7,226.3
23448,overkill_step,38346,808,174,9252535,overkill,-36,437,36395,im,2,18KK,im_log_game_2,6,overkill_step_10,2,47.52,788.5,219.1
23449,overkill_step,39346,808,174,9253535,overkill,-9,428,37395,im,2,18KK,im_log_game_2,6,overkill_step_11,2,115.39,775.8,283.7
23450,overkill_step,40346,808,174,9254535,no_overkill,0,428,38395,im,2,18KK,im_log_game_2,6,overkill_step_12,2,122.9,767.3,291.0
23454,activate_star,45091,612,334,9259295,-,0,428,43140,im,2,18KK,im_log_game_2,1,activation,3,40.15,599.1,301.3
23455,blast_step_1,46101,612,334,9260295,failure,-6,422,44150,im,2,18KK,im_log_game_2,1,blast_step_1,3,78.4,588.8,259.3
23456,blast_step_2,47102,612,334,9261295,success,30,452,45151,im,2,18KK,im_log_game_2,1,blast_step_2,3,66.31,585.2,275.2
23457,blast_step_3,48105,612,334,9262295,success,35,487,46154,im,2,18KK,im_log_game_2,1,blast_step_3,3,56.3,604.6,282.3
23458,blast_step_4,49109,612,334,9263295,success,30,517,47158,im,2,18KK,im_log_game_2,1,blast_step_4,3,55.45,622.2,279.9
23459,blast_step_5,50110,612,334,9264295,success,75,592,48159,im,2,18KK,im_log_game_2,1,blast_step_5,3,39.71,618.4,297.4
23460,blast_step_6,51113,612,334,9265295,success,60,652,49162,im,2,18KK,im_log_game_2,1,blast_step_6,3,52.47,565.3,351.7
23461,blast_step_7,52113,612,334,9266295,success,65,717,50162,im,2,18KK,im_log_game_2,1,blast_step_7,3,45.69,581.1,365.75
23462,blast_step_8,53118,612,334,9267295,success,75,792,51167,im,2,18KK,im_log_game_2,1,blast_step_8,3,57.01,581.5,380.7
23463,overkill_step,54122,612,334,9268295,overkill,-45,747,52171,im,2,18KK,im_log_game_2,1,overkill_step_9,3,85.48,572.7,410.05
23464,overkill_step,55123,612,334,9269295,no_overkill,0,747,53172,im,2,18KK,im_log_game_2,1,overkill_step_10,3,98.04,559.6,417.0
23468,activate_star,59533,739,605,9273735,-,0,747,57582,im,2,18KK,im_log_game_2,3,activation,4,75.76,694.0,562.5
23469,blast_step_1,60574,739,605,9274774,failure,-3,744,58623,im,2,18KK,im_log_game_2,3,blast_step_1,4,,,
23470,blast_step_2,61576,739,605,9275775,success,15,759,59625,im,2,18KK,im_log_game_2,3,blast_step_2,4,73.77,693.8,548.9
23471,blast_step_3,62576,739,605,9276774,success,25,784,60625,im,2,18KK,im_log_game_2,3,blast_step_3,4,100.68,696.95,510.6
23472,blast_step_4,63579,739,605,9277775,success,30,814,61628,im,2,18KK,im_log_game_2,3,blast_step_4,4,110.06,688.3,507.5
23473,blast_step_5,64582,739,605,9278775,success,40,854,62631,im,2,18KK,im_log_game_2,3,blast_step_5,4,118.25,693.5,497.6
23474,blast_step_6,65585,739,605,9279774,success,30,884,63634,im,2,18KK,im_log_game_2,3,blast_step_6,4,125.49,686.95,491.0
23475,blast_step_7,66586,739,605,9280775,success,50,934,64635,im,2,18KK,im_log_game_2,3,blast_step_7,4,153.93,653.8,476.9
23476,blast_step_8,67590,739,605,9281774,success,60,994,65639,im,2,18KK,im_log_game_2,3,blast_step_8,4,,,
23477,overkill_step,68594,739,605,9282775,overkill,-42,952,66643,im,2,18KK,im_log_game_2,3,overkill_step_9,4,48.09,704.3,596.3
23478,overkill_step,69596,739,605,9283776,overkill,-36,916,67645,im,2,18KK,im_log_game_2,3,overkill_step_10,4,43.55,715.2,569.5
23479,overkill_step,70601,739,605,9284776,no_overkill,0,916,68650,im,2,18KK,im_log_game_2,3,overkill_step_11,4,42.7,707.1,572.4
23485,activate_star,79131,944,612,9293336,-,0,916,77180,im,2,18KK,im_log_game_2,8,activation,5,,,
23487,blast_step_2,80134,944,612,9294336,failure,-9,907,78183,im,2,18KK,im_log_game_2,8,blast_step_1,5,100.26,882.7,531.7
23488,blast_step_3,81134,944,612,9295337,success,15,922,79183,im,2,18KK,im_log_game_2,8,blast_step_2,5,,,
23489,blast_step_4,82137,944,612,9296336,success,35,957,80186,im,2,18KK,im_log_game_2,8,blast_step_3,5,75.89,920.3,545.1
23490,blast_step_5,83137,944,612,9297336,success,40,997,81186,im,2,18KK,im_log_game_2,8,blast_step_4,5,89.12,930.9,524.8
23491,blast_step_6,84139,944,612,9298337,success,45,1042,82188,im,2,18KK,im_log_game_2,8,blast_step_5,5,73.83,961.3,540.75
23492,blast_step_7,85143,944,612,9299336,success,70,1112,83192,im,2,18KK,im_log_game_2,8,blast_step_6,5,28.45,928.6,622.7
23493,blast_step_8,86144,944,612,9300336,success,30,1142,84193,im,2,18KK,im_log_game_2,8,blast_step_7,5,38.33,960.6,588.9
23494,overkill_step,87144,944,612,9301336,overkill,-42,1100,85193,im,2,18KK,im_log_game_2,8,overkill_step_8,5,146.88,1080.85,553.7
23495,overkill_step,88145,944,612,9302336,overkill,-57,1043,86194,im,2,18KK,im_log_game_2,8,overkill_step_9,5,70.39,998.6,649.5
23496,overkill_step,89150,944,612,9303336,no_overkill,0,1043,87199,im,2,18KK,im_log_game_2,8,overkill_step_10,5,27.46,956.7,637.2
23500,activate_star,94733,1215,533,9308936,-,0,1043,92782,im,2,18KK,im_log_game_2,13,activation,6,53.35,1166.3,551.2
23501,blast_step_1,95771,1215,533,9309977,failure,-3,1040,93820,im,2,18KK,im_log_game_2,13,blast_step_1,6,93.12,1129.1,535.5
23502,blast_step_2,96774,1215,533,9310976,failure,-9,1031,94823,im,2,18KK,im_log_game_2,13,blast_step_2,6,,,
23503,blast_step_3,97778,1215,533,9311976,success,40,1071,95827,im,2,18KK,im_log_game_2,13,blast_step_3,6,,,
23504,blast_step_4,98782,1215,533,9312976,failure,-27,1044,96831,im,2,18KK,im_log_game_2,13,blast_step_4,6,35.86,1184.6,515.0
23505,blast_step_5,99785,1215,533,9313978,success,60,1104,97834,im,2,18KK,im_log_game_2,13,blast_step_5,6,66.39,1150.7,544.9
23506,blast_step_6,100786,1215,533,9314978,success,70,1174,98835,im,2,18KK,im_log_game_2,13,blast_step_6,6,59.75,1172.5,562.8
23507,blast_step_7,101786,1215,533,9315978,failure,-39,1135,99835,im,2,18KK,im_log_game_2,13,blast_step_7,6,58.16,1203.3,480.9
23508,blast_step_8,102790,1215,533,9316978,failure,-33,1102,100839,im,2,18KK,im_log_game_2,13,blast_step_8,6,47.81,1176.6,506.0
23509,overkill_step,103795,1215,533,9317980,overkill,-39,1063,101844,im,2,18KK,im_log_game_2,13,overkill_step_9,6,81.59,1167.7,473.8
23510,overkill_step,104796,1215,533,9318978,overkill,-27,1036,102845,im,2,18KK,im_log_game_2,13,overkill_step_10,6,130.0,1095.6,586.5
23511,overkill_step,105797,1215,533,9319978,overkill,-30,1006,103846,im,2,18KK,im_log_game_2,13,overkill_step_11,6,,,
23512,overkill_step,106798,1215,533,9320978,no_overkill,0,1006,104847,im,2,18KK,im_log_game_2,13,overkill_step_12,6,58.95,1179.2,560.9
23522,activate_star,134497,1355,170,9348698,-,0,1006,132546,im,2,18KK,im_log_game_2,19,activation,7,71.67,1289.0,194.9
23523,blast_step_1,135502,1355,170,9349699,success,10,1016,133551,im,2,18KK,im_log_game_2,19,blast_step_1,7,,,
23524,blast_step_2,136506,1355,170,9350698,success,20,1036,134555,im,2,18KK,im_log_game_2,19,blast_step_2,7,77.25,1280.1,180.7
23525,blast_step_3,137510,1355,170,9351698,success,40,1076,135559,im,2,18KK,im_log_game_2,19,blast_step_3,7,66.0,1297.6,183.4
23526,blast_step_4,138510,1355,170,9352698,success,35,1111,136559,im,2,18KK,im_log_game_2,19,blast_step_4,7,58.42,1303.5,189.4
23527,blast_step_5,139514,1355,170,9353698,success,40,1151,137563,im,2,18KK,im_log_game_2,19,blast_step_5,7,38.93,1316.1,173.2
23528,blast_step_6,140514,1355,170,9354698,success,65,1216,138563,im,2,18KK,im_log_game_2,19,blast_step_6,7,84.9,1271.1,177.8
23529,blast_step_7,141514,1355,170,9355698,success,70,1286,139563,im,2,18KK,im_log_game_2,19,blast_step_7,7,77.16,1307.4,234.7
23530,blast_step_8,142515,1355,170,9356700,success,40,1326,140564,im,2,18KK,im_log_game_2,19,blast_step_8,7,86.61,1305.8,248.5
23531,overkill_step,143515,1355,170,9357698,overkill,-30,1296,141564,im,2,18KK,im_log_game_2,19,overkill_step_9,7,,,
23532,overkill_step,144515,1355,170,9358699,overkill,-33,1263,142564,im,2,18KK,im_log_game_2,19,overkill_step_10,7,114.14,1263.9,242.05
23533,overkill_step,145517,1355,170,9359698,no_overkill,0,1263,143566,im,2,18KK,im_log_game_2,19,overkill_step_11,7,118.23,1271.4,253.3
23539,activate_star,150813,1279,811,9365018,-,0,1263,148862,im,2,18KK,im_log_game_2,16,activation,8,88.01,1194.0,793.7
23540,blast_step_1,151824,1279,811,9366018,failure,-3,1260,149873,im,2,18KK,im_log_game_2,16,blast_step_1,8,90.72,1196.0,775.7
23541,blast_step_2,152827,1279,811,9367018,success,20,1280,150876,im,2,18KK,im_log_game_2,16,blast_step_2,8,86.52,1209.6,765.3
