index,event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,condition,n_game,subject,filename,n_star,interaction_type,n,p_nan,deviation,gaze_pos_x,gaze_pos_y,var_x,var_y,var,range_x,range_y,range_mean,range_max,range,av_x,av_y,norm_dev,gaze_path
7564,activate_star,6958,664,429,79818195,-,0,0,2579,im,1,06KK,im_log_game_1,3,blast,1,0.0,38.75,629.0,444.0,40.59,41.56,41.075,27.7,26.8,27.25,27.7,38.54257386319704,646.2,445.3,19.02,1453.57
7580,activate_star,24038,880,683,79835275,-,0,245,19659,im,1,06KK,im_log_game_1,8,blast,2,0.0,39.77,857.8,713.2,150.9,429.49,290.195,57.1,86.1,71.6,86.1,103.31321309493767,853.0,696.7,23.21,1617.1
7600,activate_star,42197,1321,932,79853435,-,0,395,37818,im,1,06KK,im_log_game_1,17,blast,3,0.0,19.59,1333.5,945.3,80.97,37.86,59.415,29.9,26.3,28.1,29.9,39.82084881064189,1354.2,955.1,24.34,1538.16
7615,activate_star,57232,1081,445,79868475,-,0,485,52853,im,1,06KK,im_log_game_1,12,blast,4,0.0,15.4,1073.5,456.2,84.43,35.41,59.92,35.5,26.4,30.95,35.5,44.24036618293298,1086.3,457.2,14.88,1368.84
7630,activate_star,72115,1329,265,79883355,-,0,483,67736,im,1,06KK,im_log_game_1,18,blast,5,0.0,24.61,1348.1,276.5,107.19,157.45,132.32,39.4,61.0,50.2,61.0,72.61790412838971,1357.8,269.1,15.56,1394.18
7647,activate_star,87073,786,915,79898315,-,0,497,82694,im,1,06KK,im_log_game_1,6,holiday_home,6,0.0,24.39,765.8,924.8,765.84,37.68,401.76,119.7,34.4,77.05,119.7,124.54497179733913,768.2,926.0,6.83,1456.1
7671,activate_star,125756,1242,669,79936994,-,0,804,121377,im,1,06KK,im_log_game_1,16,blast,7,0.0,10.84,1240.3,676.9,61.53,44.12,52.825,41.4,31.2,36.3,41.4,51.84013888870283,1238.1,668.0,11.35,1538.22
7686,activate_star,142359,1072,808,79953594,-,0,818,137980,im,1,06KK,im_log_game_1,11,blast,8,0.0,58.49,1058.4,865.6,56.91,92.69,74.8,33.0,31.9,32.45,33.0,45.89782129905514,1057.95,852.4,16.55,1618.33
7699,activate_star,156634,598,779,79967874,-,0,1009,152255,im,1,06KK,im_log_game_1,1,holiday_home,9,0.0,37.87,581.0,812.1,119.48,165.34,142.41,58.3,54.8,56.55,58.3,80.01206159073767,586.9,775.1,38.77,1722.9
7718,activate_star,183075,959,274,79994314,-,0,1157,178696,im,1,06KK,im_log_game_1,9,blast,10,0.0,37.27,929.6,299.7,57.95,49.57,53.760000000000005,27.6,27.7,27.65,27.7,39.103068933269164,936.5,288.7,12.56,1527.67
7734,activate_star,6200,642,677,80012394,-,0,1286,193427,im,1,06KK,im_log_game_1,2,blast,11,0.0,48.03,597.6,659.2,233.84,98.15,165.995,61.7,37.6,49.650000000000006,61.7,72.25406562955472,601.8,647.4,12.81,1489.3
7748,activate_star,22804,821,163,80028994,-,0,1512,210031,im,1,06KK,im_log_game_1,7,holiday_home,12,0.0,64.36,773.6,125.4,90.69,415.18,252.935,44.1,71.3,57.7,71.3,83.83614972074994,769.7,146.9,25.49,1668.31
7765,activate_star,48204,751,849,80054396,-,0,1742,235431,im,1,06KK,im_log_game_1,5,blast,13,0.0,28.01,728.6,832.6,147.48,40.6,94.03999999999999,49.6,25.3,37.45,49.6,55.67988864931395,732.7,828.2,10.75,1448.27
7780,activate_star,63845,1157,689,80070034,-,0,1857,251072,im,1,06KK,im_log_game_1,14,blast,14,0.0,28.4,1142.1,668.6,34.41,315.78,175.09499999999997,29.3,80.0,54.65,80.0,85.19677223932841,1144.1,678.2,13.43,1802.74
7795,activate_star,80443,588,250,80086634,-,0,1934,267670,im,1,06KK,im_log_game_1,0,blast,15,0.0,24.78,577.5,231.2,292.95,161.54,227.245,88.0,60.2,74.1,88.0,106.62101106254808,591.4,232.5,18.44,1595.25
7811,activate_star,96720,727,426,80102914,-,0,2223,283947,im,1,06KK,im_log_game_1,4,blast,16,0.0,23.99,710.9,410.6,200.5,59.47,129.985,52.4,30.5,41.45,52.4,60.63010803223098,715.1,421.2,12.87,1493.05
7824,activate_star,111562,1102,219,80117755,-,0,2332,298789,im,1,06KK,im_log_game_1,13,blast,17,3.8,32.22,1110.6,197.7,449.94,278.23,364.08500000000004,95.0,59.2,77.1,95.0,111.93587449964376,1110.2,167.35,34.87,
7840,activate_star,127283,1225,450,80133474,-,0,2504,314510,im,1,06KK,im_log_game_1,15,blast,18,0.0,62.16,1164.6,468.8,422.44,15.37,218.905,61.5,17.5,39.5,61.5,63.94137940332536,1181.9,474.2,20.38,1503.15
7853,activate_star,140959,1340,232,80147154,-,0,2735,328186,im,1,06KK,im_log_game_1,19,blast,19,0.0,8.78,1339.1,225.5,29.07,24.65,26.86,23.0,21.9,22.45,23.0,31.758620876857986,1336.2,225.7,7.61,1602.86
7867,activate_star,156203,1031,905,80162394,-,0,2873,343430,im,1,06KK,im_log_game_1,10,holiday_home,20,0.0,25.56,1005.8,905.9,39.87,22.64,31.255,22.6,19.9,21.25,22.6,30.112621938316828,999.3,915.1,14.41,1608.1
