index,event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,condition,n_game,subject,filename,n_star,interaction_type,n,p_nan,deviation,gaze_pos_x,gaze_pos_y,var_x,var_y,var,range_x,range_y,range_mean,range_max,range,av_x,av_y,norm_dev,gaze_path
1873,activate_star,20630,898,488,498439913,-,0,0,2007,im,1,02ES,im_log_game_1,9,holiday_home,1,0.0,37.85,864.0,477.35,30.73,133.65,82.19,21.2,51.2,36.2,51.2,55.4155212914216,863.9,472.4,8.96,1219.25
1890,activate_star,45310,1334,178,498464592,-,0,300,26687,im,1,02ES,im_log_game_1,19,blast,2,0.0,62.21,1303.9,123.3,10.37,77.79,44.080000000000005,13.8,35.1,24.450000000000003,35.1,37.71538147758816,1301.2,122.6,7.42,1089.63
1903,activate_star,57738,769,286,498477032,-,0,428,39115,im,1,02ES,im_log_game_1,5,blast,3,0.0,43.8,743.2,251.1,31.74,63.69,47.714999999999996,21.3,40.1,30.700000000000003,40.1,45.4059467470947,749.6,258.7,10.67,1450.0
1918,activate_star,72080,643,474,498491351,-,0,663,53457,im,1,02ES,im_log_game_1,3,holiday_home,4,0.0,26.87,638.1,447.5,21.16,230.66,125.91,21.9,50.0,35.95,50.0,54.58580401532985,637.0,467.0,19.51,1335.87
1937,activate_star,97220,1296,682,498516511,-,0,978,78597,im,1,02ES,im_log_game_1,17,blast,5,5.405405405405405,44.73,1290.7,641.4,99.13,115.31,107.22,43.1,104.5,73.8,104.5,113.03919674166126,1273.1,639.3,20.9,
1950,activate_star,110981,628,884,498530271,-,0,1112,92358,im,1,02ES,im_log_game_1,2,holiday_home,6,0.0,31.36,608.0,861.7,65.56,103.07,84.315,34.4,41.3,37.849999999999994,41.3,53.749883720804455,610.3,855.0,12.84,1405.88
1973,activate_star,145672,1221,488,498564951,-,0,1402,127049,im,1,02ES,im_log_game_1,16,blast,7,0.0,53.21,1218.7,435.0,48.65,88.27,68.46,24.0,41.6,32.8,41.6,48.026659263371634,1206.3,435.5,17.24,1090.39
1986,activate_star,159009,1095,863,498578271,-,0,1543,140386,im,1,02ES,im_log_game_1,13,holiday_home,8,0.0,54.94,1112.0,810.5,39.85,213.18,126.515,25.4,45.7,35.55,45.7,52.28431887287048,1102.0,817.8,19.55,1427.28
2005,activate_star,184381,785,757,498603671,-,0,1843,165758,im,1,02ES,im_log_game_1,7,blast,9,0.0,34.74,775.3,724.4,91.83,122.15,106.99000000000001,34.7,49.7,42.2,49.7,60.6150146415886,790.2,729.1,19.04,1290.27
2020,activate_star,198034,1039,660,498617311,-,0,1955,179411,im,1,02ES,im_log_game_1,11,holiday_home,10,0.0,56.1,1038.4,604.55,62.33,153.39,107.85999999999999,27.6,71.7,49.650000000000006,71.7,76.82870557285213,1026.2,600.9,15.28,1496.46
2045,activate_star,6623,609,407,498656151,-,0,2140,216582,im,1,02ES,im_log_game_1,1,blast,11,0.0,75.62,585.5,335.8,42.7,31.58,37.14,27.7,24.4,26.049999999999997,27.7,36.91408945104836,590.3,337.5,8.3,1290.56
2058,activate_star,18955,1324,660,498668471,-,0,2419,228914,im,1,02ES,im_log_game_1,18,blast,12,0.0,11.57,1318.3,657.0,25.25,70.01,47.63,19.7,34.7,27.200000000000003,34.7,39.9021302689468,1319.1,645.7,13.22,994.0
2075,activate_star,35459,837,519,498684990,-,0,2617,245418,im,1,02ES,im_log_game_1,8,blast,13,0.0,56.55,832.4,462.7,22.29,110.96,66.625,19.0,38.9,28.95,38.9,43.29214709390145,836.6,462.4,9.27,1007.45
2090,activate_star,50783,986,940,498700310,-,0,2881,260742,im,1,02ES,im_log_game_1,10,blast,14,0.0,11.03,994.1,937.8,22.49,53.49,37.99,16.5,29.7,23.1,29.7,33.9755794652571,994.8,941.8,7.4,1040.44
2103,activate_star,65226,1136,488,498714750,-,0,2988,275185,im,1,02ES,im_log_game_1,14,blast,15,0.0,26.78,1120.2,473.0,98.29,80.83,89.56,35.6,29.8,32.7,35.6,46.42628565801921,1118.1,458.6,14.62,1122.59
2116,activate_star,77780,565,885,498727310,-,0,3108,287739,im,1,02ES,im_log_game_1,0,blast,16,0.0,16.96,564.5,901.3,28.25,87.93,58.09,19.9,31.5,25.7,31.5,37.25936123982804,548.7,914.4,24.5,1258.65
2129,activate_star,91109,1082,220,498740630,-,0,3407,301068,im,1,02ES,im_log_game_1,12,blast,17,0.0,37.32,1071.2,185.6,196.68,21.64,109.16,80.8,24.5,52.65,80.8,84.43275430779218,1086.9,182.6,16.2,1025.98
2142,activate_star,104579,784,919,498754110,-,0,3669,314538,im,1,02ES,im_log_game_1,6,blast,18,0.0,26.91,803.1,915.6,95.82,249.75,172.785,47.9,51.5,49.7,51.5,70.33249604556914,806.6,929.8,16.91,1257.62
2157,activate_star,119296,655,161,498768830,-,0,3941,329255,im,1,02ES,im_log_game_1,4,blast,19,0.0,66.48,638.1,96.7,38.63,26.13,32.38,26.6,22.8,24.700000000000003,26.6,35.03426893771297,633.6,98.5,7.6,1034.32
