index,event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,condition,n_game,subject,filename,n_star,interaction_type,n,p_nan,deviation,gaze_pos_x,gaze_pos_y,var_x,var_y,var,range_x,range_y,range_mean,range_max,range,av_x,av_y,norm_dev,gaze_path
29606,activate_star,4252,648,232,8574806,-,0,0,2403,im,1,21EC,im_log_game_1,1,holiday_home,1,,,,,,,,,,,,,,,,
29625,activate_star,28891,1021,238,8599446,-,0,75,27042,im,1,21EC,im_log_game_1,11,holiday_home,2,0.0,45.59,1040.4,196.9,10.81,54.6,32.705,14.8,28.3,21.55,28.3,31.936342934030503,1045.3,172.3,25.46,1433.4
29642,activate_star,51577,1320,203,8622126,-,0,197,49728,im,1,21EC,im_log_game_1,18,holiday_home,3,0.0,55.9,1371.6,181.9,225.19,65.73,145.46,48.4,39.7,44.05,48.4,62.59912139958516,1366.3,182.9,17.61,1405.15
29668,activate_star,88013,1210,611,8658565,-,0,292,86164,im,1,21EC,im_log_game_1,14,blast,4,0.0,51.2,1243.5,574.8,36.43,83.98,60.205,25.5,33.6,29.55,33.6,42.18068278252499,1246.2,570.0,10.32,1380.27
29684,activate_star,102852,690,666,8673405,-,0,354,101003,im,1,21EC,im_log_game_1,2,blast,5,0.0,72.77,725.2,601.0,59.73,32.72,46.224999999999994,28.8,21.7,25.25,28.8,36.06008874087805,736.2,591.7,15.38,1440.26
29700,activate_star,119189,718,465,8689725,-,0,332,117340,im,1,21EC,im_log_game_1,5,blast,6,2.4024024024024024,35.99,744.8,441.3,584.71,3472.54,2028.625,282.8,679.0,480.9,679.0,735.5384694222322,747.3,441.9,7.52,
29715,activate_star,136214,902,853,8706765,-,0,486,134365,im,1,21EC,im_log_game_1,8,blast,7,0.0,71.95,957.7,806.3,20.96,18.89,19.925,24.9,16.9,20.9,24.9,30.093520897362605,954.6,800.8,7.16,1313.77
29728,activate_star,149572,701,881,8720125,-,0,585,147723,im,1,21EC,im_log_game_1,3,blast,8,0.0,85.81,757.3,818.2,22.34,67.69,45.015,22.6,28.4,25.5,28.4,36.29490322345549,768.9,824.1,13.44,1250.74
29744,activate_star,165653,1032,454,8736205,-,0,830,163804,im,1,21EC,im_log_game_1,12,blast,9,0.0,60.6,1069.6,407.0,26.81,27.26,27.035,23.0,20.9,21.95,23.0,31.077483810630486,1071.0,401.5,9.08,1296.07
29759,activate_star,183653,1228,934,8754205,-,0,988,181804,im,1,21EC,im_log_game_1,15,blast,10,0.0,58.38,1266.9,891.5,83.99,94.92,89.455,35.0,39.2,37.1,39.2,52.55130826154569,1275.25,877.6,19.6,1429.03
29775,activate_star,7414,737,217,8774485,-,0,1023,198160,im,1,21EC,im_log_game_1,6,blast,11,0.0,72.63,790.0,169.1,28.55,165.76,97.155,22.9,54.6,38.75,54.6,59.2078542087112,786.0,174.0,10.9,1506.25
29788,activate_star,20748,567,368,8787765,-,0,1303,211494,im,1,21EC,im_log_game_1,0,holiday_home,12,0.0,81.43,608.8,299.3,48.24,78.69,63.465,27.5,31.0,29.25,31.0,41.43971524998694,604.3,306.1,12.4,1707.11
29807,activate_star,44847,955,310,8811925,-,0,1479,235593,im,1,21EC,im_log_game_1,10,blast,13,0.0,33.83,975.3,280.4,178.73,47.32,113.02499999999999,47.9,28.7,38.3,47.9,55.83994985671101,972.9,272.3,13.62,1470.93
29822,activate_star,59372,1279,306,8826444,-,0,1748,250118,im,1,21EC,im_log_game_1,17,blast,14,0.0,80.2,1323.2,248.8,788.19,481.41,634.8000000000001,91.5,65.1,78.3,91.5,112.29541397581647,1318.9,236.1,39.09,1583.31
29838,activate_star,73646,765,507,8840724,-,0,1961,264392,im,1,21EC,im_log_game_1,7,blast,15,0.0,80.53,815.0,447.7,131.95,92.59,112.27,52.6,33.7,43.150000000000006,52.6,62.469592603121725,820.25,450.6,17.56,1415.63
29852,activate_star,88966,946,805,8856044,-,0,2191,279712,im,1,21EC,im_log_game_1,9,holiday_home,16,0.0,74.69,998.6,753.9,35.57,82.06,58.815,24.4,32.5,28.45,32.5,40.640004921259546,988.5,769.8,20.28,1274.29
29871,activate_star,115768,1253,854,8882844,-,0,2184,306514,im,1,21EC,im_log_game_1,16,blast,17,0.0,44.75,1297.4,847.0,43.09,138.35,90.72,23.5,36.0,29.75,36.0,42.99127818523194,1296.8,857.6,11.65,1426.06
29888,activate_star,130450,1321,593,8897524,-,0,2115,321196,im,1,21EC,im_log_game_1,19,blast,18,0.0,54.24,1364.7,562.2,78.34,85.03,81.685,35.2,36.0,35.6,36.0,50.3491807281906,1358.8,549.9,16.86,1750.47
29903,activate_star,144888,1116,576,8911964,-,0,1899,335634,im,1,21EC,im_log_game_1,13,blast,19,0.0,36.0,1142.8,551.8,29.74,15.09,22.415,20.3,17.6,18.950000000000003,20.3,26.86726632912251,1142.4,559.6,9.9,1373.83
29918,activate_star,159166,716,868,8926244,-,0,1791,349912,im,1,21EC,im_log_game_1,4,blast,20,0.0,84.72,772.3,797.8,69.01,147.47,108.24000000000001,30.0,35.5,32.75,35.5,46.47848964843845,776.5,803.0,15.38,1268.22
29933,activate_star,4659,677,283,9167685,-,0,0,2648,im,2,21EC,im_log_game_2,1,blast,1,,,,,,,,,,,,,,,,
29949,activate_star,19656,843,416,9182685,-,0,119,17645,im,2,21EC,im_log_game_2,2,blast,2,,,,,,,,,,,,,,,,
29965,activate_star,37005,1113,162,9200005,-,0,345,34994,im,2,21EC,im_log_game_2,4,blast,3,0.0,56.13,1121.7,110.4,304.2,49.26,176.73,56.4,30.0,43.2,56.4,63.88239194018959,1142.9,103.2,21.7,1984.31
