event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,mode,n_game,subject,filename,n_star
start_game,3505,0,0,0,-,0,0,0,im,1,test1,im_log_game_1,-1
select_star,4011,825,611,9853839,-,0,0,506,im,1,test1,im_log_game_1,7
unselect_star,4568,825,611,9854399,-,0,0,1063,im,1,test1,im_log_game_1,7
select_star,5109,798,314,9854919,-,0,0,1604,im,1,test1,im_log_game_1,6
activate_star,6610,798,314,9856439,-,0,0,3105,im,1,test1,im_log_game_1,6
blast_step_1,7615,798,314,9857439,success,15,15,4110,im,1,test1,im_log_game_1,6
blast_step_2,8615,798,314,9858439,success,45,60,5110,im,1,test1,im_log_game_1,6
blast_step_3,9615,798,314,9859439,success,45,105,6110,im,1,test1,im_log_game_1,6
blast_step_4,10615,798,314,9860439,success,20,125,7110,im,1,test1,im_log_game_1,6
blast_step_5,11615,798,314,9861439,success,45,170,8110,im,1,test1,im_log_game_1,6
blast_step_6,12616,798,314,9862439,success,60,230,9111,im,1,test1,im_log_game_1,6
blast_step_7,13616,798,314,9863439,success,70,300,10111,im,1,test1,im_log_game_1,6
blast_step_8,14616,798,314,9864439,success,40,340,11111,im,1,test1,im_log_game_1,6
overkill_step,15616,798,314,9865439,overkill,-45,295,12111,im,1,test1,im_log_game_1,6
overkill_step,16617,798,314,9866440,no_overkill,0,295,13112,im,1,test1,im_log_game_1,6
star_blasted,18617,798,314,9868440,-,0,295,15112,im,1,test1,im_log_game_1,6
change_score,18917,798,314,9868720,-,295,295,15412,im,1,test1,im_log_game_1,6
select_star,19548,560,412,9869360,-,0,295,16043,im,1,test1,im_log_game_1,3
activate_star,21049,560,412,9870880,-,0,295,17544,im,1,test1,im_log_game_1,3
start_holiday_home,21049,560,412,9870880,-,0,295,17544,im,1,test1,im_log_game_1,3
end_holiday_home,29051,560,412,9878880,-,0,295,25546,im,1,test1,im_log_game_1,3
select_star,31228,264,123,9881040,-,0,295,27723,im,1,test1,im_log_game_1,0
unselect_star,31488,264,123,9881320,-,0,295,27983,im,1,test1,im_log_game_1,0
select_star,32188,308,434,9882000,-,0,295,28683,im,1,test1,im_log_game_1,2
activate_star,33690,308,434,9883520,-,0,295,30185,im,1,test1,im_log_game_1,2
start_holiday_home,33690,308,434,9883520,-,0,295,30185,im,1,test1,im_log_game_1,2
end_holiday_home,41693,308,434,9891521,-,0,295,38188,im,1,test1,im_log_game_1,2
select_star,42829,688,799,9892641,-,0,295,39324,im,1,test1,im_log_game_1,5
activate_star,44331,688,799,9894161,-,0,295,40826,im,1,test1,im_log_game_1,5
skipped_blast_step,45334,688,799,9895161,-,0,295,41829,im,1,test1,im_log_game_1,5
blast_step_2,45334,688,799,9895161,success,35,330,41829,im,1,test1,im_log_game_1,5
blast_step_3,46334,688,799,9896161,success,40,370,42829,im,1,test1,im_log_game_1,5
blast_step_4,47334,688,799,9897161,success,35,405,43829,im,1,test1,im_log_game_1,5
blast_step_5,48335,688,799,9898161,success,30,435,44830,im,1,test1,im_log_game_1,5
blast_step_6,49335,688,799,9899161,success,45,480,45830,im,1,test1,im_log_game_1,5
blast_step_7,50335,688,799,9900161,failure,-36,444,46830,im,1,test1,im_log_game_1,5
blast_step_8,51336,688,799,9901161,success,60,504,47831,im,1,test1,im_log_game_1,5
overkill_step,52336,688,799,9902161,no_overkill,0,504,48831,im,1,test1,im_log_game_1,5
star_blasted,54336,688,799,9904161,-,0,504,50831,im,1,test1,im_log_game_1,5
change_score,54637,688,799,9904441,-,209,504,51132,im,1,test1,im_log_game_1,5
select_star,55591,983,432,9905401,-,0,504,52086,im,1,test1,im_log_game_1,8
activate_star,57091,983,432,9906921,-,0,504,53586,im,1,test1,im_log_game_1,8
blast_step_1,58093,983,432,9907921,success,5,509,54588,im,1,test1,im_log_game_1,8
blast_step_2,59093,983,432,9908921,success,40,549,55588,im,1,test1,im_log_game_1,8
blast_step_3,60093,983,432,9909921,failure,-21,528,56588,im,1,test1,im_log_game_1,8
blast_step_4,61093,983,432,9910921,failure,-18,510,57588,im,1,test1,im_log_game_1,8
blast_step_5,62093,983,432,9911921,failure,-27,483,58588,im,1,test1,im_log_game_1,8
blast_step_6,63093,983,432,9912921,success,60,543,59588,im,1,test1,im_log_game_1,8
blast_step_7,64093,983,432,9913921,failure,-24,519,60588,im,1,test1,im_log_game_1,8
blast_step_8,65093,983,432,9914921,success,40,559,61588,im,1,test1,im_log_game_1,8
overkill_step,66094,983,432,9915921,overkill,-48,511,62589,im,1,test1,im_log_game_1,8
overkill_step,67095,983,432,9916922,overkill,-36,475,63590,im,1,test1,im_log_game_1,8
overkill_step,68096,983,432,9917922,overkill,-6,469,64591,im,1,test1,im_log_game_1,8
overkill_step,69096,983,432,9918921,no_overkill,0,469,65591,im,1,test1,im_log_game_1,8
star_blasted,71096,983,432,9920920,-,0,469,67591,im,1,test1,im_log_game_1,8
change_score,71396,983,432,9921200,-,-35,469,67891,im,1,test1,im_log_game_1,8
select_star,72187,624,198,9922000,-,0,469,68682,im,1,test1,im_log_game_1,4
activate_star,73688,624,198,9923520,-,0,469,70183,im,1,test1,im_log_game_1,4
blast_step_1,74691,624,198,9924520,failure,-6,463,71186,im,1,test1,im_log_game_1,4
blast_step_2,75691,624,198,9925520,failure,-9,454,72186,im,1,test1,im_log_game_1,4
blast_step_3,76692,624,198,9926520,success,5,459,73187,im,1,test1,im_log_game_1,4
blast_step_4,77692,624,198,9927520,success,25,484,74187,im,1,test1,im_log_game_1,4
blast_step_5,78692,624,198,9928520,success,40,524,75187,im,1,test1,im_log_game_1,4
blast_step_6,79692,624,198,9929520,success,40,564,76187,im,1,test1,im_log_game_1,4
blast_step_7,80692,624,198,9930520,failure,-30,534,77187,im,1,test1,im_log_game_1,4
blast_step_8,81692,624,198,9931520,success,45,579,78187,im,1,test1,im_log_game_1,4
overkill_step,82692,624,198,9932520,overkill,-48,531,79187,im,1,test1,im_log_game_1,4
overkill_step,83692,624,198,9933520,no_overkill,0,531,80187,im,1,test1,im_log_game_1,4
star_blasted,85692,624,198,9935520,-,0,531,82187,im,1,test1,im_log_game_1,4
change_score,85992,624,198,9935800,-,62,531,82487,im,1,test1,im_log_game_1,4
select_star,87349,560,412,9937160,-,0,531,83844,im,1,test1,im_log_game_1,3
activate_star,88850,560,412,9938680,-,0,531,85345,im,1,test1,im_log_game_1,3
blast_step_1,89853,560,412,9939680,success,5,536,86348,im,1,test1,im_log_game_1,3
blast_step_2,90853,560,412,9940680,failure,-27,509,87348,im,1,test1,im_log_game_1,3
blast_step_3,91853,560,412,9941680,failure,-21,488,88348,im,1,test1,im_log_game_1,3
blast_step_4,92853,560,412,9942680,failure,-18,470,89348,im,1,test1,im_log_game_1,3
blast_step_5,93853,560,412,9943681,success,55,525,90348,im,1,test1,im_log_game_1,3
blast_step_6,94853,560,412,9944681,success,50,575,91348,im,1,test1,im_log_game_1,3
blast_step_7,95853,560,412,9945681,success,50,625,92348,im,1,test1,im_log_game_1,3
blast_step_8,96854,560,412,9946681,failure,-42,583,93349,im,1,test1,im_log_game_1,3
overkill_step,97854,560,412,9947681,overkill,-36,547,94349,im,1,test1,im_log_game_1,3
overkill_step,98854,560,412,9948681,overkill,-48,499,95349,im,1,test1,im_log_game_1,3
overkill_step,99854,560,412,9949681,no_overkill,0,499,96349,im,1,test1,im_log_game_1,3
star_blasted,101855,560,412,9951681,-,0,499,98350,im,1,test1,im_log_game_1,3
change_score,102155,560,412,9951961,-,-32,499,98650,im,1,test1,im_log_game_1,3
select_star,103190,301,784,9953001,-,0,499,99685,im,1,test1,im_log_game_1,1
unselect_star,104329,301,784,9954161,-,0,499,100824,im,1,test1,im_log_game_1,1
select_star,110830,308,434,9960641,-,0,499,107325,im,1,test1,im_log_game_1,2
unselect_star,110889,308,434,9960721,-,0,499,107384,im,1,test1,im_log_game_1,2
select_star,112549,308,434,9962361,-,0,499,109044,im,1,test1,im_log_game_1,2
unselect_star,113170,308,434,9963001,-,0,499,109665,im,1,test1,im_log_game_1,2
select_star,118190,1017,796,9968001,-,0,499,114685,im,1,test1,im_log_game_1,9
activate_star,119692,1017,796,9969522,-,0,499,116187,im,1,test1,im_log_game_1,9
skipped_blast_step,120694,1017,796,9970522,-,0,499,117189,im,1,test1,im_log_game_1,9
blast_step_2,120694,1017,796,9970522,success,20,519,117189,im,1,test1,im_log_game_1,9
blast_step_3,121694,1017,796,9971522,success,15,534,118189,im,1,test1,im_log_game_1,9
blast_step_4,122694,1017,796,9972522,failure,-21,513,119189,im,1,test1,im_log_game_1,9
blast_step_5,123694,1017,796,9973522,success,35,548,120189,im,1,test1,im_log_game_1,9
blast_step_6,124694,1017,796,9974522,failure,-27,521,121189,im,1,test1,im_log_game_1,9
blast_step_7,125694,1017,796,9975522,failure,-27,494,122189,im,1,test1,im_log_game_1,9
blast_step_8,126694,1017,796,9976522,success,45,539,123189,im,1,test1,im_log_game_1,9
overkill_step,127694,1017,796,9977522,overkill,-27,512,124189,im,1,test1,im_log_game_1,9
overkill_step,128694,1017,796,9978522,overkill,-45,467,125189,im,1,test1,im_log_game_1,9
overkill_step,129694,1017,796,9979522,overkill,-18,449,126189,im,1,test1,im_log_game_1,9
overkill_step,130694,1017,796,9980522,no_overkill,0,449,127189,im,1,test1,im_log_game_1,9
star_blasted,132694,1017,796,9982522,-,0,449,129189,im,1,test1,im_log_game_1,9
change_score,132994,1017,796,9982802,-,-50,449,129489,im,1,test1,im_log_game_1,9
select_star,133495,825,611,9983322,-,0,449,129990,im,1,test1,im_log_game_1,7
activate_star,134996,825,611,9984802,-,0,449,131491,im,1,test1,im_log_game_1,7
blast_step_1,135999,825,611,9985802,failure,-3,446,132494,im,1,test1,im_log_game_1,7
blast_step_2,136999,825,611,9986802,failure,-15,431,133494,im,1,test1,im_log_game_1,7
blast_step_3,137999,825,611,9987802,success,65,496,134494,im,1,test1,im_log_game_1,7
blast_step_4,138999,825,611,9988802,failure,-33,463,135494,im,1,test1,im_log_game_1,7
blast_step_5,139999,825,611,9989802,success,45,508,136494,im,1,test1,im_log_game_1,7
blast_step_6,140999,825,611,9990802,success,50,558,137494,im,1,test1,im_log_game_1,7
blast_step_7,141999,825,611,9991802,success,25,583,138494,im,1,test1,im_log_game_1,7
blast_step_8,142999,825,611,9992803,success,45,628,139494,im,1,test1,im_log_game_1,7
overkill_step,144000,825,611,9993803,overkill,-30,598,140495,im,1,test1,im_log_game_1,7
overkill_step,145001,825,611,9994803,overkill,-24,574,141496,im,1,test1,im_log_game_1,7
overkill_step,146001,825,611,9995802,no_overkill,0,574,142496,im,1,test1,im_log_game_1,7
star_blasted,148001,825,611,9997804,-,0,574,144496,im,1,test1,im_log_game_1,7
change_score,148302,825,611,9998123,-,125,574,144797,im,1,test1,im_log_game_1,7
select_star,150671,301,784,10000483,-,0,574,147166,im,1,test1,im_log_game_1,1
activate_star,152172,301,784,10002003,-,0,574,148667,im,1,test1,im_log_game_1,1
blast_step_1,154176,301,784,10004003,success,5,579,150671,im,1,test1,im_log_game_1,1
blast_step_2,155176,301,784,10005003,success,15,594,151671,im,1,test1,im_log_game_1,1
blast_step_3,156176,301,784,10006003,success,20,614,152671,im,1,test1,im_log_game_1,1
blast_step_4,157177,301,784,10007003,success,30,644,153672,im,1,test1,im_log_game_1,1
blast_step_5,158177,301,784,10008003,success,20,664,154672,im,1,test1,im_log_game_1,1
blast_step_6,159177,301,784,10009003,failure,-21,643,155672,im,1,test1,im_log_game_1,1
blast_step_7,160177,301,784,10010003,failure,-27,616,156672,im,1,test1,im_log_game_1,1
blast_step_8,161177,301,784,10011004,success,30,646,157672,im,1,test1,im_log_game_1,1
overkill_step,162177,301,784,10012003,overkill,-21,625,158672,im,1,test1,im_log_game_1,1
overkill_step,163177,301,784,10013005,no_overkill,0,625,159672,im,1,test1,im_log_game_1,1
star_blasted,165177,301,784,10015003,-,0,625,161672,im,1,test1,im_log_game_1,1
change_score,165477,301,784,10015284,-,51,625,161972,im,1,test1,im_log_game_1,1
select_star,168271,264,123,10018083,-,0,625,164766,im,1,test1,im_log_game_1,0
activate_star,169772,264,123,10019604,-,0,625,166267,im,1,test1,im_log_game_1,0
start_holiday_home,169772,264,123,10019604,-,0,625,166267,im,1,test1,im_log_game_1,0
end_holiday_home,177774,264,123,10027604,-,0,625,174269,im,1,test1,im_log_game_1,0
select_star,178872,264,123,10028684,-,0,625,175367,im,1,test1,im_log_game_1,0
activate_star,180374,264,123,10030204,-,0,625,176869,im,1,test1,im_log_game_1,0
skipped_blast_step,182376,264,123,10032204,-,0,625,178871,im,1,test1,im_log_game_1,0
blast_step_2,182376,264,123,10032204,success,25,650,178871,im,1,test1,im_log_game_1,0
blast_step_3,183376,264,123,10033204,success,40,690,179871,im,1,test1,im_log_game_1,0
blast_step_4,184376,264,123,10034204,failure,-15,675,180871,im,1,test1,im_log_game_1,0
blast_step_5,185376,264,123,10035204,success,40,715,181871,im,1,test1,im_log_game_1,0
blast_step_6,186376,264,123,10036204,success,45,760,182871,im,1,test1,im_log_game_1,0
blast_step_7,187376,264,123,10037204,success,45,805,183871,im,1,test1,im_log_game_1,0
blast_step_8,188376,264,123,10038204,success,65,870,184871,im,1,test1,im_log_game_1,0
overkill_step,189376,264,123,10039204,overkill,-30,840,185871,im,1,test1,im_log_game_1,0
overkill_step,190376,264,123,10040205,no_overkill,0,840,186871,im,1,test1,im_log_game_1,0
star_blasted,192376,264,123,10042204,-,0,840,188871,im,1,test1,im_log_game_1,0
change_score,192676,264,123,10042484,-,215,840,189171,im,1,test1,im_log_game_1,0
select_star,193178,308,434,10043004,-,0,840,189673,im,1,test1,im_log_game_1,2
activate_star,194680,308,434,10044485,-,0,840,191175,im,1,test1,im_log_game_1,2
blast_step_1,196682,308,434,10046485,success,10,850,193177,im,1,test1,im_log_game_1,2
blast_step_2,197682,308,434,10047485,success,20,870,194177,im,1,test1,im_log_game_1,2
blast_step_3,198683,308,434,10048485,success,25,895,195178,im,1,test1,im_log_game_1,2
blast_step_4,199683,308,434,10049485,success,20,915,196178,im,1,test1,im_log_game_1,2
blast_step_5,200683,308,434,10050485,success,60,975,197178,im,1,test1,im_log_game_1,2
blast_step_6,201683,308,434,10051485,success,35,1010,198178,im,1,test1,im_log_game_1,2
blast_step_7,202683,308,434,10052485,success,55,1065,199178,im,1,test1,im_log_game_1,2
blast_step_8,203684,308,434,10053485,success,45,1110,200179,im,1,test1,im_log_game_1,2
overkill_step,204684,308,434,10054485,overkill,-36,1074,201179,im,1,test1,im_log_game_1,2
overkill_step,205684,308,434,10055485,no_overkill,0,1074,202179,im,1,test1,im_log_game_1,2
star_blasted,207684,308,434,10057487,-,0,1074,204179,im,1,test1,im_log_game_1,2
change_score,207984,308,434,10057805,-,234,1074,204479,im,1,test1,im_log_game_1,2
end_game,208484,0,0,10058285,-,0,1074,204979,im,1,test1,im_log_game_1,-1
start_game,11166,0,0,0,-,0,1074,204979,qm,1,test1,qm_log_game_1,-1
select_star,12005,719,442,6559938,-,0,1074,205818,qm,1,test1,qm_log_game_1,5
unselect_star,12474,719,442,6560458,-,0,1074,206287,qm,1,test1,qm_log_game_1,5
select_star,13143,1004,124,6561098,-,0,1074,206956,qm,1,test1,qm_log_game_1,9
unselect_star,13385,1004,124,6561378,-,0,1074,207198,qm,1,test1,qm_log_game_1,9
select_star,13885,478,332,6561858,-,0,1074,207698,qm,1,test1,qm_log_game_1,3
activate_star,15387,478,332,6563378,-,0,1074,209200,qm,1,test1,qm_log_game_1,3
start_holiday_home,15387,478,332,6563378,-,0,1074,209200,qm,1,test1,qm_log_game_1,3
end_holiday_home,23389,478,332,6571379,-,0,1074,217202,qm,1,test1,qm_log_game_1,3
select_star,23890,478,332,6571859,-,0,1074,217703,qm,1,test1,qm_log_game_1,3
unselect_star,23907,478,332,6571899,-,0,1074,217720,qm,1,test1,qm_log_game_1,3
select_star,24408,719,442,6572379,-,0,1074,218221,qm,1,test1,qm_log_game_1,5
activate_star,25909,719,442,6573899,-,0,1074,219722,qm,1,test1,qm_log_game_1,5
start_holiday_home,25909,719,442,6573899,-,0,1074,219722,qm,1,test1,qm_log_game_1,5
end_holiday_home,33911,719,442,6581899,-,0,1074,227724,qm,1,test1,qm_log_game_1,5
select_star,34847,1004,124,6582819,-,0,1074,228660,qm,1,test1,qm_log_game_1,9
activate_star,36349,1004,124,6584339,-,0,1074,230162,qm,1,test1,qm_log_game_1,9
start_holiday_home,36349,1004,124,6584339,-,0,1074,230162,qm,1,test1,qm_log_game_1,9
end_holiday_home,44350,1004,124,6592339,-,0,1074,238163,qm,1,test1,qm_log_game_1,9
select_star,44851,1001,346,6592819,-,0,1074,238664,qm,1,test1,qm_log_game_1,8
activate_star,46352,1001,346,6594340,-,0,1074,240165,qm,1,test1,qm_log_game_1,8
blast_step_1,47360,1001,346,6595340,failure,-3,1071,241173,qm,1,test1,qm_log_game_1,8
blast_step_2,48360,1001,346,6596340,success,35,1106,242173,qm,1,test1,qm_log_game_1,8
blast_step_3,49360,1001,346,6597340,success,15,1121,243173,qm,1,test1,qm_log_game_1,8
blast_step_4,50361,1001,346,6598340,success,35,1156,244174,qm,1,test1,qm_log_game_1,8
blast_step_5,51361,1001,346,6599340,success,45,1201,245174,qm,1,test1,qm_log_game_1,8
blast_step_6,52361,1001,346,6600340,success,75,1276,246174,qm,1,test1,qm_log_game_1,8
blast_step_7,53361,1001,346,6601340,success,50,1326,247174,qm,1,test1,qm_log_game_1,8
blast_step_8,54361,1001,346,6602340,success,65,1391,248174,qm,1,test1,qm_log_game_1,8
overkill_step,55361,1001,346,6603340,overkill,-21,1370,249174,qm,1,test1,qm_log_game_1,8
overkill_step,56361,1001,346,6604340,no_overkill,0,1370,250174,qm,1,test1,qm_log_game_1,8
star_blasted,58361,1001,346,6606340,-,0,1370,252174,qm,1,test1,qm_log_game_1,8
change_score,58661,1001,346,6606620,-,296,1370,252474,qm,1,test1,qm_log_game_1,8
select_star,59208,719,442,6607180,-,0,1370,253021,qm,1,test1,qm_log_game_1,5
activate_star,60709,719,442,6608700,-,0,1370,254522,qm,1,test1,qm_log_game_1,5
blast_step_1,61712,719,442,6609700,success,5,1375,255525,qm,1,test1,qm_log_game_1,5
blast_step_2,62713,719,442,6610700,success,30,1405,256526,qm,1,test1,qm_log_game_1,5
blast_step_3,63713,719,442,6611700,success,50,1455,257526,qm,1,test1,qm_log_game_1,5
blast_step_4,64713,719,442,6612700,success,45,1500,258526,qm,1,test1,qm_log_game_1,5
blast_step_5,65713,719,442,6613700,success,45,1545,259526,qm,1,test1,qm_log_game_1,5
blast_step_6,66714,719,442,6614700,success,60,1605,260527,qm,1,test1,qm_log_game_1,5
blast_step_7,67714,719,442,6615700,success,35,1640,261527,qm,1,test1,qm_log_game_1,5
blast_step_8,68715,719,442,6616660,success,70,1710,262528,qm,1,test1,qm_log_game_1,5
overkill_step,69715,719,442,6617700,overkill,-21,1689,263528,qm,1,test1,qm_log_game_1,5
overkill_step,70716,719,442,6618700,overkill,-42,1647,264529,qm,1,test1,qm_log_game_1,5
overkill_step,71716,719,442,6619701,overkill,-18,1629,265529,qm,1,test1,qm_log_game_1,5
overkill_step,72716,719,442,6620701,overkill,-27,1602,266529,qm,1,test1,qm_log_game_1,5
star_blasted,75717,719,442,6623701,-,0,1602,269530,qm,1,test1,qm_log_game_1,5
change_score,76018,719,442,6623981,-,232,1602,269831,qm,1,test1,qm_log_game_1,5
select_star,77089,589,817,6625061,-,0,1602,270902,qm,1,test1,qm_log_game_1,4
unselect_star,77229,589,817,6625221,-,0,1602,271042,qm,1,test1,qm_log_game_1,4
select_star,78009,478,332,6625981,-,0,1602,271822,qm,1,test1,qm_log_game_1,3
activate_star,79510,478,332,6627501,-,0,1602,273323,qm,1,test1,qm_log_game_1,3
start_holiday_home,79510,478,332,6627501,-,0,1602,273323,qm,1,test1,qm_log_game_1,3
end_holiday_home,87512,478,332,6635501,-,0,1602,281325,qm,1,test1,qm_log_game_1,3
select_star,88013,478,332,6635981,-,0,1602,281826,qm,1,test1,qm_log_game_1,3
activate_star,89514,478,332,6637501,-,0,1602,283327,qm,1,test1,qm_log_game_1,3
blast_step_1,90516,478,332,6638501,failure,-3,1599,284329,qm,1,test1,qm_log_game_1,3
blast_step_2,91516,478,332,6639501,success,35,1634,285329,qm,1,test1,qm_log_game_1,3
blast_step_3,92516,478,332,6640501,success,30,1664,286329,qm,1,test1,qm_log_game_1,3
blast_step_4,93516,478,332,6641501,success,50,1714,287329,qm,1,test1,qm_log_game_1,3
blast_step_5,94516,478,332,6642501,success,40,1754,288329,qm,1,test1,qm_log_game_1,3
blast_step_6,95516,478,332,6643501,success,25,1779,289329,qm,1,test1,qm_log_game_1,3
blast_step_7,96516,478,332,6644501,success,65,1844,290329,qm,1,test1,qm_log_game_1,3
blast_step_8,97516,478,332,6645501,success,35,1879,291329,qm,1,test1,qm_log_game_1,3
overkill_step,98516,478,332,6646502,overkill,-24,1855,292329,qm,1,test1,qm_log_game_1,3
overkill_step,99516,478,332,6647502,overkill,-33,1822,293329,qm,1,test1,qm_log_game_1,3
overkill_step,100516,478,332,6648502,no_overkill,0,1822,294329,qm,1,test1,qm_log_game_1,3
star_blasted,102516,478,332,6650502,-,0,1822,296329,qm,1,test1,qm_log_game_1,3
change_score,102816,478,332,6650782,-,220,1822,296629,qm,1,test1,qm_log_game_1,3
select_star,104090,864,592,6652062,-,0,1822,297903,qm,1,test1,qm_log_game_1,6
activate_star,105591,864,592,6653582,-,0,1822,299404,qm,1,test1,qm_log_game_1,6
start_holiday_home,105591,864,592,6653582,-,0,1822,299404,qm,1,test1,qm_log_game_1,6
end_holiday_home,113594,864,592,6661582,-,0,1822,307407,qm,1,test1,qm_log_game_1,6
select_star,114897,864,592,6662862,-,0,1822,308710,qm,1,test1,qm_log_game_1,6
activate_star,116398,864,592,6664382,-,0,1822,310211,qm,1,test1,qm_log_game_1,6
start_holiday_home,116398,864,592,6664382,-,0,1822,310211,qm,1,test1,qm_log_game_1,6
end_holiday_home,124401,864,592,6672382,-,0,1822,318214,qm,1,test1,qm_log_game_1,6
select_star,125491,864,592,6673463,-,0,1822,319304,qm,1,test1,qm_log_game_1,6
activate_star,126992,864,592,6674983,-,0,1822,320805,qm,1,test1,qm_log_game_1,6
start_holiday_home,126992,864,592,6674983,-,0,1822,320805,qm,1,test1,qm_log_game_1,6
end_holiday_home,134994,864,592,6682983,-,0,1822,328807,qm,1,test1,qm_log_game_1,6
select_star,135496,864,592,6683463,-,0,1822,329309,qm,1,test1,qm_log_game_1,6
activate_star,136997,864,592,6684983,-,0,1822,330810,qm,1,test1,qm_log_game_1,6
blast_step_1,138000,864,592,6685983,failure,-3,1819,331813,qm,1,test1,qm_log_game_1,6
blast_step_2,139000,864,592,6686983,success,20,1839,332813,qm,1,test1,qm_log_game_1,6
blast_step_3,140000,864,592,6687983,success,30,1869,333813,qm,1,test1,qm_log_game_1,6
blast_step_4,141000,864,592,6688983,success,30,1899,334813,qm,1,test1,qm_log_game_1,6
blast_step_5,142000,864,592,6689983,success,55,1954,335813,qm,1,test1,qm_log_game_1,6
blast_step_6,143001,864,592,6690983,success,65,2019,336814,qm,1,test1,qm_log_game_1,6
blast_step_7,144001,864,592,6691983,success,65,2084,337814,qm,1,test1,qm_log_game_1,6
blast_step_8,145001,864,592,6692983,success,45,2129,338814,qm,1,test1,qm_log_game_1,6
overkill_step,146001,864,592,6693983,no_overkill,0,2129,339814,qm,1,test1,qm_log_game_1,6
star_blasted,148001,864,592,6695983,-,0,2129,341814,qm,1,test1,qm_log_game_1,6
change_score,148301,864,592,6696263,-,307,2129,342114,qm,1,test1,qm_log_game_1,6
select_star,148970,1004,124,6696943,-,0,2129,342783,qm,1,test1,qm_log_game_1,9
activate_star,150472,1004,124,6698463,-,0,2129,344285,qm,1,test1,qm_log_game_1,9
start_holiday_home,150472,1004,124,6698463,-,0,2129,344285,qm,1,test1,qm_log_game_1,9
end_holiday_home,158474,1004,124,6706464,-,0,2129,352287,qm,1,test1,qm_log_game_1,9
select_star,158975,1004,124,6706944,-,0,2129,352788,qm,1,test1,qm_log_game_1,9
activate_star,160477,1004,124,6708464,-,0,2129,354290,qm,1,test1,qm_log_game_1,9
start_holiday_home,160477,1004,124,6708464,-,0,2129,354290,qm,1,test1,qm_log_game_1,9
end_holiday_home,168478,1004,124,6716464,-,0,2129,362291,qm,1,test1,qm_log_game_1,9
select_star,168980,1004,124,6716944,-,0,2129,362793,qm,1,test1,qm_log_game_1,9
activate_star,170481,1004,124,6718464,-,0,2129,364294,qm,1,test1,qm_log_game_1,9
start_holiday_home,170481,1004,124,6718464,-,0,2129,364294,qm,1,test1,qm_log_game_1,9
end_holiday_home,178483,1004,124,6726465,-,0,2129,372296,qm,1,test1,qm_log_game_1,9
select_star,178984,1004,124,6726945,-,0,2129,372797,qm,1,test1,qm_log_game_1,9
activate_star,180485,1004,124,6728465,-,0,2129,374298,qm,1,test1,qm_log_game_1,9
start_holiday_home,180485,1004,124,6728465,-,0,2129,374298,qm,1,test1,qm_log_game_1,9
end_holiday_home,188487,1004,124,6736465,-,0,2129,382300,qm,1,test1,qm_log_game_1,9
select_star,188988,260,474,6736945,-,0,2129,382801,qm,1,test1,qm_log_game_1,0
activate_star,190489,260,474,6738465,-,0,2129,384302,qm,1,test1,qm_log_game_1,0
skipped_blast_step,191492,260,474,6739465,-,0,2129,385305,qm,1,test1,qm_log_game_1,0
blast_step_2,191492,260,474,6739465,failure,-21,2108,385305,qm,1,test1,qm_log_game_1,0
blast_step_3,192492,260,474,6740465,success,35,2143,386305,qm,1,test1,qm_log_game_1,0
blast_step_4,193492,260,474,6741465,success,55,2198,387305,qm,1,test1,qm_log_game_1,0
blast_step_5,194492,260,474,6742465,success,50,2248,388305,qm,1,test1,qm_log_game_1,0
blast_step_6,195492,260,474,6743465,success,65,2313,389305,qm,1,test1,qm_log_game_1,0
blast_step_7,196493,260,474,6744465,success,65,2378,390306,qm,1,test1,qm_log_game_1,0
blast_step_8,197494,260,474,6745465,success,35,2413,391307,qm,1,test1,qm_log_game_1,0
overkill_step,198494,260,474,6746465,no_overkill,0,2413,392307,qm,1,test1,qm_log_game_1,0
star_blasted,200494,260,474,6748465,-,0,2413,394307,qm,1,test1,qm_log_game_1,0
change_score,200795,260,474,6748786,-,284,2413,394608,qm,1,test1,qm_log_game_1,0
select_star,201333,366,719,6749266,-,0,2413,395146,qm,1,test1,qm_log_game_1,2
activate_star,202834,366,719,6750826,-,0,2413,396647,qm,1,test1,qm_log_game_1,2
skipped_blast_step,203837,366,719,6751826,-,0,2413,397650,qm,1,test1,qm_log_game_1,2
blast_step_2,203837,366,719,6751826,failure,-18,2395,397650,qm,1,test1,qm_log_game_1,2
blast_step_3,204837,366,719,6752826,success,50,2445,398650,qm,1,test1,qm_log_game_1,2
blast_step_4,205837,366,719,6753826,success,30,2475,399650,qm,1,test1,qm_log_game_1,2
blast_step_5,206837,366,719,6754826,success,60,2535,400650,qm,1,test1,qm_log_game_1,2
blast_step_6,207837,366,719,6755826,failure,-27,2508,401650,qm,1,test1,qm_log_game_1,2
blast_step_7,208837,366,719,6756826,success,35,2543,402650,qm,1,test1,qm_log_game_1,2
blast_step_8,209837,366,719,6757826,success,45,2588,403650,qm,1,test1,qm_log_game_1,2
overkill_step,210837,366,719,6758826,overkill,-39,2549,404650,qm,1,test1,qm_log_game_1,2
overkill_step,211837,366,719,6759826,no_overkill,0,2549,405650,qm,1,test1,qm_log_game_1,2
star_blasted,213837,366,719,6761826,-,0,2549,407650,qm,1,test1,qm_log_game_1,2
change_score,214137,366,719,6762106,-,136,2549,407950,qm,1,test1,qm_log_game_1,2
