event_name,decision,subject,condition,res_timestamp,n_star,n_game,filename
outer_band_4,1,14BE,im,761240032,11,3,im_log_game_3
inner_band_1,1,14BE,im,761248352,15,3,im_log_game_3
inner_band_2,1,14BE,im,761249352,15,3,im_log_game_3
inner_band_3,1,14BE,im,761250352,15,3,im_log_game_3
inner_band_4,1,14BE,im,761251352,15,3,im_log_game_3
inner_band_5,1,14BE,im,761252352,15,3,im_log_game_3
inner_band_6,1,14BE,im,761253359,15,3,im_log_game_3
inner_band_7,1,14BE,im,761254352,15,3,im_log_game_3
inner_band_8,1,14BE,im,761255352,15,3,im_log_game_3
outer_band_1,1,14BE,im,761256352,15,3,im_log_game_3
outer_band_2,1,14BE,im,761256352,15,3,im_log_game_3
outer_band_3,0,14BE,im,761256352,15,3,im_log_game_3
outer_band_4,0,14BE,im,761256352,15,3,im_log_game_3
inner_band_1,1,14BE,im,761262672,4,3,im_log_game_3
inner_band_2,1,14BE,im,761263672,4,3,im_log_game_3
inner_band_3,1,14BE,im,761264672,4,3,im_log_game_3
inner_band_4,1,14BE,im,761265672,4,3,im_log_game_3
inner_band_5,1,14BE,im,761266672,4,3,im_log_game_3
inner_band_6,1,14BE,im,761267672,4,3,im_log_game_3
inner_band_7,1,14BE,im,761268672,4,3,im_log_game_3
inner_band_8,0,14BE,im,761269672,4,3,im_log_game_3
outer_band_1,0,14BE,im,761270672,4,3,im_log_game_3
outer_band_2,0,14BE,im,761270672,4,3,im_log_game_3
outer_band_3,0,14BE,im,761270672,4,3,im_log_game_3
outer_band_4,0,14BE,im,761270672,4,3,im_log_game_3
inner_band_1,0,14BE,im,761275992,16,3,im_log_game_3
inner_band_2,1,14BE,im,761276992,16,3,im_log_game_3
inner_band_3,1,14BE,im,761277992,16,3,im_log_game_3
inner_band_4,1,14BE,im,761278992,16,3,im_log_game_3
inner_band_5,1,14BE,im,761279992,16,3,im_log_game_3
inner_band_6,1,14BE,im,761280992,16,3,im_log_game_3
inner_band_7,1,14BE,im,761281992,16,3,im_log_game_3
outer_band_1,0,14BE,im,761282992,16,3,im_log_game_3
outer_band_2,0,14BE,im,761282992,16,3,im_log_game_3
outer_band_3,0,14BE,im,761282992,16,3,im_log_game_3
outer_band_4,0,14BE,im,761282992,16,3,im_log_game_3
inner_band_1,1,14BE,im,761288312,8,3,im_log_game_3
inner_band_2,1,14BE,im,761289312,8,3,im_log_game_3
inner_band_3,1,14BE,im,761290312,8,3,im_log_game_3
inner_band_4,1,14BE,im,761291312,8,3,im_log_game_3
inner_band_5,1,14BE,im,761292312,8,3,im_log_game_3
inner_band_6,1,14BE,im,761293352,8,3,im_log_game_3
inner_band_7,1,14BE,im,761294352,8,3,im_log_game_3
inner_band_8,1,14BE,im,761295352,8,3,im_log_game_3
outer_band_1,1,14BE,im,761296352,8,3,im_log_game_3
outer_band_2,1,14BE,im,761296352,8,3,im_log_game_3
outer_band_3,0,14BE,im,761296352,8,3,im_log_game_3
outer_band_4,0,14BE,im,761296352,8,3,im_log_game_3
inner_band_1,1,14BE,im,761302712,3,3,im_log_game_3
inner_band_2,1,14BE,im,761303712,3,3,im_log_game_3
inner_band_3,1,14BE,im,761304712,3,3,im_log_game_3
inner_band_4,1,14BE,im,761305712,3,3,im_log_game_3
inner_band_5,1,14BE,im,761306712,3,3,im_log_game_3
inner_band_6,1,14BE,im,761307712,3,3,im_log_game_3
inner_band_7,1,14BE,im,761308712,3,3,im_log_game_3
inner_band_8,1,14BE,im,761309713,3,3,im_log_game_3
outer_band_1,1,14BE,im,761310712,3,3,im_log_game_3
outer_band_2,1,14BE,im,761310712,3,3,im_log_game_3
outer_band_3,0,14BE,im,761310712,3,3,im_log_game_3
outer_band_4,0,14BE,im,761310712,3,3,im_log_game_3
inner_band_1,1,14BE,im,761358514,5,3,im_log_game_3
inner_band_2,1,14BE,im,761359512,5,3,im_log_game_3
inner_band_3,1,14BE,im,761360512,5,3,im_log_game_3
inner_band_4,1,14BE,im,761361512,5,3,im_log_game_3
inner_band_5,1,14BE,im,761362512,5,3,im_log_game_3
inner_band_6,1,14BE,im,761363512,5,3,im_log_game_3
inner_band_7,1,14BE,im,761364512,5,3,im_log_game_3
inner_band_8,1,14BE,im,761365552,5,3,im_log_game_3
outer_band_1,1,14BE,im,761366552,5,3,im_log_game_3
outer_band_2,1,14BE,im,761366552,5,3,im_log_game_3
outer_band_3,0,14BE,im,761366552,5,3,im_log_game_3
outer_band_4,0,14BE,im,761366552,5,3,im_log_game_3
inner_band_1,1,14BE,im,761373552,18,3,im_log_game_3
inner_band_2,1,14BE,im,761374552,18,3,im_log_game_3
inner_band_3,1,14BE,im,761375552,18,3,im_log_game_3
inner_band_4,1,14BE,im,761376552,18,3,im_log_game_3
inner_band_5,1,14BE,im,761377553,18,3,im_log_game_3
inner_band_6,1,14BE,im,761378552,18,3,im_log_game_3
inner_band_7,1,14BE,im,761379552,18,3,im_log_game_3
inner_band_8,0,14BE,im,761380552,18,3,im_log_game_3
outer_band_1,0,14BE,im,761381552,18,3,im_log_game_3
outer_band_2,0,14BE,im,761381552,18,3,im_log_game_3
outer_band_3,0,14BE,im,761381552,18,3,im_log_game_3
outer_band_4,0,14BE,im,761381552,18,3,im_log_game_3
inner_band_1,1,14BE,im,761386872,0,3,im_log_game_3
inner_band_2,1,14BE,im,761387872,0,3,im_log_game_3
inner_band_3,1,14BE,im,761388872,0,3,im_log_game_3
inner_band_4,1,14BE,im,761389872,0,3,im_log_game_3
inner_band_5,1,14BE,im,761390872,0,3,im_log_game_3
inner_band_6,1,14BE,im,761391872,0,3,im_log_game_3
inner_band_7,1,14BE,im,761392872,0,3,im_log_game_3
inner_band_8,0,14BE,im,761393872,0,3,im_log_game_3
outer_band_1,0,14BE,im,761394872,0,3,im_log_game_3
outer_band_2,0,14BE,im,761394872,0,3,im_log_game_3
outer_band_3,0,14BE,im,761394872,0,3,im_log_game_3
outer_band_4,0,14BE,im,761394872,0,3,im_log_game_3
inner_band_1,1,14BE,im,761400192,13,3,im_log_game_3
inner_band_2,1,14BE,im,761401193,13,3,im_log_game_3
inner_band_3,1,14BE,im,761402232,13,3,im_log_game_3
inner_band_4,1,14BE,im,761403232,13,3,im_log_game_3
inner_band_5,0,14BE,im,761404232,13,3,im_log_game_3
inner_band_6,0,14BE,im,761405232,13,3,im_log_game_3
inner_band_7,1,14BE,im,761406232,13,3,im_log_game_3
inner_band_8,1,14BE,im,761407232,13,3,im_log_game_3
outer_band_1,1,14BE,im,761408232,13,3,im_log_game_3
outer_band_2,1,14BE,im,761408232,13,3,im_log_game_3
outer_band_3,1,14BE,im,761408232,13,3,im_log_game_3
outer_band_4,0,14BE,im,761408232,13,3,im_log_game_3
inner_band_1,1,14BE,im,761425433,12,3,im_log_game_3
inner_band_2,1,14BE,im,761426432,12,3,im_log_game_3
inner_band_3,1,14BE,im,761427431,12,3,im_log_game_3
inner_band_4,1,14BE,im,761428434,12,3,im_log_game_3
inner_band_5,1,14BE,im,761429431,12,3,im_log_game_3
inner_band_6,1,14BE,im,761430431,12,3,im_log_game_3
inner_band_7,1,14BE,im,761431432,12,3,im_log_game_3
inner_band_8,1,14BE,im,761432432,12,3,im_log_game_3
outer_band_1,1,14BE,im,761433431,12,3,im_log_game_3
outer_band_2,1,14BE,im,761433431,12,3,im_log_game_3
outer_band_3,0,14BE,im,761433431,12,3,im_log_game_3
outer_band_4,0,14BE,im,761433431,12,3,im_log_game_3
inner_band_1,1,14BE,im,761439752,7,3,im_log_game_3
inner_band_2,1,14BE,im,761440751,7,3,im_log_game_3
inner_band_3,1,14BE,im,761441752,7,3,im_log_game_3
inner_band_4,1,14BE,im,761442792,7,3,im_log_game_3
inner_band_5,1,14BE,im,761443791,7,3,im_log_game_3
inner_band_6,1,14BE,im,761444791,7,3,im_log_game_3
inner_band_7,1,14BE,im,761445792,7,3,im_log_game_3
inner_band_8,1,14BE,im,761446791,7,3,im_log_game_3
outer_band_1,1,14BE,im,761447792,7,3,im_log_game_3
outer_band_2,1,14BE,im,761447792,7,3,im_log_game_3
outer_band_3,0,14BE,im,761447792,7,3,im_log_game_3
outer_band_4,0,14BE,im,761447792,7,3,im_log_game_3
inner_band_1,1,14BE,im,761475152,9,3,im_log_game_3
inner_band_2,0,14BE,im,761476152,9,3,im_log_game_3
inner_band_3,1,14BE,im,761477154,9,3,im_log_game_3
inner_band_4,1,14BE,im,761478152,9,3,im_log_game_3
inner_band_5,0,14BE,im,761479152,9,3,im_log_game_3
inner_band_6,1,14BE,im,761480152,9,3,im_log_game_3
inner_band_7,1,14BE,im,761481151,9,3,im_log_game_3
outer_band_1,1,14BE,im,761482192,9,3,im_log_game_3
outer_band_2,1,14BE,im,761482192,9,3,im_log_game_3
outer_band_3,1,14BE,im,761482192,9,3,im_log_game_3
outer_band_4,0,14BE,im,761482192,9,3,im_log_game_3
inner_band_1,1,14BE,im,761500152,17,3,im_log_game_3
inner_band_2,1,14BE,im,761501151,17,3,im_log_game_3
inner_band_3,1,14BE,im,761502151,17,3,im_log_game_3
inner_band_4,1,14BE,im,761503152,17,3,im_log_game_3
inner_band_5,1,14BE,im,761504151,17,3,im_log_game_3
inner_band_6,1,14BE,im,761505151,17,3,im_log_game_3
inner_band_7,1,14BE,im,761506151,17,3,im_log_game_3
outer_band_1,0,14BE,im,761507152,17,3,im_log_game_3
outer_band_2,0,14BE,im,761507152,17,3,im_log_game_3
outer_band_3,0,14BE,im,761507152,17,3,im_log_game_3
outer_band_4,0,14BE,im,761507152,17,3,im_log_game_3
inner_band_1,0,14BE,im,761534231,19,3,im_log_game_3
inner_band_2,1,14BE,im,761535231,19,3,im_log_game_3
inner_band_3,1,14BE,im,761536231,19,3,im_log_game_3
inner_band_4,1,14BE,im,761537231,19,3,im_log_game_3
inner_band_5,1,14BE,im,761538231,19,3,im_log_game_3
inner_band_6,1,14BE,im,761539231,19,3,im_log_game_3
outer_band_1,0,14BE,im,761540231,19,3,im_log_game_3
outer_band_2,0,14BE,im,761540231,19,3,im_log_game_3
outer_band_3,0,14BE,im,761540231,19,3,im_log_game_3
outer_band_4,0,14BE,im,761540231,19,3,im_log_game_3
inner_band_1,0,14BE,im,761545551,2,3,im_log_game_3
inner_band_2,1,14BE,im,761546551,2,3,im_log_game_3
inner_band_3,1,14BE,im,761547551,2,3,im_log_game_3
inner_band_4,1,14BE,im,761548551,2,3,im_log_game_3
inner_band_5,1,14BE,im,761549551,2,3,im_log_game_3
inner_band_6,1,14BE,im,761550551,2,3,im_log_game_3
inner_band_7,1,14BE,im,761551551,2,3,im_log_game_3
inner_band_8,1,14BE,im,761552591,2,3,im_log_game_3
outer_band_1,1,14BE,im,761553591,2,3,im_log_game_3
outer_band_2,1,14BE,im,761553591,2,3,im_log_game_3
outer_band_3,0,14BE,im,761553591,2,3,im_log_game_3
outer_band_4,0,14BE,im,761553591,2,3,im_log_game_3
inner_band_1,0,14BE,im,761583911,10,3,im_log_game_3
inner_band_2,0,14BE,im,761584911,10,3,im_log_game_3
inner_band_3,1,14BE,im,761585911,10,3,im_log_game_3
inner_band_4,1,14BE,im,761586911,10,3,im_log_game_3
inner_band_5,1,14BE,im,761587911,10,3,im_log_game_3
inner_band_6,1,14BE,im,761588911,10,3,im_log_game_3
inner_band_7,1,14BE,im,761589911,10,3,im_log_game_3
inner_band_8,1,14BE,im,761590911,10,3,im_log_game_3
outer_band_1,1,14BE,im,761591911,10,3,im_log_game_3
outer_band_2,1,14BE,im,761591911,10,3,im_log_game_3
outer_band_3,1,14BE,im,761591911,10,3,im_log_game_3
outer_band_4,0,14BE,im,761591911,10,3,im_log_game_3
inner_band_1,0,14BE,im,761599711,6,3,im_log_game_3
inner_band_2,1,14BE,im,761600711,6,3,im_log_game_3
inner_band_3,1,14BE,im,761601711,6,3,im_log_game_3
inner_band_4,1,14BE,im,761602711,6,3,im_log_game_3
inner_band_5,1,14BE,im,761603711,6,3,im_log_game_3
inner_band_6,1,14BE,im,761604711,6,3,im_log_game_3
inner_band_7,1,14BE,im,761605711,6,3,im_log_game_3
outer_band_1,1,14BE,im,761606711,6,3,im_log_game_3
outer_band_2,1,14BE,im,761606711,6,3,im_log_game_3
outer_band_3,0,14BE,im,761606711,6,3,im_log_game_3
outer_band_4,0,14BE,im,761606711,6,3,im_log_game_3
inner_band_1,0,14BE,im,761613191,14,3,im_log_game_3
inner_band_2,1,14BE,im,761614191,14,3,im_log_game_3
inner_band_3,1,14BE,im,761615191,14,3,im_log_game_3
inner_band_4,1,14BE,im,761616191,14,3,im_log_game_3
inner_band_5,1,14BE,im,761617191,14,3,im_log_game_3
inner_band_6,1,14BE,im,761618191,14,3,im_log_game_3
inner_band_7,1,14BE,im,761619191,14,3,im_log_game_3
inner_band_8,0,14BE,im,761620191,14,3,im_log_game_3
outer_band_1,0,14BE,im,761621191,14,3,im_log_game_3
outer_band_2,0,14BE,im,761621191,14,3,im_log_game_3
outer_band_3,0,14BE,im,761621191,14,3,im_log_game_3
outer_band_4,0,14BE,im,761621191,14,3,im_log_game_3
inner_band_1,0,14BE,im,761637591,1,3,im_log_game_3
inner_band_2,0,14BE,im,761638591,1,3,im_log_game_3
inner_band_3,1,14BE,im,761639591,1,3,im_log_game_3
inner_band_4,1,14BE,im,761640591,1,3,im_log_game_3
inner_band_5,1,14BE,im,761641591,1,3,im_log_game_3
inner_band_6,1,14BE,im,761642591,1,3,im_log_game_3
inner_band_7,1,14BE,im,761643591,1,3,im_log_game_3
outer_band_1,1,14BE,im,761644591,1,3,im_log_game_3
outer_band_2,1,14BE,im,761644591,1,3,im_log_game_3
outer_band_3,1,14BE,im,761644591,1,3,im_log_game_3
outer_band_4,1,14BE,im,761644591,1,3,im_log_game_3
inner_band_1,0,14BE,qm,763858714,4,1,qm_log_game_1
inner_band_2,0,14BE,qm,763859714,4,1,qm_log_game_1
inner_band_3,1,14BE,qm,763860714,4,1,qm_log_game_1
inner_band_4,1,14BE,qm,763861714,4,1,qm_log_game_1
inner_band_5,1,14BE,qm,763862714,4,1,qm_log_game_1
inner_band_6,1,14BE,qm,763863714,4,1,qm_log_game_1
inner_band_7,1,14BE,qm,763864714,4,1,qm_log_game_1
inner_band_8,1,14BE,qm,763865714,4,1,qm_log_game_1
outer_band_1,0,14BE,qm,763866714,4,1,qm_log_game_1
outer_band_2,0,14BE,qm,763866714,4,1,qm_log_game_1
outer_band_3,0,14BE,qm,763866714,4,1,qm_log_game_1
outer_band_4,0,14BE,qm,763866714,4,1,qm_log_game_1
inner_band_1,0,14BE,qm,763872034,5,1,qm_log_game_1
inner_band_2,1,14BE,qm,763873034,5,1,qm_log_game_1
inner_band_3,1,14BE,qm,763874034,5,1,qm_log_game_1
inner_band_4,1,14BE,qm,763875034,5,1,qm_log_game_1
inner_band_5,1,14BE,qm,763876034,5,1,qm_log_game_1
inner_band_6,1,14BE,qm,763877034,5,1,qm_log_game_1
inner_band_7,1,14BE,qm,763878034,5,1,qm_log_game_1
inner_band_8,1,14BE,qm,763879034,5,1,qm_log_game_1
outer_band_1,0,14BE,qm,763880034,5,1,qm_log_game_1
outer_band_2,0,14BE,qm,763880034,5,1,qm_log_game_1
outer_band_3,0,14BE,qm,763880034,5,1,qm_log_game_1
outer_band_4,0,14BE,qm,763880034,5,1,qm_log_game_1
inner_band_1,0,14BE,qm,763885354,7,1,qm_log_game_1
inner_band_2,1,14BE,qm,763886354,7,1,qm_log_game_1
inner_band_3,1,14BE,qm,763887354,7,1,qm_log_game_1
inner_band_4,1,14BE,qm,763888354,7,1,qm_log_game_1
inner_band_5,1,14BE,qm,763889354,7,1,qm_log_game_1
inner_band_6,0,14BE,qm,763890354,7,1,qm_log_game_1
inner_band_7,1,14BE,qm,763891394,7,1,qm_log_game_1
inner_band_8,1,14BE,qm,763892394,7,1,qm_log_game_1
outer_band_1,1,14BE,qm,763893394,7,1,qm_log_game_1
outer_band_2,1,14BE,qm,763893394,7,1,qm_log_game_1
outer_band_3,1,14BE,qm,763893394,7,1,qm_log_game_1
outer_band_4,1,14BE,qm,763893394,7,1,qm_log_game_1
inner_band_1,1,14BE,qm,763924074,13,1,qm_log_game_1
inner_band_2,1,14BE,qm,763925080,13,1,qm_log_game_1
inner_band_3,1,14BE,qm,763926074,13,1,qm_log_game_1
inner_band_4,1,14BE,qm,763927074,13,1,qm_log_game_1
inner_band_5,1,14BE,qm,763928080,13,1,qm_log_game_1
inner_band_6,1,14BE,qm,763929074,13,1,qm_log_game_1
inner_band_7,1,14BE,qm,763930074,13,1,qm_log_game_1
outer_band_1,0,14BE,qm,763931076,13,1,qm_log_game_1
outer_band_2,0,14BE,qm,763931076,13,1,qm_log_game_1
outer_band_3,0,14BE,qm,763931076,13,1,qm_log_game_1
outer_band_4,0,14BE,qm,763931076,13,1,qm_log_game_1
inner_band_1,1,14BE,qm,763936394,19,1,qm_log_game_1
inner_band_2,1,14BE,qm,763937394,19,1,qm_log_game_1
inner_band_3,1,14BE,qm,763938394,19,1,qm_log_game_1
inner_band_4,1,14BE,qm,763939394,19,1,qm_log_game_1
inner_band_5,1,14BE,qm,763940394,19,1,qm_log_game_1
inner_band_6,1,14BE,qm,763941394,19,1,qm_log_game_1
inner_band_7,1,14BE,qm,763942394,19,1,qm_log_game_1
inner_band_8,0,14BE,qm,763943394,19,1,qm_log_game_1
outer_band_1,0,14BE,qm,763944394,19,1,qm_log_game_1
outer_band_2,0,14BE,qm,763944394,19,1,qm_log_game_1
outer_band_3,0,14BE,qm,763944394,19,1,qm_log_game_1
outer_band_4,0,14BE,qm,763944394,19,1,qm_log_game_1
inner_band_1,0,14BE,qm,763970274,18,1,qm_log_game_1
inner_band_2,1,14BE,qm,763971274,18,1,qm_log_game_1
inner_band_3,1,14BE,qm,763972274,18,1,qm_log_game_1
inner_band_4,1,14BE,qm,763973274,18,1,qm_log_game_1
inner_band_5,1,14BE,qm,763974274,18,1,qm_log_game_1
inner_band_6,1,14BE,qm,763975274,18,1,qm_log_game_1
inner_band_7,1,14BE,qm,763976274,18,1,qm_log_game_1
inner_band_8,1,14BE,qm,763977274,18,1,qm_log_game_1
outer_band_1,0,14BE,qm,763978274,18,1,qm_log_game_1
outer_band_2,0,14BE,qm,763978274,18,1,qm_log_game_1
outer_band_3,0,14BE,qm,763978274,18,1,qm_log_game_1
outer_band_4,0,14BE,qm,763978274,18,1,qm_log_game_1
inner_band_1,1,14BE,qm,763989514,1,1,qm_log_game_1
inner_band_2,0,14BE,qm,763990514,1,1,qm_log_game_1
inner_band_3,1,14BE,qm,763991514,1,1,qm_log_game_1
inner_band_4,1,14BE,qm,763992514,1,1,qm_log_game_1
inner_band_5,1,14BE,qm,763993514,1,1,qm_log_game_1
inner_band_6,1,14BE,qm,763994514,1,1,qm_log_game_1
inner_band_7,0,14BE,qm,763995514,1,1,qm_log_game_1
inner_band_8,1,14BE,qm,763996514,1,1,qm_log_game_1
outer_band_1,1,14BE,qm,763997514,1,1,qm_log_game_1
outer_band_2,1,14BE,qm,763997514,1,1,qm_log_game_1
outer_band_3,0,14BE,qm,763997514,1,1,qm_log_game_1
outer_band_4,0,14BE,qm,763997514,1,1,qm_log_game_1
inner_band_1,1,14BE,qm,764003834,10,1,qm_log_game_1
inner_band_2,1,14BE,qm,764004834,10,1,qm_log_game_1
inner_band_3,1,14BE,qm,764005834,10,1,qm_log_game_1
inner_band_4,1,14BE,qm,764006834,10,1,qm_log_game_1
inner_band_5,1,14BE,qm,764007834,10,1,qm_log_game_1
inner_band_6,1,14BE,qm,764008834,10,1,qm_log_game_1
inner_band_7,1,14BE,qm,764009834,10,1,qm_log_game_1
outer_band_1,0,14BE,qm,764010834,10,1,qm_log_game_1
outer_band_2,0,14BE,qm,764010834,10,1,qm_log_game_1
outer_band_3,0,14BE,qm,764010834,10,1,qm_log_game_1
outer_band_4,0,14BE,qm,764010834,10,1,qm_log_game_1
inner_band_1,0,14BE,qm,764026874,15,1,qm_log_game_1
inner_band_2,1,14BE,qm,764027874,15,1,qm_log_game_1
inner_band_3,1,14BE,qm,764028874,15,1,qm_log_game_1
inner_band_4,0,14BE,qm,764029874,15,1,qm_log_game_1
inner_band_5,1,14BE,qm,764030874,15,1,qm_log_game_1
inner_band_6,1,14BE,qm,764031874,15,1,qm_log_game_1
inner_band_7,1,14BE,qm,764032874,15,1,qm_log_game_1
inner_band_8,1,14BE,qm,764033874,15,1,qm_log_game_1
outer_band_1,1,14BE,qm,764034874,15,1,qm_log_game_1
outer_band_2,1,14BE,qm,764034874,15,1,qm_log_game_1
outer_band_3,1,14BE,qm,764034874,15,1,qm_log_game_1
outer_band_4,0,14BE,qm,764034874,15,1,qm_log_game_1
inner_band_1,0,14BE,qm,764042834,12,1,qm_log_game_1
inner_band_2,1,14BE,qm,764043834,12,1,qm_log_game_1
inner_band_3,1,14BE,qm,764044834,12,1,qm_log_game_1
inner_band_4,1,14BE,qm,764045835,12,1,qm_log_game_1
inner_band_5,1,14BE,qm,764046834,12,1,qm_log_game_1
inner_band_6,0,14BE,qm,764047834,12,1,qm_log_game_1
inner_band_7,0,14BE,qm,764048834,12,1,qm_log_game_1
inner_band_8,0,14BE,qm,764049834,12,1,qm_log_game_1
outer_band_1,0,14BE,qm,764050838,12,1,qm_log_game_1
outer_band_2,0,14BE,qm,764050838,12,1,qm_log_game_1
outer_band_3,0,14BE,qm,764050838,12,1,qm_log_game_1
outer_band_4,0,14BE,qm,764050838,12,1,qm_log_game_1
inner_band_1,0,14BE,qm,764062236,0,1,qm_log_game_1
inner_band_2,0,14BE,qm,764063234,0,1,qm_log_game_1
inner_band_3,0,14BE,qm,764064234,0,1,qm_log_game_1
inner_band_4,0,14BE,qm,764065234,0,1,qm_log_game_1
inner_band_5,1,14BE,qm,764066234,0,1,qm_log_game_1
inner_band_6,1,14BE,qm,764067234,0,1,qm_log_game_1
inner_band_7,1,14BE,qm,764068234,0,1,qm_log_game_1
inner_band_8,1,14BE,qm,764069234,0,1,qm_log_game_1
outer_band_1,1,14BE,qm,764070234,0,1,qm_log_game_1
outer_band_2,1,14BE,qm,764070234,0,1,qm_log_game_1
outer_band_3,1,14BE,qm,764070234,0,1,qm_log_game_1
outer_band_4,0,14BE,qm,764070234,0,1,qm_log_game_1
inner_band_1,1,14BE,qm,764077594,3,1,qm_log_game_1
inner_band_2,1,14BE,qm,764078594,3,1,qm_log_game_1
inner_band_3,1,14BE,qm,764079594,3,1,qm_log_game_1
inner_band_4,1,14BE,qm,764080594,3,1,qm_log_game_1
inner_band_5,1,14BE,qm,764081594,3,1,qm_log_game_1
inner_band_6,1,14BE,qm,764082594,3,1,qm_log_game_1
inner_band_7,1,14BE,qm,764083594,3,1,qm_log_game_1
inner_band_8,1,14BE,qm,764084593,3,1,qm_log_game_1
outer_band_1,1,14BE,qm,764085594,3,1,qm_log_game_1
outer_band_2,1,14BE,qm,764085594,3,1,qm_log_game_1
outer_band_3,1,14BE,qm,764085594,3,1,qm_log_game_1
outer_band_4,1,14BE,qm,764085594,3,1,qm_log_game_1
inner_band_1,0,14BE,qm,764094913,6,1,qm_log_game_1
inner_band_2,0,14BE,qm,764095913,6,1,qm_log_game_1
inner_band_3,1,14BE,qm,764096914,6,1,qm_log_game_1
inner_band_4,1,14BE,qm,764097914,6,1,qm_log_game_1
inner_band_5,1,14BE,qm,764098914,6,1,qm_log_game_1
inner_band_6,1,14BE,qm,764099913,6,1,qm_log_game_1
inner_band_7,0,14BE,qm,764100913,6,1,qm_log_game_1
inner_band_8,0,14BE,qm,764101914,6,1,qm_log_game_1
outer_band_1,0,14BE,qm,764102914,6,1,qm_log_game_1
outer_band_2,0,14BE,qm,764102914,6,1,qm_log_game_1
outer_band_3,0,14BE,qm,764102914,6,1,qm_log_game_1
outer_band_4,0,14BE,qm,764102914,6,1,qm_log_game_1
inner_band_1,0,14BE,qm,764108393,9,1,qm_log_game_1
inner_band_2,0,14BE,qm,764109393,9,1,qm_log_game_1
inner_band_3,1,14BE,qm,764110393,9,1,qm_log_game_1
inner_band_4,1,14BE,qm,764111393,9,1,qm_log_game_1
inner_band_5,1,14BE,qm,764112393,9,1,qm_log_game_1
inner_band_6,0,14BE,qm,764113393,9,1,qm_log_game_1
inner_band_7,0,14BE,qm,764114393,9,1,qm_log_game_1
outer_band_1,0,14BE,qm,764115394,9,1,qm_log_game_1
outer_band_2,0,14BE,qm,764115394,9,1,qm_log_game_1
outer_band_3,0,14BE,qm,764115394,9,1,qm_log_game_1
outer_band_4,0,14BE,qm,764115394,9,1,qm_log_game_1
inner_band_1,1,14BE,qm,764121033,17,1,qm_log_game_1
inner_band_2,1,14BE,qm,764122033,17,1,qm_log_game_1
inner_band_3,1,14BE,qm,764123033,17,1,qm_log_game_1
inner_band_4,0,14BE,qm,764124033,17,1,qm_log_game_1
inner_band_5,0,14BE,qm,764125033,17,1,qm_log_game_1
inner_band_6,0,14BE,qm,764126033,17,1,qm_log_game_1
inner_band_7,0,14BE,qm,764127033,17,1,qm_log_game_1
outer_band_1,0,14BE,qm,764128033,17,1,qm_log_game_1
outer_band_2,0,14BE,qm,764128033,17,1,qm_log_game_1
outer_band_3,0,14BE,qm,764128033,17,1,qm_log_game_1
outer_band_4,0,14BE,qm,764128033,17,1,qm_log_game_1
inner_band_1,0,14BE,qm,764145273,16,1,qm_log_game_1
inner_band_2,1,14BE,qm,764146273,16,1,qm_log_game_1
inner_band_3,1,14BE,qm,764147279,16,1,qm_log_game_1
inner_band_4,0,14BE,qm,764148273,16,1,qm_log_game_1
inner_band_5,0,14BE,qm,764149273,16,1,qm_log_game_1
inner_band_6,0,14BE,qm,764150273,16,1,qm_log_game_1
inner_band_7,1,14BE,qm,764151273,16,1,qm_log_game_1
inner_band_8,1,14BE,qm,764152273,16,1,qm_log_game_1
outer_band_1,1,14BE,qm,764153273,16,1,qm_log_game_1
outer_band_2,1,14BE,qm,764153273,16,1,qm_log_game_1
outer_band_3,0,14BE,qm,764153273,16,1,qm_log_game_1
outer_band_4,0,14BE,qm,764153273,16,1,qm_log_game_1
inner_band_1,0,14BE,qm,764159594,11,1,qm_log_game_1
inner_band_2,0,14BE,qm,764160596,11,1,qm_log_game_1
inner_band_3,0,14BE,qm,764161594,11,1,qm_log_game_1
inner_band_4,0,14BE,qm,764162594,11,1,qm_log_game_1
inner_band_5,1,14BE,qm,764163593,11,1,qm_log_game_1
inner_band_6,1,14BE,qm,764164593,11,1,qm_log_game_1
inner_band_7,1,14BE,qm,764165593,11,1,qm_log_game_1
inner_band_8,0,14BE,qm,764166594,11,1,qm_log_game_1
outer_band_1,0,14BE,qm,764167593,11,1,qm_log_game_1
outer_band_2,0,14BE,qm,764167593,11,1,qm_log_game_1
outer_band_3,0,14BE,qm,764167593,11,1,qm_log_game_1
outer_band_4,0,14BE,qm,764167593,11,1,qm_log_game_1
inner_band_1,0,14BE,qm,764176393,14,1,qm_log_game_1
inner_band_2,1,14BE,qm,764177393,14,1,qm_log_game_1
inner_band_3,1,14BE,qm,764178393,14,1,qm_log_game_1
inner_band_4,1,14BE,qm,764179393,14,1,qm_log_game_1
inner_band_5,1,14BE,qm,764180393,14,1,qm_log_game_1
inner_band_6,1,14BE,qm,764181393,14,1,qm_log_game_1
inner_band_7,1,14BE,qm,764182394,14,1,qm_log_game_1
inner_band_8,1,14BE,qm,764183393,14,1,qm_log_game_1
outer_band_1,1,14BE,qm,764184394,14,1,qm_log_game_1
outer_band_2,1,14BE,qm,764184394,14,1,qm_log_game_1
outer_band_3,0,14BE,qm,764184394,14,1,qm_log_game_1
outer_band_4,0,14BE,qm,764184394,14,1,qm_log_game_1
inner_band_1,0,14BE,qm,764191033,2,1,qm_log_game_1
inner_band_2,1,14BE,qm,764192033,2,1,qm_log_game_1
