event_name,decision,subject,condition,res_timestamp,n_star,n_game,filename
inner_band_7,1,01TG,qm,414992397,14,1,qm_log_game_1
inner_band_8,1,01TG,qm,414993430,14,1,qm_log_game_1
outer_band_1,1,01TG,qm,414994356,14,1,qm_log_game_1
outer_band_2,1,01TG,qm,414994356,14,1,qm_log_game_1
outer_band_3,0,01TG,qm,414994356,14,1,qm_log_game_1
outer_band_4,0,01TG,qm,414994356,14,1,qm_log_game_1
inner_band_1,0,01TG,qm,415000716,1,1,qm_log_game_1
inner_band_2,1,01TG,qm,415001765,1,1,qm_log_game_1
inner_band_3,1,01TG,qm,415002610,1,1,qm_log_game_1
inner_band_4,1,01TG,qm,415003735,1,1,qm_log_game_1
inner_band_5,1,01TG,qm,415004765,1,1,qm_log_game_1
inner_band_6,1,01TG,qm,415005613,1,1,qm_log_game_1
inner_band_7,1,01TG,qm,415006732,1,1,qm_log_game_1
inner_band_8,0,01TG,qm,415007766,1,1,qm_log_game_1
outer_band_1,0,01TG,qm,415008719,1,1,qm_log_game_1
outer_band_2,0,01TG,qm,415008719,1,1,qm_log_game_1
outer_band_3,0,01TG,qm,415008719,1,1,qm_log_game_1
outer_band_4,0,01TG,qm,415008719,1,1,qm_log_game_1
inner_band_1,0,01TG,qm,415034280,4,1,qm_log_game_1
inner_band_2,1,01TG,qm,415035330,4,1,qm_log_game_1
inner_band_3,1,01TG,qm,415036279,4,1,qm_log_game_1
inner_band_4,1,01TG,qm,415037344,4,1,qm_log_game_1
inner_band_5,1,01TG,qm,415038279,4,1,qm_log_game_1
inner_band_6,1,01TG,qm,415039329,4,1,qm_log_game_1
inner_band_7,1,01TG,qm,415040360,4,1,qm_log_game_1
inner_band_8,1,01TG,qm,415041301,4,1,qm_log_game_1
outer_band_1,1,01TG,qm,415042330,4,1,qm_log_game_1
outer_band_2,1,01TG,qm,415042330,4,1,qm_log_game_1
outer_band_3,1,01TG,qm,415042330,4,1,qm_log_game_1
outer_band_4,0,01TG,qm,415042330,4,1,qm_log_game_1
inner_band_1,0,01TG,qm,415059640,13,1,qm_log_game_1
inner_band_2,1,01TG,qm,415060675,13,1,qm_log_game_1
inner_band_3,1,01TG,qm,415061614,13,1,qm_log_game_1
inner_band_4,1,01TG,qm,415062640,13,1,qm_log_game_1
inner_band_5,1,01TG,qm,415063600,13,1,qm_log_game_1
inner_band_6,1,01TG,qm,415064631,13,1,qm_log_game_1
inner_band_7,0,01TG,qm,415065678,13,1,qm_log_game_1
outer_band_1,0,01TG,qm,415066630,13,1,qm_log_game_1
outer_band_2,0,01TG,qm,415066630,13,1,qm_log_game_1
outer_band_3,0,01TG,qm,415066630,13,1,qm_log_game_1
outer_band_4,0,01TG,qm,415066630,13,1,qm_log_game_1
inner_band_1,1,01TG,qm,415072479,8,1,qm_log_game_1
inner_band_2,1,01TG,qm,415073425,8,1,qm_log_game_1
inner_band_3,1,01TG,qm,415074472,8,1,qm_log_game_1
inner_band_4,1,01TG,qm,415075429,8,1,qm_log_game_1
inner_band_5,1,01TG,qm,415076476,8,1,qm_log_game_1
inner_band_6,1,01TG,qm,415077440,8,1,qm_log_game_1
inner_band_7,1,01TG,qm,415078494,8,1,qm_log_game_1
inner_band_8,1,01TG,qm,415079453,8,1,qm_log_game_1
outer_band_1,1,01TG,qm,415080408,8,1,qm_log_game_1
outer_band_2,1,01TG,qm,415080408,8,1,qm_log_game_1
outer_band_3,1,01TG,qm,415080408,8,1,qm_log_game_1
outer_band_4,0,01TG,qm,415080408,8,1,qm_log_game_1
inner_band_1,1,01TG,qm,415518357,10,2,qm_log_game_2
inner_band_2,1,01TG,qm,415519322,10,2,qm_log_game_2
inner_band_3,1,01TG,qm,415520358,10,2,qm_log_game_2
inner_band_4,1,01TG,qm,415521406,10,2,qm_log_game_2
inner_band_5,1,01TG,qm,415522343,10,2,qm_log_game_2
inner_band_6,1,01TG,qm,415523391,10,2,qm_log_game_2
inner_band_7,1,01TG,qm,415524332,10,2,qm_log_game_2
outer_band_1,0,01TG,qm,415525357,10,2,qm_log_game_2
outer_band_2,0,01TG,qm,415525357,10,2,qm_log_game_2
outer_band_3,0,01TG,qm,415525357,10,2,qm_log_game_2
outer_band_4,0,01TG,qm,415525357,10,2,qm_log_game_2
inner_band_1,0,01TG,qm,415540617,6,2,qm_log_game_2
inner_band_2,0,01TG,qm,415541665,6,2,qm_log_game_2
inner_band_3,1,01TG,qm,415542601,6,2,qm_log_game_2
inner_band_4,1,01TG,qm,415543666,6,2,qm_log_game_2
inner_band_5,1,01TG,qm,415544687,6,2,qm_log_game_2
inner_band_6,1,01TG,qm,415545718,6,2,qm_log_game_2
inner_band_7,0,01TG,qm,415546655,6,2,qm_log_game_2
inner_band_8,1,01TG,qm,415547688,6,2,qm_log_game_2
outer_band_1,1,01TG,qm,415548718,6,2,qm_log_game_2
outer_band_2,1,01TG,qm,415548718,6,2,qm_log_game_2
outer_band_3,0,01TG,qm,415548718,6,2,qm_log_game_2
outer_band_4,0,01TG,qm,415548718,6,2,qm_log_game_2
inner_band_1,0,01TG,qm,415555048,12,2,qm_log_game_2
inner_band_2,0,01TG,qm,415555994,12,2,qm_log_game_2
inner_band_3,1,01TG,qm,415557038,12,2,qm_log_game_2
inner_band_4,1,01TG,qm,415557976,12,2,qm_log_game_2
inner_band_5,1,01TG,qm,415559026,12,2,qm_log_game_2
inner_band_6,1,01TG,qm,415559979,12,2,qm_log_game_2
inner_band_7,1,01TG,qm,415561038,12,2,qm_log_game_2
outer_band_1,0,01TG,qm,415561969,12,2,qm_log_game_2
outer_band_2,0,01TG,qm,415561969,12,2,qm_log_game_2
outer_band_3,0,01TG,qm,415561969,12,2,qm_log_game_2
outer_band_4,0,01TG,qm,415561969,12,2,qm_log_game_2
inner_band_1,0,01TG,qm,415567374,15,2,qm_log_game_2
inner_band_2,0,01TG,qm,415568314,15,2,qm_log_game_2
inner_band_3,1,01TG,qm,415569390,15,2,qm_log_game_2
inner_band_4,1,01TG,qm,415570327,15,2,qm_log_game_2
inner_band_5,0,01TG,qm,415571357,15,2,qm_log_game_2
inner_band_6,0,01TG,qm,415572395,15,2,qm_log_game_2
inner_band_7,0,01TG,qm,415573327,15,2,qm_log_game_2
outer_band_1,0,01TG,qm,415574378,15,2,qm_log_game_2
outer_band_2,0,01TG,qm,415574378,15,2,qm_log_game_2
outer_band_3,0,01TG,qm,415574378,15,2,qm_log_game_2
outer_band_4,0,01TG,qm,415574378,15,2,qm_log_game_2
inner_band_1,0,01TG,qm,415590424,19,2,qm_log_game_2
inner_band_2,1,01TG,qm,415591360,19,2,qm_log_game_2
inner_band_3,1,01TG,qm,415592398,19,2,qm_log_game_2
inner_band_4,1,01TG,qm,415593436,19,2,qm_log_game_2
inner_band_5,1,01TG,qm,415594382,19,2,qm_log_game_2
inner_band_6,1,01TG,qm,415595418,19,2,qm_log_game_2
inner_band_7,0,01TG,qm,415596395,19,2,qm_log_game_2
inner_band_8,0,01TG,qm,415597422,19,2,qm_log_game_2
outer_band_1,0,01TG,qm,415598357,19,2,qm_log_game_2
outer_band_2,0,01TG,qm,415598357,19,2,qm_log_game_2
outer_band_3,0,01TG,qm,415598357,19,2,qm_log_game_2
outer_band_4,0,01TG,qm,415598357,19,2,qm_log_game_2
inner_band_1,1,01TG,qm,415603702,0,2,qm_log_game_2
inner_band_2,1,01TG,qm,415604735,0,2,qm_log_game_2
inner_band_3,1,01TG,qm,415605766,0,2,qm_log_game_2
inner_band_4,1,01TG,qm,415606703,0,2,qm_log_game_2
inner_band_5,1,01TG,qm,415607750,0,2,qm_log_game_2
inner_band_6,0,01TG,qm,415608782,0,2,qm_log_game_2
inner_band_7,0,01TG,qm,415609717,0,2,qm_log_game_2
outer_band_1,0,01TG,qm,415610677,0,2,qm_log_game_2
outer_band_2,0,01TG,qm,415610677,0,2,qm_log_game_2
outer_band_3,0,01TG,qm,415610677,0,2,qm_log_game_2
outer_band_4,0,01TG,qm,415610677,0,2,qm_log_game_2
inner_band_1,0,01TG,qm,415616050,17,2,qm_log_game_2
inner_band_2,1,01TG,qm,415617076,17,2,qm_log_game_2
inner_band_3,1,01TG,qm,415618028,17,2,qm_log_game_2
inner_band_4,1,01TG,qm,415619074,17,2,qm_log_game_2
inner_band_5,1,01TG,qm,415620093,17,2,qm_log_game_2
inner_band_6,0,01TG,qm,415621033,17,2,qm_log_game_2
inner_band_7,0,01TG,qm,415622071,17,2,qm_log_game_2
inner_band_8,0,01TG,qm,415623036,17,2,qm_log_game_2
outer_band_1,0,01TG,qm,415624069,17,2,qm_log_game_2
outer_band_2,0,01TG,qm,415624069,17,2,qm_log_game_2
outer_band_3,0,01TG,qm,415624069,17,2,qm_log_game_2
outer_band_4,0,01TG,qm,415624069,17,2,qm_log_game_2
inner_band_1,0,01TG,qm,415630251,7,2,qm_log_game_2
inner_band_2,0,01TG,qm,415631295,7,2,qm_log_game_2
inner_band_3,1,01TG,qm,415632324,7,2,qm_log_game_2
inner_band_4,1,01TG,qm,415633269,7,2,qm_log_game_2
inner_band_5,1,01TG,qm,415634304,7,2,qm_log_game_2
inner_band_6,1,01TG,qm,415635331,7,2,qm_log_game_2
inner_band_7,1,01TG,qm,415636272,7,2,qm_log_game_2
inner_band_8,0,01TG,qm,415637303,7,2,qm_log_game_2
outer_band_1,0,01TG,qm,415638258,7,2,qm_log_game_2
outer_band_2,0,01TG,qm,415638258,7,2,qm_log_game_2
outer_band_3,0,01TG,qm,415638258,7,2,qm_log_game_2
outer_band_4,0,01TG,qm,415638258,7,2,qm_log_game_2
inner_band_1,0,01TG,qm,415643717,2,2,qm_log_game_2
inner_band_2,1,01TG,qm,415644656,2,2,qm_log_game_2
inner_band_3,1,01TG,qm,415645694,2,2,qm_log_game_2
inner_band_4,1,01TG,qm,415646716,2,2,qm_log_game_2
inner_band_5,1,01TG,qm,415647653,2,2,qm_log_game_2
inner_band_6,1,01TG,qm,415648685,2,2,qm_log_game_2
inner_band_7,1,01TG,qm,415649717,2,2,qm_log_game_2
inner_band_8,0,01TG,qm,415650656,2,2,qm_log_game_2
outer_band_1,0,01TG,qm,415651684,2,2,qm_log_game_2
outer_band_2,0,01TG,qm,415651684,2,2,qm_log_game_2
outer_band_3,0,01TG,qm,415651684,2,2,qm_log_game_2
outer_band_4,0,01TG,qm,415651684,2,2,qm_log_game_2
inner_band_1,0,01TG,qm,415657050,4,2,qm_log_game_2
inner_band_2,1,01TG,qm,415657998,4,2,qm_log_game_2
inner_band_3,1,01TG,qm,415659049,4,2,qm_log_game_2
inner_band_4,1,01TG,qm,415659987,4,2,qm_log_game_2
inner_band_5,1,01TG,qm,415661016,4,2,qm_log_game_2
inner_band_6,1,01TG,qm,415662052,4,2,qm_log_game_2
inner_band_7,1,01TG,qm,415662997,4,2,qm_log_game_2
inner_band_8,1,01TG,qm,415664052,4,2,qm_log_game_2
outer_band_1,1,01TG,qm,415664987,4,2,qm_log_game_2
outer_band_2,1,01TG,qm,415664987,4,2,qm_log_game_2
outer_band_3,0,01TG,qm,415664987,4,2,qm_log_game_2
outer_band_4,0,01TG,qm,415664987,4,2,qm_log_game_2
inner_band_1,0,01TG,qm,415675155,5,2,qm_log_game_2
inner_band_2,1,01TG,qm,415676109,5,2,qm_log_game_2
inner_band_3,1,01TG,qm,415677143,5,2,qm_log_game_2
inner_band_4,1,01TG,qm,415678096,5,2,qm_log_game_2
inner_band_5,1,01TG,qm,415679129,5,2,qm_log_game_2
inner_band_6,1,01TG,qm,415680157,5,2,qm_log_game_2
inner_band_7,1,01TG,qm,415681111,5,2,qm_log_game_2
inner_band_8,1,01TG,qm,415682141,5,2,qm_log_game_2
outer_band_1,0,01TG,qm,415683173,5,2,qm_log_game_2
outer_band_2,0,01TG,qm,415683173,5,2,qm_log_game_2
outer_band_3,0,01TG,qm,415683173,5,2,qm_log_game_2
outer_band_4,0,01TG,qm,415683173,5,2,qm_log_game_2
inner_band_1,1,01TG,qm,415688485,11,2,qm_log_game_2
inner_band_2,1,01TG,qm,415689429,11,2,qm_log_game_2
inner_band_3,1,01TG,qm,415690383,11,2,qm_log_game_2
inner_band_4,1,01TG,qm,415691429,11,2,qm_log_game_2
inner_band_5,0,01TG,qm,415692359,11,2,qm_log_game_2
inner_band_6,0,01TG,qm,415693414,11,2,qm_log_game_2
inner_band_7,1,01TG,qm,415694437,11,2,qm_log_game_2
inner_band_8,1,01TG,qm,415695412,11,2,qm_log_game_2
outer_band_1,0,01TG,qm,415696437,11,2,qm_log_game_2
outer_band_2,0,01TG,qm,415696437,11,2,qm_log_game_2
outer_band_3,0,01TG,qm,415696437,11,2,qm_log_game_2
outer_band_4,0,01TG,qm,415696437,11,2,qm_log_game_2
inner_band_1,0,01TG,qm,415712316,3,2,qm_log_game_2
inner_band_2,1,01TG,qm,415713353,3,2,qm_log_game_2
inner_band_3,1,01TG,qm,415714403,3,2,qm_log_game_2
inner_band_4,1,01TG,qm,415715347,3,2,qm_log_game_2
inner_band_5,1,01TG,qm,415716377,3,2,qm_log_game_2
inner_band_6,1,01TG,qm,415717405,3,2,qm_log_game_2
inner_band_7,1,01TG,qm,415718351,3,2,qm_log_game_2
inner_band_8,1,01TG,qm,415719405,3,2,qm_log_game_2
outer_band_1,1,01TG,qm,415720276,3,2,qm_log_game_2
outer_band_2,1,01TG,qm,415720276,3,2,qm_log_game_2
outer_band_3,0,01TG,qm,415720276,3,2,qm_log_game_2
outer_band_4,0,01TG,qm,415720276,3,2,qm_log_game_2
inner_band_1,0,01TG,qm,415726672,1,2,qm_log_game_2
inner_band_2,1,01TG,qm,415727717,1,2,qm_log_game_2
inner_band_3,1,01TG,qm,415728677,1,2,qm_log_game_2
inner_band_4,1,01TG,qm,415729709,1,2,qm_log_game_2
inner_band_5,1,01TG,qm,415730757,1,2,qm_log_game_2
inner_band_6,1,01TG,qm,415731688,1,2,qm_log_game_2
inner_band_7,0,01TG,qm,415732748,1,2,qm_log_game_2
outer_band_1,0,01TG,qm,415733688,1,2,qm_log_game_2
outer_band_2,0,01TG,qm,415733688,1,2,qm_log_game_2
outer_band_3,0,01TG,qm,415733688,1,2,qm_log_game_2
outer_band_4,0,01TG,qm,415733688,1,2,qm_log_game_2
inner_band_1,0,01TG,qm,415739029,16,2,qm_log_game_2
inner_band_2,1,01TG,qm,415740065,16,2,qm_log_game_2
inner_band_3,1,01TG,qm,415741017,16,2,qm_log_game_2
inner_band_4,1,01TG,qm,415742045,16,2,qm_log_game_2
inner_band_5,1,01TG,qm,415742998,16,2,qm_log_game_2
inner_band_6,1,01TG,qm,415744029,16,2,qm_log_game_2
inner_band_7,1,01TG,qm,415745062,16,2,qm_log_game_2
inner_band_8,0,01TG,qm,415746091,16,2,qm_log_game_2
outer_band_1,0,01TG,qm,415747035,16,2,qm_log_game_2
outer_band_2,0,01TG,qm,415747035,16,2,qm_log_game_2
outer_band_3,0,01TG,qm,415747035,16,2,qm_log_game_2
outer_band_4,0,01TG,qm,415747035,16,2,qm_log_game_2
inner_band_1,0,01TG,qm,415752661,9,2,qm_log_game_2
inner_band_2,1,01TG,qm,415753618,9,2,qm_log_game_2
inner_band_3,0,01TG,qm,415754677,9,2,qm_log_game_2
inner_band_4,0,01TG,qm,415755621,9,2,qm_log_game_2
inner_band_5,0,01TG,qm,415756547,9,2,qm_log_game_2
inner_band_6,0,01TG,qm,415757593,9,2,qm_log_game_2
inner_band_7,1,01TG,qm,415758624,9,2,qm_log_game_2
outer_band_1,1,01TG,qm,415759562,9,2,qm_log_game_2
outer_band_2,1,01TG,qm,415759562,9,2,qm_log_game_2
outer_band_3,0,01TG,qm,415759562,9,2,qm_log_game_2
outer_band_4,0,01TG,qm,415759562,9,2,qm_log_game_2
inner_band_1,0,01TG,qm,415766538,14,2,qm_log_game_2
inner_band_2,1,01TG,qm,415767585,14,2,qm_log_game_2
inner_band_3,1,01TG,qm,415768516,14,2,qm_log_game_2
inner_band_4,1,01TG,qm,415769576,14,2,qm_log_game_2
inner_band_5,1,01TG,qm,415770516,14,2,qm_log_game_2
inner_band_6,1,01TG,qm,415771560,14,2,qm_log_game_2
inner_band_7,1,01TG,qm,415772600,14,2,qm_log_game_2
inner_band_8,0,01TG,qm,415773544,14,2,qm_log_game_2
outer_band_1,0,01TG,qm,415774578,14,2,qm_log_game_2
outer_band_2,0,01TG,qm,415774578,14,2,qm_log_game_2
outer_band_3,0,01TG,qm,415774578,14,2,qm_log_game_2
outer_band_4,0,01TG,qm,415774578,14,2,qm_log_game_2
inner_band_1,1,01TG,qm,415779873,8,2,qm_log_game_2
inner_band_2,1,01TG,qm,415780926,8,2,qm_log_game_2
inner_band_3,1,01TG,qm,415781876,8,2,qm_log_game_2
inner_band_4,1,01TG,qm,415782924,8,2,qm_log_game_2
inner_band_5,1,01TG,qm,415783858,8,2,qm_log_game_2
inner_band_6,1,01TG,qm,415784905,8,2,qm_log_game_2
inner_band_7,1,01TG,qm,415785844,8,2,qm_log_game_2
outer_band_1,1,01TG,qm,415786875,8,2,qm_log_game_2
outer_band_2,1,01TG,qm,415786875,8,2,qm_log_game_2
outer_band_3,0,01TG,qm,415786875,8,2,qm_log_game_2
outer_band_4,0,01TG,qm,415786875,8,2,qm_log_game_2
inner_band_1,1,01TG,qm,415793204,18,2,qm_log_game_2
inner_band_2,1,01TG,qm,415794236,18,2,qm_log_game_2
inner_band_3,1,01TG,qm,415795188,18,2,qm_log_game_2
inner_band_4,1,01TG,qm,415796219,18,2,qm_log_game_2
inner_band_5,1,01TG,qm,415797248,18,2,qm_log_game_2
inner_band_6,1,01TG,qm,415798204,18,2,qm_log_game_2
inner_band_7,0,01TG,qm,415799156,18,2,qm_log_game_2
outer_band_1,0,01TG,qm,415800189,18,2,qm_log_game_2
outer_band_2,0,01TG,qm,415800189,18,2,qm_log_game_2
outer_band_3,0,01TG,qm,415800189,18,2,qm_log_game_2
outer_band_4,0,01TG,qm,415800189,18,2,qm_log_game_2
inner_band_1,0,01TG,qm,415805940,13,2,qm_log_game_2
inner_band_2,1,01TG,qm,415806988,13,2,qm_log_game_2
inner_band_3,1,01TG,qm,415807943,13,2,qm_log_game_2
inner_band_4,1,01TG,qm,415808987,13,2,qm_log_game_2
inner_band_5,1,01TG,qm,415809944,13,2,qm_log_game_2
inner_band_6,1,01TG,qm,415810965,13,2,qm_log_game_2
inner_band_7,1,01TG,qm,415811918,13,2,qm_log_game_2
outer_band_1,0,01TG,qm,415812956,13,2,qm_log_game_2
outer_band_2,0,01TG,qm,415812956,13,2,qm_log_game_2
outer_band_3,0,01TG,qm,415812956,13,2,qm_log_game_2
outer_band_4,0,01TG,qm,415812956,13,2,qm_log_game_2
inner_band_1,0,01TG,qm,416185140,2,3,qm_log_game_3
inner_band_2,1,01TG,qm,416186171,2,3,qm_log_game_3
inner_band_3,1,01TG,qm,416187217,2,3,qm_log_game_3
inner_band_4,1,01TG,qm,416188158,2,3,qm_log_game_3
inner_band_5,1,01TG,qm,416189187,2,3,qm_log_game_3
inner_band_6,1,01TG,qm,416190217,2,3,qm_log_game_3
inner_band_7,1,01TG,qm,416191161,2,3,qm_log_game_3
inner_band_8,1,01TG,qm,416192206,2,3,qm_log_game_3
outer_band_1,1,01TG,qm,416193160,2,3,qm_log_game_3
outer_band_2,1,01TG,qm,416193160,2,3,qm_log_game_3
outer_band_3,1,01TG,qm,416193160,2,3,qm_log_game_3
outer_band_4,0,01TG,qm,416193160,2,3,qm_log_game_3
inner_band_1,1,01TG,qm,416220782,9,3,qm_log_game_3
inner_band_2,1,01TG,qm,416221828,9,3,qm_log_game_3
inner_band_3,1,01TG,qm,416222856,9,3,qm_log_game_3
inner_band_4,1,01TG,qm,416223796,9,3,qm_log_game_3
inner_band_5,1,01TG,qm,416224828,9,3,qm_log_game_3
inner_band_6,1,01TG,qm,416225860,9,3,qm_log_game_3
inner_band_7,1,01TG,qm,416226798,9,3,qm_log_game_3
inner_band_8,1,01TG,qm,416227831,9,3,qm_log_game_3
outer_band_1,1,01TG,qm,416228857,9,3,qm_log_game_3
outer_band_2,1,01TG,qm,416228857,9,3,qm_log_game_3
outer_band_3,1,01TG,qm,416228857,9,3,qm_log_game_3
outer_band_4,0,01TG,qm,416228857,9,3,qm_log_game_3
inner_band_1,1,01TG,qm,416246755,10,3,qm_log_game_3
inner_band_2,1,01TG,qm,416247686,10,3,qm_log_game_3
inner_band_3,1,01TG,qm,416248726,10,3,qm_log_game_3
inner_band_4,1,01TG,qm,416249771,10,3,qm_log_game_3
inner_band_5,1,01TG,qm,416250714,10,3,qm_log_game_3
inner_band_6,1,01TG,qm,416251755,10,3,qm_log_game_3
inner_band_7,1,01TG,qm,416252789,10,3,qm_log_game_3
inner_band_8,1,01TG,qm,416253728,10,3,qm_log_game_3
outer_band_1,0,01TG,qm,416254770,10,3,qm_log_game_3
outer_band_2,0,01TG,qm,416254770,10,3,qm_log_game_3
outer_band_3,0,01TG,qm,416254770,10,3,qm_log_game_3
outer_band_4,0,01TG,qm,416254770,10,3,qm_log_game_3
inner_band_1,0,01TG,qm,416270122,5,3,qm_log_game_3
inner_band_2,1,01TG,qm,416271060,5,3,qm_log_game_3
inner_band_3,1,01TG,qm,416272108,5,3,qm_log_game_3
inner_band_4,1,01TG,qm,416273141,5,3,qm_log_game_3
inner_band_5,1,01TG,qm,416274080,5,3,qm_log_game_3
inner_band_6,1,01TG,qm,416275126,5,3,qm_log_game_3
inner_band_7,1,01TG,qm,416276079,5,3,qm_log_game_3
inner_band_8,1,01TG,qm,416277124,5,3,qm_log_game_3
outer_band_1,1,01TG,qm,416278062,5,3,qm_log_game_3
outer_band_2,1,01TG,qm,416278062,5,3,qm_log_game_3
outer_band_3,0,01TG,qm,416278062,5,3,qm_log_game_3
outer_band_4,0,01TG,qm,416278062,5,3,qm_log_game_3
inner_band_1,1,01TG,qm,416284464,3,3,qm_log_game_3
inner_band_2,1,01TG,qm,416285318,3,3,qm_log_game_3
inner_band_3,1,01TG,qm,416286444,3,3,qm_log_game_3
inner_band_4,1,01TG,qm,416287390,3,3,qm_log_game_3
inner_band_5,1,01TG,qm,416288430,3,3,qm_log_game_3
inner_band_6,1,01TG,qm,416289451,3,3,qm_log_game_3
inner_band_7,1,01TG,qm,416290322,3,3,qm_log_game_3
inner_band_8,1,01TG,qm,416291445,3,3,qm_log_game_3
outer_band_1,0,01TG,qm,416292492,3,3,qm_log_game_3
outer_band_2,0,01TG,qm,416292492,3,3,qm_log_game_3
outer_band_3,0,01TG,qm,416292492,3,3,qm_log_game_3
outer_band_4,0,01TG,qm,416292492,3,3,qm_log_game_3
inner_band_1,0,01TG,qm,416297756,11,3,qm_log_game_3
inner_band_2,0,01TG,qm,416298788,11,3,qm_log_game_3
inner_band_3,1,01TG,qm,416299815,11,3,qm_log_game_3
inner_band_4,1,01TG,qm,416300775,11,3,qm_log_game_3
inner_band_5,1,01TG,qm,416301804,11,3,qm_log_game_3
inner_band_6,1,01TG,qm,416302745,11,3,qm_log_game_3
inner_band_7,1,01TG,qm,416303780,11,3,qm_log_game_3
inner_band_8,1,01TG,qm,416304719,11,3,qm_log_game_3
outer_band_1,1,01TG,qm,416305749,11,3,qm_log_game_3
outer_band_2,1,01TG,qm,416305749,11,3,qm_log_game_3
outer_band_3,0,01TG,qm,416305749,11,3,qm_log_game_3
outer_band_4,0,01TG,qm,416305749,11,3,qm_log_game_3
inner_band_1,0,01TG,qm,416312120,0,3,qm_log_game_3
inner_band_2,0,01TG,qm,416313152,0,3,qm_log_game_3
inner_band_3,1,01TG,qm,416314091,0,3,qm_log_game_3
inner_band_4,1,01TG,qm,416315124,0,3,qm_log_game_3
inner_band_5,1,01TG,qm,416316157,0,3,qm_log_game_3
inner_band_6,1,01TG,qm,416317091,0,3,qm_log_game_3
inner_band_7,0,01TG,qm,416318129,0,3,qm_log_game_3
inner_band_8,0,01TG,qm,416319090,0,3,qm_log_game_3
outer_band_1,0,01TG,qm,416320139,0,3,qm_log_game_3
outer_band_2,0,01TG,qm,416320139,0,3,qm_log_game_3
outer_band_3,0,01TG,qm,416320139,0,3,qm_log_game_3
outer_band_4,0,01TG,qm,416320139,0,3,qm_log_game_3
inner_band_1,0,01TG,qm,416325559,15,3,qm_log_game_3
inner_band_2,0,01TG,qm,416326505,15,3,qm_log_game_3
inner_band_3,1,01TG,qm,416327529,15,3,qm_log_game_3
inner_band_4,1,01TG,qm,416328576,15,3,qm_log_game_3
inner_band_5,1,01TG,qm,416329511,15,3,qm_log_game_3
inner_band_6,1,01TG,qm,416330547,15,3,qm_log_game_3
inner_band_7,1,01TG,qm,416331575,15,3,qm_log_game_3
outer_band_1,1,01TG,qm,416332516,15,3,qm_log_game_3
outer_band_2,1,01TG,qm,416332516,15,3,qm_log_game_3
outer_band_3,0,01TG,qm,416332516,15,3,qm_log_game_3
outer_band_4,0,01TG,qm,416332516,15,3,qm_log_game_3
inner_band_1,1,01TG,qm,416339226,19,3,qm_log_game_3
inner_band_2,1,01TG,qm,416340251,19,3,qm_log_game_3
inner_band_3,1,01TG,qm,416341207,19,3,qm_log_game_3
inner_band_4,1,01TG,qm,416342240,19,3,qm_log_game_3
inner_band_5,1,01TG,qm,416343271,19,3,qm_log_game_3
inner_band_6,1,01TG,qm,416344201,19,3,qm_log_game_3
inner_band_7,1,01TG,qm,416345233,19,3,qm_log_game_3
inner_band_8,1,01TG,qm,416346265,19,3,qm_log_game_3
outer_band_1,1,01TG,qm,416347219,19,3,qm_log_game_3
outer_band_2,1,01TG,qm,416347219,19,3,qm_log_game_3
outer_band_3,0,01TG,qm,416347219,19,3,qm_log_game_3
outer_band_4,0,01TG,qm,416347219,19,3,qm_log_game_3
inner_band_1,0,01TG,qm,416373580,18,3,qm_log_game_3
inner_band_2,0,01TG,qm,416374605,18,3,qm_log_game_3
inner_band_3,1,01TG,qm,416375562,18,3,qm_log_game_3
inner_band_4,1,01TG,qm,416376593,18,3,qm_log_game_3
inner_band_5,1,01TG,qm,416377533,18,3,qm_log_game_3
inner_band_6,1,01TG,qm,416378574,18,3,qm_log_game_3
inner_band_7,1,01TG,qm,416379606,18,3,qm_log_game_3
outer_band_1,1,01TG,qm,416380559,18,3,qm_log_game_3
outer_band_2,1,01TG,qm,416380559,18,3,qm_log_game_3
outer_band_3,1,01TG,qm,416380559,18,3,qm_log_game_3
outer_band_4,0,01TG,qm,416380559,18,3,qm_log_game_3
inner_band_1,0,01TG,qm,416420811,1,3,qm_log_game_3
inner_band_2,1,01TG,qm,416421860,1,3,qm_log_game_3
inner_band_3,1,01TG,qm,416422890,1,3,qm_log_game_3
inner_band_4,1,01TG,qm,416423850,1,3,qm_log_game_3
inner_band_5,1,01TG,qm,416424876,1,3,qm_log_game_3
inner_band_6,1,01TG,qm,416425836,1,3,qm_log_game_3
inner_band_7,1,01TG,qm,416426867,1,3,qm_log_game_3
inner_band_8,1,01TG,qm,416427890,1,3,qm_log_game_3
outer_band_1,1,01TG,qm,416428866,1,3,qm_log_game_3
outer_band_2,1,01TG,qm,416428866,1,3,qm_log_game_3
outer_band_3,0,01TG,qm,416428866,1,3,qm_log_game_3
outer_band_4,0,01TG,qm,416428866,1,3,qm_log_game_3
inner_band_1,1,01TG,qm,416435133,7,3,qm_log_game_3
inner_band_2,1,01TG,qm,416436153,7,3,qm_log_game_3
inner_band_3,1,01TG,qm,416437201,7,3,qm_log_game_3
inner_band_4,1,01TG,qm,416438139,7,3,qm_log_game_3
inner_band_5,1,01TG,qm,416439092,7,3,qm_log_game_3
inner_band_6,1,01TG,qm,416440141,7,3,qm_log_game_3
inner_band_7,1,01TG,qm,416441189,7,3,qm_log_game_3
inner_band_8,1,01TG,qm,416442161,7,3,qm_log_game_3
outer_band_1,1,01TG,qm,416443193,7,3,qm_log_game_3
